uid,up主昵称,B站地址,番茄指数,粉丝增量,粉丝总数,涨粉率,一级分类,二级分类
1843844124,非匿名指令,https://space.bilibili.com/1843844124,3493.8,68737.0,850191,8.08%,游戏,手机游戏
2044333698,退钱哥本人,https://space.bilibili.com/2044333698,3503,63306.0,1011590,6.26%,运动,篮球·足球
297882491,BBoxer酋长,https://space.bilibili.com/297882491,3460,30137.0,302441,9.96%,音乐,演奏
297786973,Chubbyemu,https://space.bilibili.com/297786973,3512.2,28528.0,1506306,1.89%,知识,科学科普
24932175,地理螺老师,https://space.bilibili.com/24932175,1881.1,23100.0,26899,85.88%,知识,校园学习
517327498,罗翔说刑法,https://space.bilibili.com/517327498,3650.6,20040.0,25310265,0.08%,知识,社科·法律·心理
1813173223,王七叶-,https://space.bilibili.com/1813173223,3508,19820.0,1180085,1.68%,生活,搞笑
1131457022,人民日报,https://space.bilibili.com/1131457022,3541.7,18759.0,8402973,0.22%,资讯,热点
473837611,新华社,https://space.bilibili.com/473837611,3549.2,17974.0,9881893,0.18%,资讯,热点
51436272,八月鲜芋,https://space.bilibili.com/51436272,2243.2,17136.0,23325,73.47%,音乐,翻唱
14229967,一数,https://space.bilibili.com/14229967,3536.8,16466.0,6467809,0.25%,知识,校园学习
392306574,巢巢巢Even,https://space.bilibili.com/392306574,3482.6,16464.0,488561,3.37%,知识,人文历史
388394328,扑克经济学,https://space.bilibili.com/388394328,3467.4,16085.0,332868,4.83%,知识,人文历史
1848581914,美食小记录,https://space.bilibili.com/1848581914,578.4,15513.0,16541,93.79%,美食,美食制作
596255965,池小苡池小苡,https://space.bilibili.com/596255965,2010.1,15478.0,19947,77.60%,舞蹈,舞蹈综合
585238746,三哈兄弟-沙雕日常,https://space.bilibili.com/585238746,3488.6,15209.0,499593,3.04%,生活,搞笑
15076745,彩虹酱哇,https://space.bilibili.com/15076745,3494.4,14766.0,616511,2.40%,生活,搞笑
283802114,久保田嶺,https://space.bilibili.com/283802114,3419.5,14668.0,183694,7.99%,生活,日常
401742377,原神,https://space.bilibili.com/401742377,3553.1,14430.0,14581989,0.10%,游戏,手机游戏
456664753,央视新闻,https://space.bilibili.com/456664753,3581.5,13694.0,13049344,0.10%,资讯,社会
511726028,放屁给戴某闻,https://space.bilibili.com/511726028,1569.9,13092.0,15784,82.94%,生活,日常
1879436460,字正圆腔的毛子,https://space.bilibili.com/1879436460,441.7,12732.0,13619,93.49%,游戏,网络游戏
19346559,崔导也是崔老师,https://space.bilibili.com/19346559,903,12627.0,14026,90.03%,影视,影视杂谈
548196587,带床去旅行,https://space.bilibili.com/548196587,3418.3,12553.0,176401,7.12%,生活,日常
249153892,高转青年-栗子,https://space.bilibili.com/249153892,3392.6,12438.0,144314,8.62%,汽车,汽车生活
23630128,HuangFuRen,https://space.bilibili.com/23630128,3525.9,12402.0,3997954,0.31%,知识,校园学习
698814364,小扇雀子,https://space.bilibili.com/698814364,2520.2,12008.0,21396,56.12%,影视,短片
326499679,哔哩哔哩漫画,https://space.bilibili.com/326499679,3357.6,11934.0,42138091,0.03%,动画,综合
1390869133,延边恩妮,https://space.bilibili.com/1390869133,1575.2,11877.0,14607,81.31%,美食,美食制作
171191705,周大爷不服老,https://space.bilibili.com/171191705,3499.2,11610.0,829590,1.40%,生活,搞笑
1708337272,FenniferYang,https://space.bilibili.com/1708337272,1903.8,11535.0,15486,74.49%,时尚,健身
439492746,80后摸鱼有声书吧,https://space.bilibili.com/439492746,2619.5,11307.0,22252,50.81%,知识,人文历史
1706006369,旅人frye,https://space.bilibili.com/1706006369,650.8,11188.0,12280,91.11%,音乐,音乐综合
431073645,你的影月月,https://space.bilibili.com/431073645,3517.4,10904.0,3656889,0.30%,游戏,手机游戏
1015895381,Pr插件师,https://space.bilibili.com/1015895381,1143,10449.0,12185,85.75%,知识,野生技能协会
96601922,宋分爱学习,https://space.bilibili.com/96601922,1924.2,10260.0,14277,71.86%,知识,校园学习
323248245,青柠动画城,https://space.bilibili.com/323248245,3445.6,10259.0,242287,4.23%,国创,国产原创相关
298034202,逃逃哥哥,https://space.bilibili.com/298034202,1940.6,10248.0,14387,71.23%,生活,家居房产
574115689,自由大野猪,https://space.bilibili.com/574115689,3510.6,10162.0,1370124,0.74%,游戏,手机游戏
1687713511,少女のうた,https://space.bilibili.com/1687713511,3463,9543.0,318319,3.00%,生活,手工
416178851,一凡同学要暴富,https://space.bilibili.com/416178851,1980.4,9318.0,13680,68.11%,科技,数码
404439515,原神百晓生,https://space.bilibili.com/404439515,3507.5,9302.0,1100532,0.85%,游戏,手机游戏
492840942,云视听小电视-TV,https://space.bilibili.com/492840942,3528.5,9038.0,12241509,0.07%,影视,预告·资讯
103259030,貓不CatNo_Official,https://space.bilibili.com/103259030,928.8,9027.0,10444,86.43%,音乐,翻唱
395415494,熬一耶ye,https://space.bilibili.com/395415494,3505.1,9001.0,995386,0.90%,生活,搞笑
1526560679,一化儿,https://space.bilibili.com/1526560679,3516.5,8924.0,1806326,0.49%,知识,校园学习
690876846,心弦DIY,https://space.bilibili.com/690876846,864.6,8789.0,10136,86.71%,科技,数码
1155294874,LuckyyLuckyy,https://space.bilibili.com/1155294874,1369.2,8592.0,10759,79.86%,舞蹈,舞蹈综合
432174249,隔壁红魔,https://space.bilibili.com/432174249,3481,8517.0,445607,1.91%,生活,运动
49106795,夕木爸爸,https://space.bilibili.com/49106795,2897.8,8153.0,26374,30.91%,游戏,电子竞技
369685905,团长狸花猫,https://space.bilibili.com/369685905,2810.8,8138.0,23339,34.87%,生活,搞笑
98553064,阮软黛丝ki,https://space.bilibili.com/98553064,2905.4,8034.0,26061,30.83%,知识,野生技能协会
946974,影视飓风,https://space.bilibili.com/946974,3560.6,8018.0,5058557,0.16%,科技,数码
66607740,宋浩老师官方,https://space.bilibili.com/66607740,3520.5,7935.0,4935251,0.16%,知识,校园学习
20457232,一只吐槽圆,https://space.bilibili.com/20457232,3516.4,7828.0,1066167,0.73%,娱乐,娱乐杂谈
550674844,琪琪大王123,https://space.bilibili.com/550674844,3429.1,7744.0,187537,4.13%,运动,篮球·足球
1007043700,世界美食official,https://space.bilibili.com/1007043700,3495,7714.0,735175,1.05%,美食,美食侦探
178958781,秋禾鸽鸽,https://space.bilibili.com/178958781,2072.7,7691.0,12612,60.98%,游戏,单机游戏
256468152,汉青书半霍去病,https://space.bilibili.com/256468152,3463.7,7514.0,305127,2.46%,运动,篮球·足球
1612935698,法兰西小欣欣,https://space.bilibili.com/1612935698,3331.3,7501.0,87597,8.56%,知识,校园学习
9674409,Brooks_布鲁克斯,https://space.bilibili.com/9674409,3323.2,7382.0,85083,8.68%,生活,运动综合
1035771157,软宝仔w,https://space.bilibili.com/1035771157,1703.3,7362.0,10431,70.58%,舞蹈,舞蹈综合
399033755,梁宗禧-Aabriex,https://space.bilibili.com/399033755,1929.5,7361.0,11381,64.68%,动画,综合
252028114,戴博士实验室,https://space.bilibili.com/252028114,3467.5,7347.0,323947,2.27%,知识,科学科普
383167169,阿沛不开心,https://space.bilibili.com/383167169,3431.8,7291.0,198896,3.67%,生活,搞笑
1904835566,五音不全的晚辰,https://space.bilibili.com/1904835566,1901.4,7286.0,11206,65.02%,音乐,翻唱
18202105,绵羊料理,https://space.bilibili.com/18202105,3645,7282.0,10171353,0.07%,美食,美食制作
57863910,王者荣耀,https://space.bilibili.com/57863910,3529.1,7279.0,4695738,0.16%,游戏,电子竞技
1691179740,王大姐来了,https://space.bilibili.com/1691179740,3434.1,7270.0,197330,3.68%,影视,短片
407275913,假装讲电影,https://space.bilibili.com/407275913,3504.2,7053.0,922095,0.76%,影视,影视杂谈
2051617240,棋手战鹰,https://space.bilibili.com/2051617240,3382.3,7048.0,129553,5.44%,游戏,桌游棋牌
522355977,原来是你在猪叫,https://space.bilibili.com/522355977,3156.7,7047.0,42355,16.64%,生活,日常
483162496,英语兔,https://space.bilibili.com/483162496,3544.9,7030.0,5431727,0.13%,知识,校园学习
1773346,莴苣某人,https://space.bilibili.com/1773346,3518.2,6980.0,4141367,0.17%,游戏,手机游戏
647175132,Cheems降临,https://space.bilibili.com/647175132,3310.9,6866.0,79274,8.66%,动画,短片·手书·配音
480959917,良田田田,https://space.bilibili.com/480959917,3508,6769.0,996511,0.68%,时尚,美妆
505601772,大家的养分,https://space.bilibili.com/505601772,3205.1,6753.0,50536,13.36%,美食,美食记录
5970160,小潮院长,https://space.bilibili.com/5970160,3590.5,6667.0,8851929,0.08%,生活,搞笑
