uid,up主昵称,B站地址,番茄指数,粉丝增量,粉丝总数,涨粉率,一级分类,二级分类
401742377,原神,https://space.bilibili.com/401742377,3556.7,190630.0,14772619,1.29%,游戏,手机游戏
1284862596,峡谷国乐团,https://space.bilibili.com/1284862596,2914.9,88513.0,107217,82.56%,音乐,原创音乐
498957850,勇敢哥特,https://space.bilibili.com/498957850,1718.3,87271.0,90452,96.48%,生活,日常
1843844124,非匿名指令,https://space.bilibili.com/1843844124,3498.7,87200.0,937391,9.30%,游戏,手机游戏
2044333698,退钱哥本人,https://space.bilibili.com/2044333698,3507.5,60386.0,1071976,5.63%,运动,篮球·足球
1398337493,禁漫娘咔姬鲁offical,https://space.bilibili.com/1398337493,3479.2,59171.0,448554,13.19%,动画,综合
297882491,BBoxer酋长,https://space.bilibili.com/297882491,3470.7,51306.0,353747,14.50%,音乐,演奏
297786973,Chubbyemu,https://space.bilibili.com/297786973,3515.9,29427.0,1535733,1.92%,知识,科学科普
2077986216,小三金呀_,https://space.bilibili.com/2077986216,1659.7,27058.0,30035,90.09%,音乐,翻唱
1265060279,青色星期七,https://space.bilibili.com/1265060279,2511.9,24295.0,33556,72.40%,知识,校园学习
1813173223,王七叶-,https://space.bilibili.com/1813173223,3511.7,21935.0,1202020,1.82%,生活,搞笑
1131457022,人民日报,https://space.bilibili.com/1131457022,3545.2,21414.0,8424387,0.25%,资讯,热点
4995329,曦彤Asuna,https://space.bilibili.com/4995329,3386.8,21238.0,142413,14.91%,科技,数码
14373586,熊出没BoonieBears,https://space.bilibili.com/14373586,3513.4,21102.0,956141,2.21%,国创,国产原创相关
473837611,新华社,https://space.bilibili.com/473837611,3552.7,19929.0,9901822,0.20%,资讯,热点
14229967,一数,https://space.bilibili.com/14229967,3540.4,17178.0,6484987,0.26%,知识,校园学习
1302677522,美术微学堂,https://space.bilibili.com/1302677522,3120.4,16455.0,48222,34.12%,生活,绘画
1871001,棉花大哥哥,https://space.bilibili.com/1871001,3529.7,15678.0,2527003,0.62%,游戏,手机游戏
43222001,卡特亚,https://space.bilibili.com/43222001,3534.5,15673.0,2556295,0.61%,游戏,手机游戏
456664753,央视新闻,https://space.bilibili.com/456664753,3585,15526.0,13064870,0.12%,资讯,社会
395415494,熬一耶ye,https://space.bilibili.com/395415494,3508.7,15189.0,1010575,1.50%,生活,搞笑
