uid,up主昵称,B站地址,番茄指数,粉丝增量,粉丝总数,涨粉率,一级分类,二级分类
38598226,医学科普联盟,https://space.bilibili.com/38598226,3466.6,30374.0,788955,3.85%,知识,科学科普
477531206,阿特警官,https://space.bilibili.com/477531206,3479.9,24511.0,3099418,0.79%,资讯,社会
473837611,新华社,https://space.bilibili.com/473837611,3511.3,18546.0,9684179,0.19%,资讯,热点
14229967,一数,https://space.bilibili.com/14229967,3499.3,15973.0,6296359,0.25%,知识,校园学习
431073645,你的影月月,https://space.bilibili.com/431073645,3479.9,15120.0,3538891,0.43%,游戏,手机游戏
40427625,取景框看世界,https://space.bilibili.com/40427625,3531.6,15014.0,2626826,0.57%,知识,校园学习
456664753,央视新闻,https://space.bilibili.com/456664753,3543.7,13311.0,12902041,0.10%,资讯,社会
473524263,澳洲阿彭,https://space.bilibili.com/473524263,3496.7,12905.0,2617592,0.49%,美食,美食制作
375375,伊丽莎白鼠,https://space.bilibili.com/375375,3594.3,12220.0,6988872,0.17%,鬼畜,鬼畜调教
23630128,HuangFuRen,https://space.bilibili.com/23630128,3488.5,11962.0,3874937,0.31%,知识,校园学习
66607740,宋浩老师官方,https://space.bilibili.com/66607740,3483.1,11951.0,4845356,0.25%,知识,校园学习
302197524,johnhuu,https://space.bilibili.com/302197524,3420,11072.0,289041,3.83%,知识,校园学习
7788379,兔叭咯,https://space.bilibili.com/7788379,3548.8,10711.0,6947727,0.15%,知识,科学科普
491240131,烤鸭TV,https://space.bilibili.com/491240131,3474.9,10211.0,1537156,0.66%,知识,校园学习
343348,口袋迷ag,https://space.bilibili.com/343348,3461.6,9830.0,676777,1.45%,游戏,单机游戏
486359270,哦吼小闪电,https://space.bilibili.com/486359270,3304.2,9775.0,104108,9.39%,生活,搞笑
15892313,知名相声演员BBBBB大王,https://space.bilibili.com/15892313,3447.3,9526.0,523501,1.82%,时尚,美妆
11021614,我是瑞斯拜,https://space.bilibili.com/11021614,3482.6,9134.0,2025881,0.45%,知识,校园学习
23224821,MEspace空间,https://space.bilibili.com/23224821,3461.1,8811.0,638427,1.38%,生活,绘画
483162496,英语兔,https://space.bilibili.com/483162496,3507.6,8784.0,5348324,0.16%,知识,校园学习
432174249,隔壁红魔,https://space.bilibili.com/432174249,3434.4,8433.0,369934,2.28%,生活,运动
24490535,勾手老大爷邓肯,https://space.bilibili.com/24490535,3474.6,8076.0,1268703,0.64%,知识,人文历史
326499679,哔哩哔哩漫画,https://space.bilibili.com/326499679,3322.3,8009.0,42019534,0.02%,动画,综合
130763764,三太子敖丙,https://space.bilibili.com/130763764,3389.7,8008.0,198982,4.02%,知识,职业职场
98804556,一只浣兮吖_,https://space.bilibili.com/98804556,3405.3,7981.0,219775,3.63%,时尚,服饰
517327498,罗翔说刑法,https://space.bilibili.com/517327498,3612.8,7540.0,25212583,0.03%,知识,社科·法律·心理
