uid,up主昵称,B站地址,番茄指数,粉丝增量,粉丝总数,涨粉率,一级分类,二级分类
578227337,华为,https://space.bilibili.com/578227337,3443.6,702113.0,2524058,27.82%,科技,数码
50329118,哔哩哔哩英雄联盟赛事,https://space.bilibili.com/50329118,3481.3,378385.0,12723979,2.97%,游戏,电子竞技
275338136,肯德基,https://space.bilibili.com/275338136,3445.8,201952.0,2300700,8.78%,生活,日常
434334701,七海Nana7mi,https://space.bilibili.com/434334701,3440.7,170207.0,994311,17.12%,游戏,单机游戏
8739477,老实憨厚的笑笑,https://space.bilibili.com/8739477,3446.6,162812.0,2623259,6.21%,游戏,电子竞技
42619059,Uzi,https://space.bilibili.com/42619059,3456.3,139066.0,4147103,3.35%,游戏,电子竞技
14229967,一数,https://space.bilibili.com/14229967,3468.7,27914.0,6141170,0.45%,知识,校园学习
473837611,新华社,https://space.bilibili.com/473837611,3480.6,24763.0,9519153,0.26%,资讯,热点
475083446,老懂哥_0ff1c1aL,https://space.bilibili.com/475083446,3344.9,20786.0,181097,11.48%,游戏,电子竞技
474595627,CSGO赛事菌,https://space.bilibili.com/474595627,3432.7,20210.0,1079745,1.87%,游戏,电子竞技
16539048,一只小仙若,https://space.bilibili.com/16539048,3480,17723.0,2129705,0.83%,舞蹈,舞蹈综合
23630128,HuangFuRen,https://space.bilibili.com/23630128,3458.2,17272.0,3764616,0.46%,知识,校园学习
517327498,罗翔说刑法,https://space.bilibili.com/517327498,3582.2,17134.0,25135092,0.07%,知识,社科·法律·心理
407275913,假装讲电影,https://space.bilibili.com/407275913,3434.4,15565.0,828581,1.88%,影视,影视杂谈
448340479,刘加勇医生,https://space.bilibili.com/448340479,3450.8,15429.0,1739715,0.89%,知识,科学科普
28266043,附魔星Fms,https://space.bilibili.com/28266043,3445.3,13904.0,1187820,1.17%,游戏,单机游戏
9038639,幸运的LANCERRR,https://space.bilibili.com/9038639,3396,13851.0,341335,4.06%,游戏,电子竞技
88895225,张镇辉台球教学,https://space.bilibili.com/88895225,3434.5,13291.0,1013207,1.31%,运动,运动综合
201488550,小孙ATOM,https://space.bilibili.com/201488550,3435.6,12902.0,936479,1.38%,生活,搞笑
430667930,Searph瑟夫,https://space.bilibili.com/430667930,3395.6,12742.0,299685,4.25%,游戏,电子竞技
513305949,杨旭游记,https://space.bilibili.com/513305949,3437.9,12659.0,985019,1.29%,生活,汽车生活
431073645,你的影月月,https://space.bilibili.com/431073645,3449.5,12593.0,3445018,0.37%,游戏,手机游戏
419738808,疯狂小杨哥,https://space.bilibili.com/419738808,3455.6,12457.0,4233309,0.29%,生活,搞笑
491240131,烤鸭TV,https://space.bilibili.com/491240131,3444.3,12418.0,1461036,0.85%,知识,校园学习
456664753,央视新闻,https://space.bilibili.com/456664753,3513,12353.0,12793462,0.10%,资讯,社会
401742377,原神,https://space.bilibili.com/401742377,3484.8,12303.0,14401788,0.09%,游戏,手机游戏
26240675,与山0v0,https://space.bilibili.com/26240675,3465.7,11809.0,2747619,0.43%,游戏,单机游戏
66607740,宋浩老师官方,https://space.bilibili.com/66607740,3452.7,11629.0,4761189,0.24%,知识,校园学习
11021614,我是瑞斯拜,https://space.bilibili.com/11021614,3452.1,11619.0,1952799,0.59%,知识,校园学习
15076745,彩虹酱哇,https://space.bilibili.com/15076745,3393.9,11556.0,301837,3.83%,生活,搞笑
60963628,空酱w,https://space.bilibili.com/60963628,3411.5,10684.0,422231,2.53%,动画,短片·手书·配音
174890586,魔鬼厨房DK,https://space.bilibili.com/174890586,3434.3,10415.0,930816,1.12%,美食,美食制作
406871371,捏碳碳碳碳,https://space.bilibili.com/406871371,3442.2,10064.0,1076569,0.93%,动画,短片·手书·配音
263223596,房琪kiki,https://space.bilibili.com/263223596,3428.9,9981.0,692244,1.44%,生活,日常
180537674,预言家Alice,https://space.bilibili.com/180537674,3428.6,9769.0,426299,2.29%,娱乐,综艺
483162496,英语兔,https://space.bilibili.com/483162496,3477.3,9662.0,5270831,0.18%,知识,校园学习
415403269,internet-boy,https://space.bilibili.com/415403269,3458.2,9477.0,1102371,0.86%,生活,日常
52190805,麟宣森,https://space.bilibili.com/52190805,3487.3,9195.0,2161167,0.43%,美食,美食制作
9617619,哔哩哔哩直播,https://space.bilibili.com/9617619,3469.8,8921.0,12573575,0.07%,游戏,单机游戏
59905809,哦呼w,https://space.bilibili.com/59905809,3523.7,8904.0,2467740,0.36%,鬼畜,鬼畜调教
39737405,学过石油的语文老师,https://space.bilibili.com/39737405,3462.5,8895.0,3264696,0.27%,知识,校园学习
495689781,苏酥YUKI,https://space.bilibili.com/495689781,3228,8598.0,71456,12.03%,生活,日常
474853499,李如儒也是李蠕蠕,https://space.bilibili.com/474853499,3444.4,8473.0,1481988,0.57%,生活,搞笑
9321359,FUN科技,https://space.bilibili.com/9321359,3448.3,8427.0,1312701,0.64%,科技,数码
326499679,哔哩哔哩漫画,https://space.bilibili.com/326499679,3293.7,8169.0,41954800,0.02%,动画,综合
192090,小透明明TM,https://space.bilibili.com/192090,3456.7,7938.0,1547921,0.51%,知识,人文历史
20892823,柠檬派奇幻漂流,https://space.bilibili.com/20892823,3459.1,7838.0,2323153,0.34%,生活,搞笑
20603745,其人,https://space.bilibili.com/20603745,3445.8,7698.0,1054143,0.73%,动画,短片·手书·配音
1773346,莴苣某人,https://space.bilibili.com/1773346,3450.3,7687.0,3987742,0.19%,游戏,手机游戏
628122353,毯叔盘钱,https://space.bilibili.com/628122353,3406.2,7055.0,359197,1.96%,知识,财经商业
52495078,李院长_,https://space.bilibili.com/52495078,3365.9,6921.0,210886,3.28%,生活,日常
298777265,野贝贝_,https://space.bilibili.com/298777265,3423.9,6619.0,417564,1.59%,音乐,翻唱
72209046,央视纪录,https://space.bilibili.com/72209046,3439,6248.0,1092469,0.57%,纪录片,人文·历史
