uid,up主昵称,B站地址,番茄指数,粉丝增量,粉丝总数,涨粉率,一级分类,二级分类
677378178,柏林少女o,https://space.bilibili.com/677378178,1807.9,58795.0,62524,94.04%,生活,搞笑
236148005,berry_good,https://space.bilibili.com/236148005,1029.6,55263.0,56873,97.17%,生活,日常
1425573963,身材管理师张展鹏,https://space.bilibili.com/1425573963,303.9,36877.0,37608,98.06%,时尚,健身
31659234,节操卓卓卓,https://space.bilibili.com/31659234,3286.6,26526.0,131580,20.16%,汽车,汽车生活
41832729,考研政治陆寓丰,https://space.bilibili.com/41832729,3413.4,23644.0,779539,3.03%,知识,校园学习
294849334,气味无能为力,https://space.bilibili.com/294849334,1663.6,23368.0,26503,88.17%,生活,日常
453606549,bili_蹲兽,https://space.bilibili.com/453606549,939,19850.0,21322,93.10%,游戏,网络游戏
10215511,大欧君,https://space.bilibili.com/10215511,3418.1,18922.0,755329,2.51%,时尚,服饰
434376696,阿Test正经比比,https://space.bilibili.com/434376696,3446.6,18390.0,1859580,0.99%,知识,社科·法律·心理
1480716508,酒里酒气的小九,https://space.bilibili.com/1480716508,1927.9,18019.0,22291,80.84%,美食,美食制作
1338715561,凛子同学提不起劲,https://space.bilibili.com/1338715561,3432.6,17880.0,1174962,1.52%,舞蹈,舞蹈综合
20564108,是删青啊,https://space.bilibili.com/20564108,3375,17678.0,284612,6.21%,音乐,演奏
473837611,新华社,https://space.bilibili.com/473837611,3463.2,17534.0,9404188,0.19%,资讯,热点
300690906,猫的电脑日记-南京,https://space.bilibili.com/300690906,1011.2,17104.0,18682,91.55%,科技,数码
2014841032,梦中情人程女士,https://space.bilibili.com/2014841032,634.2,16894.0,17999,93.86%,生活,搞笑
1131457022,人民日报,https://space.bilibili.com/1131457022,3455.7,16880.0,7928466,0.21%,资讯,热点
491240131,烤鸭TV,https://space.bilibili.com/491240131,3426.9,16322.0,1401980,1.16%,知识,校园学习
67115715,寒茵小同学,https://space.bilibili.com/67115715,3301.8,15965.0,137295,11.63%,生活,日常
59905809,哦呼w,https://space.bilibili.com/59905809,3506.2,15779.0,2409262,0.65%,鬼畜,鬼畜调教
429456415,超绝最可爱超天酱_Angel,https://space.bilibili.com/429456415,3299.4,15771.0,136114,11.59%,游戏,单机游戏
1636856772,俄罗斯采访,https://space.bilibili.com/1636856772,1230.9,15512.0,17490,88.69%,生活,日常
393360778,一只毒蝎_引游龙,https://space.bilibili.com/393360778,645.7,15346.0,16451,93.28%,时尚,美妆
11021614,我是瑞斯拜,https://space.bilibili.com/11021614,3434.8,14513.0,1896902,0.77%,知识,校园学习
66607740,宋浩老师官方,https://space.bilibili.com/66607740,3435.6,14255.0,4705110,0.30%,知识,校园学习
18202105,绵羊料理,https://space.bilibili.com/18202105,3559.6,14053.0,10102842,0.14%,美食,美食制作
14229967,一数,https://space.bilibili.com/14229967,3451.4,13851.0,6044948,0.23%,知识,校园学习
1365540467,WSS_playground官方,https://space.bilibili.com/1365540467,3144.1,13660.0,58655,23.29%,游戏,单机游戏
62861880,小李和阳阳,https://space.bilibili.com/62861880,2784.1,13547.0,30045,45.09%,生活,搞笑
40484108,绿眼睛Andy,https://space.bilibili.com/40484108,3374.8,13519.0,282703,4.78%,生活,日常
1589512405,夏夏的穿搭分享,https://space.bilibili.com/1589512405,521.2,13418.0,14394,93.22%,时尚,服饰
20990353,游戏动力VGN,https://space.bilibili.com/20990353,3430.2,13388.0,1828311,0.73%,游戏,电子竞技
486027839,顾七_辰,https://space.bilibili.com/486027839,1683.9,12388.0,15583,79.50%,知识,校园学习
456664753,央视新闻,https://space.bilibili.com/456664753,3495.7,12289.0,12729842,0.10%,资讯,社会
1588538855,三金子--,https://space.bilibili.com/1588538855,516,12049.0,13028,92.49%,生活,日常
492840942,云视听小电视-TV,https://space.bilibili.com/492840942,3442.6,11793.0,11725657,0.10%,影视,预告·资讯
591141858,辛吉飞l,https://space.bilibili.com/591141858,833.2,11753.0,13089,89.79%,美食,美食测评
1645898169,阿聪在路上,https://space.bilibili.com/1645898169,143.2,11661.0,12241,95.26%,生活,日常
401742377,原神,https://space.bilibili.com/401742377,3467.5,11572.0,14343229,0.08%,游戏,手机游戏
23263470,法里达,https://space.bilibili.com/23263470,2541.3,11519.0,22279,51.70%,音乐,翻唱
43310262,Minecraft我的世界官方,https://space.bilibili.com/43310262,3427.4,11401.0,2309959,0.49%,游戏,单机游戏
28033852,罗元1994,https://space.bilibili.com/28033852,3412.1,11311.0,476646,2.37%,生活,绘画
50333369,哔哩哔哩守望先锋赛事,https://space.bilibili.com/50333369,3416.4,11213.0,848441,1.32%,游戏,电子竞技
174890586,魔鬼厨房DK,https://space.bilibili.com/174890586,3416.3,10965.0,893436,1.23%,美食,美食制作
1141240027,优拉Yolenda,https://space.bilibili.com/1141240027,2853.9,10763.0,29458,36.54%,生活,日常
229800870,萌宠手绘阿星,https://space.bilibili.com/229800870,3198,10703.0,64915,16.49%,生活,绘画
1669262536,小蕊姐姐翡翠,https://space.bilibili.com/1669262536,525.3,10507.0,11494,91.41%,时尚,服饰
207261582,晓观队长,https://space.bilibili.com/207261582,3427.7,10135.0,1044000,0.97%,时尚,美妆
163637592,老师好我叫何同学,https://space.bilibili.com/163637592,3551.4,10099.0,10539338,0.10%,科技,数码
1197892312,说书人哈利,https://space.bilibili.com/1197892312,788.1,9831.0,11096,88.60%,知识,财经商业
1554576629,特污の兔OvO,https://space.bilibili.com/1554576629,1600.7,9669.0,12578,76.87%,动画,综合
23630128,HuangFuRen,https://space.bilibili.com/23630128,3441,9584.0,3706113,0.26%,知识,校园学习
313580179,九三的耳朵不是特别好,https://space.bilibili.com/313580179,3453.1,9496.0,2609847,0.36%,音乐,翻唱
2026173074,温竣岩,https://space.bilibili.com/2026173074,3438.3,9492.0,698288,1.36%,知识,科学科普
67158540,风-笑尘,https://space.bilibili.com/67158540,3409,9436.0,407621,2.31%,游戏,手机游戏
326499679,哔哩哔哩漫画,https://space.bilibili.com/326499679,3277.5,9231.0,41908739,0.02%,动画,综合
574115689,自由大野猪,https://space.bilibili.com/574115689,3425.2,8876.0,1304544,0.68%,游戏,手机游戏
1450262063,凡尔赛宫,https://space.bilibili.com/1450262063,3168.6,8865.0,62296,14.23%,知识,人文历史
9617619,哔哩哔哩直播,https://space.bilibili.com/9617619,3452.7,8848.0,12528139,0.07%,游戏,单机游戏
57863910,王者荣耀,https://space.bilibili.com/57863910,3444.2,8817.0,4543384,0.19%,游戏,电子竞技
432499697,戒喵中心,https://space.bilibili.com/432499697,3429.1,8815.0,1527182,0.58%,动物圈,喵星人
1067212468,颜幼临,https://space.bilibili.com/1067212468,1870.2,8764.0,12731,68.84%,舞蹈,舞蹈综合
1383499559,大魔王惊蛰,https://space.bilibili.com/1383499559,2765.4,8698.0,24631,35.31%,游戏,网络游戏
35195926,大雷的食品科普日常,https://space.bilibili.com/35195926,3352.4,8687.0,212612,4.09%,知识,科学科普
21096618,Jian-阿健,https://space.bilibili.com/21096618,3418.8,8679.0,347279,2.50%,音乐,原创音乐
1770631780,好臭好臭的人,https://space.bilibili.com/1770631780,3377.9,8605.0,281107,3.06%,音乐,演奏
3595470,萌萌哒老陈,https://space.bilibili.com/3595470,3336.4,8545.0,175055,4.88%,游戏,电子竞技
1779128,游戏少女霜酱,https://space.bilibili.com/1779128,3362.7,8454.0,243873,3.47%,游戏,电子竞技
50329485,哔哩哔哩绝地求生赛事,https://space.bilibili.com/50329485,3412.8,8338.0,841451,0.99%,游戏,电子竞技
402738613,蒋饼饼呀,https://space.bilibili.com/402738613,3270.2,8331.0,102632,8.12%,生活,日常
1116594862,周一萌,https://space.bilibili.com/1116594862,3184.3,8302.0,60512,13.72%,舞蹈,舞蹈综合
504934876,渤海小吏,https://space.bilibili.com/504934876,3439.6,8245.0,999468,0.82%,知识,人文历史
42619059,Uzi,https://space.bilibili.com/42619059,3439.3,8215.0,3971223,0.21%,游戏,电子竞技
1859189432,一诺求生录,https://space.bilibili.com/1859189432,3392.3,8118.0,370744,2.19%,知识,野生技能协会
178690106,搞机所,https://space.bilibili.com/178690106,3424.6,7964.0,1247538,0.64%,科技,数码
1847854850,長野社長,https://space.bilibili.com/1847854850,3368.8,7934.0,265631,2.99%,美食,美食制作
393190812,缪纪君,https://space.bilibili.com/393190812,1850.1,7842.0,11749,66.75%,音乐,翻唱
1526560679,一化儿,https://space.bilibili.com/1526560679,3430.5,7663.0,1575828,0.49%,知识,校园学习
1817904452,随缘-居士,https://space.bilibili.com/1817904452,2778.3,7643.0,23928,31.94%,生活,日常
326088478,好看不火的梦想家ALI,https://space.bilibili.com/326088478,3419.4,7597.0,640916,1.19%,生活,汽车生活
1479452528,房岩-小哥,https://space.bilibili.com/1479452528,3154.3,7541.0,56401,13.37%,生活,搞笑
1415383726,皮皮在蓝色星球,https://space.bilibili.com/1415383726,3400.7,7505.0,459308,1.63%,生活,日常
286142707,挪威老王,https://space.bilibili.com/286142707,3315.7,7496.0,146916,5.10%,生活,搞笑
517327498,罗翔说刑法,https://space.bilibili.com/517327498,3565,7421.0,25058799,0.03%,知识,社科·法律·心理
1211830468,Phigrim公式娘,https://space.bilibili.com/1211830468,2029.2,7417.0,12407,59.78%,音乐,原创音乐
35260261,神医RUI,https://space.bilibili.com/35260261,3331.4,7407.0,141053,5.25%,游戏,电子竞技
483162496,英语兔,https://space.bilibili.com/483162496,3460.3,7393.0,5228334,0.14%,知识,校园学习
1600260795,超级无敌玫菈大人,https://space.bilibili.com/1600260795,2673.5,7278.0,20448,35.59%,动画,综合
20848957,风竹教主解说,https://space.bilibili.com/20848957,3383.5,7177.0,340631,2.11%,游戏,手机游戏
121288250,苟宋本苟,https://space.bilibili.com/121288250,3290.5,7110.0,118755,5.99%,美食,美食制作
28822143,萨克万,https://space.bilibili.com/28822143,3319.2,7097.0,146273,4.85%,生活,绘画
281399022,虚拟少女夏繁星,https://space.bilibili.com/281399022,2599.4,7038.0,18695,37.65%,动画,短片·手书·配音
90920075,酷玩实验室,https://space.bilibili.com/90920075,3429.5,7034.0,1005059,0.70%,知识,财经商业
161775300,明日方舟,https://space.bilibili.com/161775300,3460.2,7016.0,4972932,0.14%,游戏,手机游戏
431073645,你的影月月,https://space.bilibili.com/431073645,3432.3,7008.0,3384743,0.21%,游戏,手机游戏
2200736,才疏学浅的才浅,https://space.bilibili.com/2200736,3487.9,6983.0,4593914,0.15%,生活,手工
85997303,池袋第一深情-,https://space.bilibili.com/85997303,3419.6,6969.0,957854,0.73%,生活,日常
1885250814,瑶生Y,https://space.bilibili.com/1885250814,3372.4,6965.0,234336,2.97%,生活,搞笑
488141422,TED英语演讲,https://space.bilibili.com/488141422,3387.1,6812.0,365672,1.86%,知识,科学科普
1498310,土拨鼠小屁,https://space.bilibili.com/1498310,3225.6,6788.0,74844,9.07%,游戏,网络游戏
79577853,智能路障,https://space.bilibili.com/79577853,3478.4,6686.0,3165769,0.21%,知识,人文历史
454984558,一个姬灵,https://space.bilibili.com/454984558,3411.9,6516.0,587257,1.11%,生活,日常
13354765,徐大虾咯,https://space.bilibili.com/13354765,3463.4,6489.0,7647659,0.08%,游戏,单机游戏
517661394,刘逗逗不怎么逗,https://space.bilibili.com/517661394,3426.7,6393.0,1287507,0.50%,时尚,健身
54319753,是小丁博士吖,https://space.bilibili.com/54319753,1830.4,6378.0,10180,62.65%,知识,校园学习
49494871,冒险雷探长,https://space.bilibili.com/49494871,3428.9,6304.0,1735556,0.36%,生活,日常
415897343,初九Haimon,https://space.bilibili.com/415897343,3342.4,6284.0,192361,3.27%,时尚,美妆
50121112,梦想家小瓜子,https://space.bilibili.com/50121112,3326.5,6278.0,157285,3.99%,游戏,电子竞技
335692980,百万剪辑狮,https://space.bilibili.com/335692980,3453.6,6224.0,1211419,0.51%,影视,影视剪辑
670456816,咕咕啊啊咕,https://space.bilibili.com/670456816,3311.8,6186.0,126668,4.88%,生活,日常
1589382178,BigShot英语,https://space.bilibili.com/1589382178,3413,6179.0,899313,0.69%,知识,校园学习
319656701,快乐烧烤屋屋长,https://space.bilibili.com/319656701,3411.1,6172.0,727098,0.85%,美食,美食制作
11646119,正直讲史-李正Str,https://space.bilibili.com/11646119,3432.4,6121.0,1439703,0.43%,知识,人文历史
1903016091,热爱干饭饭,https://space.bilibili.com/1903016091,2589.3,6106.0,17563,34.77%,知识,校园学习
696950982,牙牙的幸福生活,https://space.bilibili.com/696950982,3304.5,6065.0,132310,4.58%,生活,搞笑
2036187097,一生儿,https://space.bilibili.com/2036187097,3422.2,6045.0,1107033,0.55%,知识,校园学习
446567059,北大荒绿森林放鹿人,https://space.bilibili.com/446567059,3358.7,6032.0,225045,2.68%,动物圈,野生动物
81142581,HALF-FISH,https://space.bilibili.com/81142581,2845,5853.0,24000,24.39%,动画,短片·手书·配音
3913194,高斯Goh,https://space.bilibili.com/3913194,3427.9,5823.0,2346806,0.25%,游戏,桌游棋牌
11684621,太阳星sunstar,https://space.bilibili.com/11684621,3446.5,5804.0,2159516,0.27%,知识,人文历史
693450094,嗑书的阿冉叔,https://space.bilibili.com/693450094,3424.5,5738.0,768603,0.75%,知识,人文历史
39737405,学过石油的语文老师,https://space.bilibili.com/39737405,3445.3,5731.0,3230434,0.18%,知识,校园学习
412504829,文韬Stefan,https://space.bilibili.com/412504829,3435.1,5710.0,1119991,0.51%,游戏,单机游戏
1123353719,万灵缝合厂,https://space.bilibili.com/1123353719,3417.9,5710.0,561227,1.02%,鬼畜,鬼畜剧场
1646036311,凤凰传奇,https://space.bilibili.com/1646036311,3463.5,5696.0,1849917,0.31%,音乐,音乐现场
484355439,全明星激斗,https://space.bilibili.com/484355439,3049.9,5693.0,39037,14.58%,游戏,手机游戏
1507451103,胖迪和李大妙,https://space.bilibili.com/1507451103,3197.1,5576.0,65638,8.50%,生活,搞笑
52190805,麟宣森,https://space.bilibili.com/52190805,3470.1,5561.0,2120846,0.26%,美食,美食制作
1618118594,木酱日语,https://space.bilibili.com/1618118594,2183.7,5553.0,11531,48.16%,知识,校园学习
34172379,呱瓜12345,https://space.bilibili.com/34172379,2985.9,5521.0,32540,16.97%,音乐,演奏
458165375,芝士局,https://space.bilibili.com/458165375,3429.5,5503.0,1714596,0.32%,知识,人文历史
1132671969,积木影业,https://space.bilibili.com/1132671969,2779.6,5500.0,21592,25.47%,影视,影视剪辑
91714909,奶茶小肥仔,https://space.bilibili.com/91714909,3019.3,5495.0,35135,15.64%,音乐,原创音乐
1449165774,宝鲁日GO,https://space.bilibili.com/1449165774,3423.7,5460.0,1096500,0.50%,生活,日常
37607457,凹凸赛克,https://space.bilibili.com/37607457,3440.9,5452.0,846104,0.64%,科技,极客DIY
527791172,三哈兄弟爆笑宝莱坞,https://space.bilibili.com/527791172,2752.8,5439.0,20893,26.03%,知识,校园学习
30285935,是左七不是右八,https://space.bilibili.com/30285935,2028.6,5422.0,10346,52.41%,舞蹈,宅舞
11401081,锦河_Millers,https://space.bilibili.com/11401081,2022.7,5400.0,10314,52.36%,动画,MAD·AMV
431748468,考研斯基,https://space.bilibili.com/431748468,3431.5,5397.0,976496,0.55%,知识,校园学习
1291089667,暖雪warmsnow,https://space.bilibili.com/1291089667,3361.7,5360.0,251948,2.13%,游戏,单机游戏
267447330,英语魔法师Black,https://space.bilibili.com/267447330,2971.1,5230.0,31389,16.66%,知识,校园学习
492526525,小笼包老師Gary,https://space.bilibili.com/492526525,3398,5199.0,464428,1.12%,知识,校园学习
7817472,某声悠,https://space.bilibili.com/7817472,3429.8,5187.0,1437547,0.36%,游戏,手机游戏
41250322,阿城张耐,https://space.bilibili.com/41250322,3234.2,5162.0,78610,6.57%,影视,短片
151482404,赛雷话金,https://space.bilibili.com/151482404,3455.9,5079.0,1828074,0.28%,知识,社科·法律·心理
388576777,英语的平行世界,https://space.bilibili.com/388576777,3437.2,5075.0,3069953,0.17%,知识,校园学习
2073012767,美月もも,https://space.bilibili.com/2073012767,3293.8,5055.0,109384,4.62%,动画,综合
314521322,天真的和感伤的小说家,https://space.bilibili.com/314521322,3438.5,4994.0,997708,0.50%,知识,人文历史
491926230,星光China,https://space.bilibili.com/491926230,2762.3,4992.0,20412,24.46%,国创,国产原创相关
20892823,柠檬派奇幻漂流,https://space.bilibili.com/20892823,3441.9,4951.0,2268016,0.22%,生活,搞笑
3233316,妍子kenko,https://space.bilibili.com/3233316,3355.9,4931.0,216425,2.28%,生活,日常
476875896,JEE英语,https://space.bilibili.com/476875896,3249.7,4916.0,84908,5.79%,知识,校园学习
35757827,TASK丶果冻,https://space.bilibili.com/35757827,3304,4904.0,125638,3.90%,游戏,网络游戏
