视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
本来挺喜欢喝阿萨姆的。,?火,1662985,3984193,134135,383822,13163,39625,1866,5024,11655,21529,生活,搞笑
法国人为何在老挝守灵？【硬核狠人43】,小约翰可汗,1247909,1247909,128381,128381,20278,20278,2919,2919,56125,56125,知识,人文历史
眼“色”游戏 （9）,小潮院长,1036549,2256091,101942,299627,19197,58569,1041,6298,50298,146985,生活,搞笑
三 观 比 五 官 正，但 瞎,知了解压萌物,916723,1126320,61657,93965,5054,6658,372,771,12728,19732,动物圈,野生动物
天玑9200前瞻上手：赶上A16了吗？,极客湾Geekerwan,907085,907085,75745,75745,10031,10031,4809,4809,40500,40500,科技,数码
【战地5】中日交流赛解说！双方玩家十分热情浩克！,小鸣er先生,902137,902137,44570,44570,7694,7694,1889,1889,6770,6770,游戏,网络游戏
但如果这颜料条拔不出来，估计很多人会难受一整天,全球不知道,859489,859489,10771,10771,1036,1036,110,110,122,122,生活,手工
这到底该怎么过去啊？？,老番茄,849173,849173,128745,128745,12532,12532,1470,1470,18404,18404,游戏,单机游戏
啊，这就是中年的前奏吗？,papi酱,831554,831554,109172,109172,3950,3950,2339,2339,7251,7251,生活,搞笑
脆皮年糕！！解锁年糕的神仙吃法,啦啦今天又喝啥,831130,1336225,15914,24899,1700,2863,101,169,106,160,美食,美食制作
在英国下雨不打伞的人确实不少！到底为啥？我简要的总结了几点。,宝哥在英国,792052,2996450,21850,75421,1489,4631,276,1086,158,449,,
小超梦回应卡萨鹏：你jb谁啊？不乐意就滚啊，我欠你的？,火播君,787275,1519420,11978,24625,849,1739,3150,9558,1866,4315,游戏,电子竞技
当代年轻人的身体状况,狈总,787262,787262,73924,73924,2147,2147,497,497,1462,1462,生活,搞笑
自信，太自信了,小叮当的一家,775224,1210175,63634,129187,3026,4592,291,709,1160,2462,生活,搞笑
第一次吃牛肚包味道真的很不错，跟肉夹馍很像！,刘庸干净又卫生,732220,732220,83529,83529,2262,2262,2111,2111,4497,4497,美食,美食侦探
快来看潮汕牛肉真的会跳舞！！【怎么这么值ep55-官塘兄弟牛肉店】,王师傅和小毛毛,732075,732075,61304,61304,7074,7074,1495,1495,32190,32190,美食,美食侦探
折叠屏iPhone全球首发！「科技美学」出品 iPhoneV 经费爆炸/怒肝300天,科技美学,727345,3480989,67555,344561,14320,72359,922,6867,74933,383661,科技,数码
盘点潮流战神变装，你能认出几位，最后一位太帅了。,小陈友友6065,722882,2106548,2051,5171,17427,49183,22,148,412,841,时尚,服饰
淘金者发工资现场，满满土豪气息。,半世疯癫一半世清闲,713457,2769932,16622,27132,625,1963,26,61,95,206,影视,影视杂谈
这就是爱,吴彦祖秃顶版,669693,669693,91511,91511,1205,1205,1216,1216,6564,6564,时尚,健身
太讽刺啦！讽刺极了！！！,穆天然-,667535,734879,60745,70289,2628,2948,90,163,484,811,影视,短片
你们要的《猪猪侠》主题曲改古风,糖醋蛋黄,664038,1058033,101860,171173,20544,33121,399,862,25315,40996,音乐,原创音乐
【纯黑】《战神：诸神黄昏》战神难度无伤攻略解说 第一期,-纯黑-,656888,1140714,56991,128586,14143,35287,1355,3206,52226,121818,游戏,单机游戏
她明明是在认真地做菜，但为什么我这么想笑。。。,绵羊料理,656449,1907562,46510,176871,2671,11430,1334,4491,12705,42576,美食,美食制作
