视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
为爱冲锋的勇士是什么梗【梗指南】,梗指南,813310,813310,77231,77231,4042,4042,4140,4140,7036,7036,生活,搞笑
要钱还是盲盒第25期，最后一个小胖妹赚大了哈哈！,爆笑办公室Officia,810946,1379971,206,756,1450,2714,0,5,26,42,生活,搞笑
兄弟们看看这个400什么水平,北体航航,787037,1255715,60707,87383,1585,2512,771,1301,172,243,运动,竞技体育
这是一条不能燃的视频,人民日报,783518,2436257,114652,418895,19973,47642,255,1015,30357,79995,资讯,热点
宝可梦神回：小智夺冠！无限泪崩！失去的所有宝可梦们都回来了！,POKE破壳梦,781906,888385,33520,38290,4650,5342,1586,2202,9444,11382,,
打工人必看：现实就是欺软怕硬,船长电影解说,781598,1707217,633,2163,1949,5259,0,12,46,105,影视,影视杂谈
全网唯一只被主人养到 郁闷的哈士奇，人和狗必疯一个！,猫猫米老鼠,764098,1980898,1334,4414,8734,25401,0,5,96,256,动物圈,汪星人
珠海航展，你确定不是中东双十一？,大漠叔叔,742224,742224,80689,80689,4793,4793,3217,3217,19272,19272,生活,日常
盘点潮流战神变装，你能认出几位，最后一位太帅了。,小陈友友6065,741144,3842480,1825,9667,13086,88065,0,158,329,1542,时尚,服饰
宁波. 钱湖渔港  厨子探店?2？05,真探唐仁杰,739043,739043,60703,60703,2210,2210,1311,1311,1778,1778,美食,美食侦探
我超……这就是会画画的世界吗,娱乐八卦奈小妹,733228,1142997,42248,77483,4806,8186,217,387,200,276,生活,日常
只因篮球，但是二向箔！,靳建强,731064,2257217,82165,223219,9616,27936,288,1541,22028,98698,动画,短片·手书·配音
《东八区的红楼梦》？曹雪芹看了都要气活了！,三代鹿人,728530,728530,119104,119104,14294,14294,3433,3433,52777,52777,娱乐,娱乐杂谈
盘点那些满级动画！啪啪打脸，自信的GGBond！满级动画！,阿羡搞笑,726015,3001456,2467,14751,12591,89024,14,106,360,2223,动画,综合
东北不能失去酸菜！《二周目》,手艺贾,718308,718308,66257,66257,6192,6192,2298,2298,16663,16663,美食,美食制作
大席菜现场制作麻辣鱼，麻辣鲜香，鱼肉鲜嫩,大锤爱逛吃,715440,1783042,21834,43847,815,1536,492,1215,210,434,美食,美食侦探
“??????&#39;???? ???? ??????????????????”,学姐圆,708301,1101864,220903,224327,50035,77405,632,1388,39812,40923,动画,MAD·AMV
鸡 你 太 美 官 方 M V,哦呼w,701675,13276710,65127,1577248,29805,698723,855,25824,37239,945315,鬼畜,鬼畜调教
【医案寻踪】如何降低近视度数？I 近视，不过就是一门生意,兔叭咯,695103,695103,78639,78639,23130,23130,3406,3406,47599,47599,知识,科学科普
求求你别玩假原神了！这才是真原神！都市传说！,猹泡饭233,686908,1612122,35756,121170,18257,29646,195,1030,3099,12589,游戏,手机游戏
【糖叔】真人真事：32年如一日守卫祖国东大门，看完后劲真的是太大了《守岛人》,糖叔不说剧,682684,3081338,2375,19395,8452,52198,23,562,611,4135,影视,影视杂谈
100支弓箭！实拍亚索风墙！我们终会因热爱走到一起！,剑客范十三,679308,732574,71950,79756,2636,3047,362,479,17468,21077,游戏,电子竞技
国外哈利波特粉丝的迷惑行为大赏！,电影冷知识,673107,1423619,61800,129438,5421,11793,541,1374,382,923,影视,影视杂谈
当你跟对象吵架后……等对方道歉时,牛奶是只猫-,666513,1502995,26710,53678,2232,4739,195,481,289,651,动物圈,喵星人
那些年在小卖部买过的玩具（3）下，试玩魔法小玩具，感觉被骗了,无心芭比,664563,1052602,828,1383,7583,12454,0,6,142,249,生活,日常
妹妹非要cos小草神给我看,君不野,664369,863921,29726,38824,8748,11039,896,1430,5190,6614,游戏,手机游戏
《百面千相》首曝PV——千相阅尽，方知众生百面,百面千相,664025,2706931,30558,149101,7007,34530,2785,19445,7918,46757,游戏,手机游戏
羊村灾变之谜！灰太狼又是背后真凶？《无尽深渊》END2,阿虚-Kurv,657016,1692088,3606,15695,17453,47795,20,265,1499,5884,游戏,单机游戏
年轻人精神状况？,圆脸颖入职记,651686,965400,41278,67523,983,1574,94,506,293,869,生活,搞笑
学霸养成记！爸爸的鼓励教育，他从倒数逆袭成第一国产教育电影,漫威十级学者,650850,2062083,2035,11218,11188,63547,3,23,332,1673,影视,影视杂谈
“要不是监控拍下根本没人知道”,秃马君,649911,3023784,3538,55489,6214,35835,-14,404,525,3867,生活,搞笑
佳丽=假的,啊soisme,649284,1172385,634,1187,2857,5158,45,123,70,108,生活,日常
随机挑战！137元怎么吃1米长的食物！去哪找那么长的食物啊...,一只黑Q,648988,2378456,641,5036,3452,13522,4,146,141,549,美食,美食记录
紧急新闻！小智获得宝可梦世界冠军消息登上涩谷街头大屏幕,游民星空官方,645754,921075,20366,28431,3431,4890,2917,4436,1277,1779,游戏,单机游戏
你这搞笑请假条？咱就别想着被批准了，等着被批评就行！,辉哥游戏解说,642026,1052660,1067,2051,7898,14571,6,17,223,399,生活,搞笑
随机挑战！100多一碗的番茄炒蛋长啥样？,,640058,1559610,764,4590,2862,7918,1,100,125,491,美食,美食记录
奶茶店遭钓鱼执法？先说“欢迎光临”后说“扫码”被勒令关门,触电视频,638375,663708,21566,22687,1617,1746,187,404,1324,1445,资讯,社会
珠海航展？不  中东双十一！,种花家的兔子ZY,626417,1255148,24343,51403,2372,4562,426,1210,698,1320,科技,工业·工程·机械
第一次见现实开挂的！,项真爽,621518,1774727,75637,214180,5654,13271,253,958,1250,3423,生活,搞笑
我用老八秘制汉堡炮，来对付蜜蜂大军！,游戏人阿管,604967,902132,1073,8502,6879,9205,4,79,155,935,游戏,单机游戏
我，搞考古的，年纪轻轻月负3200,安可怀Ankh,604604,625630,40081,44802,3378,3688,1357,1678,7042,8444,生活,日常
这事只能发生在印度，不接受反驳！,直爽用心看世界,602970,821900,188,1647,1035,1516,2,59,14,42,生活,日常
能看懂这个视频的人成分肯定有亿点复杂,嘿-芝士,602029,732309,41583,51692,9554,11598,3817,5124,18090,22125,游戏,单机游戏
世界顶尖黑客大赛，全是神仙打架......,三太子敖丙,598238,643593,32252,34213,8421,9036,317,426,6341,6916,科技,计算机技术
小伙全身精气被1秒吸干，竟瞬间暴瘦了250斤，你想试试吗,无幻漫剪,595761,1224995,20069,48547,1005,2311,31,89,99,190,动画,
不怕神一样的对手 就怕猪一样的队友,小小先生混剪,595105,2524898,53374,201876,4406,16258,89,377,838,2571,影视,影视剪辑
运动会上的神人，穿背带裤跳“叮叮当当”，校领导都傻了！,音乐Wu哥,593149,1205329,3808,8734,21219,49844,0,19,532,1039,,
《原神》角色演示-「莱依拉：遥熠星轨」,原神,592263,2395670,31123,211118,4397,24274,1019,7665,5119,35807,游戏,手机游戏
一只正经海龟，下了一堆不太正经的蛋！,为一放映室,587818,1611860,57895,161645,6232,15252,310,1351,1190,2873,动物圈,野生动物
扣碎篮板到底有多难？小斯曾连续大力暴扣50次都没能扣碎！,街球人物,578059,2482385,154,846,681,3578,0,0,26,129,运动,篮球·足球
全面战争模拟器：黄色预警登场，黄金切尔西大战”鸡你太美“,游戏解说艾登,576120,1638598,607,2444,5583,18044,0,22,98,292,游戏,单机游戏
笑死！第一次见真嫂子被全网祝福哈哈哈！,,569772,592219,25172,25503,1171,1219,212,223,227,237,娱乐,粉丝创作
这里有切尔西 等级五,远古大Dio丝,565653,948737,35042,51629,3491,6273,100,243,1971,3389,鬼畜,人力VOCALOID
纪录片《流言终结者》：泡腾片加水能越狱？,打工人说电影,564209,1840506,97,1177,560,2072,0,15,37,152,影视,影视杂谈
一口气看《最高权限》你们知道头上插了一个手机是什么感觉吗？考试手机能作弊，副作用就是脑袋发热需要降温,萌萌的九代,561439,1540589,1240,3771,5358,17460,5,10,208,766,国创,国产原创相关
离谱！花4000元坐美国高铁头等舱，竟然在半路修车？？,啊吗粽,557571,557571,47162,47162,3177,3177,997,997,8864,8864,,
你怎么看？网传一男子得知已领证妻子在校内与其他男生谈恋爱，骑车3天3夜强闯学校，网友：为爱冲锋的勇士？,搜狐新闻,557569,1238411,34392,66247,2342,5699,2714,9114,1784,4053,资讯,社会
刷新三观！P皇给认识三天的女网红发不雅照，Rookie快跑，阿水吃瓜,无畏镜中人,557488,557488,4972,4972,561,561,1785,1785,2754,2754,游戏,电子竞技
【除暴】揭秘中国超级悍匪，狠辣程度让人闻风丧胆！,流心影者,557220,4012538,810,10235,3933,39763,7,131,207,2161,影视,影视杂谈
一万点卷买的 220个皮肤秘宝能开出什么,在下易某很细,557211,557211,50759,50759,1033,1033,686,686,6342,6342,游戏,电子竞技
边吃头孢边喝酒，你的身体会发生哪些变化？,李白尼的猜想,554340,554340,42180,42180,6303,6303,1224,1224,4726,4726,知识,科学科普
蓝 色 女夭 女臣,KM基二号,548003,3108469,28381,186699,9960,57618,203,1941,5697,37485,鬼畜,鬼畜剧场
印度搞笑参军现场，为了去部队过好日子，戏耍教官,茄子综艺说,546780,4451644,182,21143,2439,13892,0,204,62,687,生活,日常
这孩子写篇作文，差点把自己送走？在家写作业没少挨揍吧！,魔鬼鱼秀儿,541597,1297398,1406,4205,10355,27506,8,62,340,822,生活,搞笑
女特工故意在西瓜上连敲三下，人质定睛一看，那竟是解救她的信号,幕撩电影,540371,1343396,150,505,825,2613,0,1,14,61,影视,影视杂谈
看看国企食堂都吃些啥,只想恰饭的打工人,532362,2899648,10055,57668,474,2241,100,758,178,785,美食,美食记录
你敢信，吸管居然可以用来煮着吃,阿泽有点皮,532014,1299210,1475,8448,1627,4926,309,2263,123,451,生活,日常
为爱冲锋的勇士，他输了吗？,树根龙门阵,530650,530650,39094,39094,4591,4591,3589,3589,8219,8219,娱乐,娱乐杂谈
难以置信的一天，我在外网文化输出了！！,我是鹿溟山,530516,1766022,108782,363633,7832,23856,535,2595,4888,15907,生活,绘画
blackpink明星化妆室坐地起价 ？来韩国最无语的一次,JELLY_呀,529688,896339,6906,26326,4805,6302,143,743,2178,9234,娱乐,明星
开一家殡葬店真的赚钱吗？我实地呆上一周给你答案！,敬汉卿,528878,1828966,41769,176802,3918,16411,801,4280,24482,98022,,
我在江苏无锡的深山里找到一座野墓！两个大盗洞，古墓里全是瓶子。,逸明在野,526093,822867,41550,57116,2222,3017,224,544,355,608,,
鸡你太美生命力为何如此长久？硬核分析鸡你太美的爆火之路【ikun理论强化课】,悠悠球琛总官方后援会,521938,2616635,10414,96781,10208,62133,70,1410,2490,14759,生活,搞笑
纪录片《流言终结者》：挑战用热水器越狱,,520789,4270669,212,1537,1477,8197,0,7,14,202,影视,影视杂谈
来猩猩直播间，回收你们的室友,七颗猩猩QKXX,506123,653531,87928,108054,5010,5734,392,695,4483,6104,生活,搞笑
老师，相信我！我真的在和班长学习！《班长爱学习》【胶囊计划】,小宇宙计划官方,498107,591334,26642,35274,8945,11248,1905,2426,6491,8941,动画,综合
距离第一次发它，已经近三年了,植觉先生,494962,922129,34548,71849,3875,7935,141,403,244,498,生活,日常
运动会开幕式有多硬核，全场高能激情澎湃,亿点八卦,494408,2500025,9559,91441,18549,109267,22,329,990,5136,运动,运动综合
黑杰克前传：一口气看完最后十集，感人故事从这开始！,柒戈动漫,493324,1725009,393,2019,1908,9525,1,22,66,345,,
恶霸室友看起来生人勿进，没想到大家有点太客气了,,493027,1616709,203,4786,12,630,0,35,10,168,动画,综合
男人一双铁鞋穿了十年，重达100斤，脱下鞋后天下无敌！,田佐剪影,488621,1035282,370,898,2585,7157,1,22,28,73,影视,影视杂谈
上海精神病院实拍，他们说最好的朋友是外星人，有病人谈了3个男友,见世君,485363,1966753,22072,93869,6930,27974,803,5134,3180,11180,知识,人文历史
逐帧P图，死亡滤镜……爆笑吐槽内娱“美颜”暴击！,一只吐槽圆,483116,1633466,7232,63333,2726,6469,260,2793,430,3509,娱乐,娱乐杂谈
是时候让舍友懂得如何做一个合格的大学生了,三哈兄弟-沙雕日常,482864,8840620,55600,1053187,8351,129980,182,4032,7515,121388,生活,搞笑
三 国 最 强 男 刀,,477875,477875,48213,48213,4069,4069,434,434,1608,1608,鬼畜,鬼畜调教
前期封神！结局烂尾！14年前火爆中国的【快乐星猫】大结局究竟是什么？,L另唐,476939,663573,26372,35280,4799,7329,1027,1662,2802,3721,国创,国产原创相关
纪录片《流言终结者》：垃圾箱能当缓冲垫？,,470798,2302400,70,3404,568,2670,0,67,18,115,影视,影视杂谈
据说冰块里加棉花将无法被砸碎，就算是60斤的大铁锤前来挑战，也打不开！,爱折腾爱发明,470691,1940599,30792,125865,1783,6773,390,2038,695,2504,生活,日常
【原神】智巧灵蕈大竞逐(11.13已更) 活动攻略/捕捉蕈兽/焕发潜能/对战/驯兽师,你的影月月,469272,1158518,9072,35501,2595,8402,339,2109,6121,16374,游戏,手机游戏
见过30公斤的女孩子吗？隔离第14天,张十七历险记,469054,690080,4055,5712,483,626,783,1105,68,123,时尚,健身
无籽火龙果真有人能做到吗？我竟然成功了！谜团彻底解开,白纸记录生活,468123,3896055,416,7938,328,3755,1,67,8,112,美食,美食制作
在英国下雨不打伞的人确实不少！到底为啥？我简要的总结了几点。,宝哥在英国,465864,4155234,12382,105257,866,6918,126,1450,122,729,,
AI模拟“小男孩”与 小女孩 的一生差别竟然这么大？,顾得大神,464701,2306113,75709,360400,11883,52569,451,2628,4635,16398,生活,日常
蜘蛛侠在一次任务中，不幸牺牲，身份秘密也被揭开,派总很强,462440,1879885,227,1736,2862,20967,0,2,65,373,动画,综合
英文歌曲 bgm～,,461760,1076117,6338,26169,44181,112492,21,167,1050,3724,游戏,单机游戏
噩梦弹簧钢之你以为40厘米的大刀就是极限了吗？！且看三米长的巨枪！,itoldxx,459235,1719764,688,8372,1887,6883,5,178,85,422,影视,影视杂谈
当你拍短视频拍着玩却不小心火了,,458598,8533101,3665,461175,7422,156170,4,2680,761,58849,动画,短片·手书·配音
还好我跑得快,小叮当的一家,456491,456491,67660,67660,1292,1292,195,195,872,872,生活,搞笑
法官：请不要在法庭上做奇怪的事！！,炎辰大鸽子,455901,455901,61173,61173,3986,3986,427,427,6106,6106,生活,搞笑
在网上花70块买的智能手表，竟然还要花98获得开机密码？,咽气诺,454317,920087,1220,5645,2222,5367,13,203,185,1007,生活,搞笑
打开这个视频让你爽一天,阿星and阿奇,453293,6098920,3789,105502,3341,60810,5,305,153,3723,生活,搞笑
我化身荒野大彪子，狂扁蚁狮王,,451524,2130846,2327,20805,12744,61808,3,179,859,6878,游戏,单机游戏
《宿命回响：弦上的叹息》 12月2日开演首测招募PV - 音乐仍在继续,宿命回响,449727,1568586,8067,28822,1004,3473,195,573,340,2449,游戏,手机游戏
根据汶川地震改编电影，天灾面前看中国人的救援速度①,,449443,2189249,254,3466,1884,10957,0,19,48,311,影视,影视杂谈
妻子帮前男友配冥婚，居然是丈夫被女鬼看上！经典网剧《灵魂摆渡》第十三回,小片片说大片,448479,448479,50441,50441,4035,4035,1143,1143,21360,21360,影视,影视杂谈
宫崎骏动漫风滤镜,醒图教程,447662,1661343,85661,273686,79795,277785,151,774,7120,24284,动画,综合
【绝对值得一看】达子“再不收网，我就要当上老大了”缉毒电视剧《卧底》,加班影视,447024,1025265,632,2175,2819,9036,8,38,154,577,影视,影视杂谈
只要遇到这些动物，就能当上皇帝,将军创,442341,1321469,748,2734,5399,19622,4,39,54,140,知识,人文历史
我被商家骗辣！,吴彦祖秃顶版,441889,441889,46695,46695,586,586,763,763,978,978,时尚,健身
“孙策在剪舞飞扬剪头发呢”出自哪里？,瞎问虾猜丶,441786,487094,22174,26667,903,1038,106,199,83,113,生活,搞笑
面试官问我b站ID的那一刻，我破防了。。。,-余怂怂-,441697,441697,23250,23250,801,801,677,677,2099,2099,生活,搞笑
关于雨篷的故事，又拆一个，戴好头盔不加雨篷，安全第一哦,平凡的谭sir,440405,674128,302,1556,372,546,59,588,21,62,汽车,摩托车
“一名资深的狙击手最快需要2.5秒”,zy杂鱼,440261,1165478,36709,90915,7035,16210,217,634,3077,6048,游戏,电子竞技
三 观 比 五 官 正，但 瞎,知了解压萌物,439052,2663392,70384,328628,7958,27631,172,1386,7737,44046,动物圈,野生动物
“为爱冲锋的勇士，下一次还敢不敢再付出全部了。”,白茶-峡谷摄影师,432544,717360,36264,58433,2444,4004,887,1970,4380,7885,游戏,电子竞技
【邓肯】33名船员出海，只回来11个！详解恐怖的鲁荣渔2682号事件！,勾手老大爷邓肯,432251,432251,18301,18301,4331,4331,939,939,3403,3403,知识,人文历史
一口气带你看完《河神》（一），一只王八引起的血案,动漫时光不听话,431575,2063145,321,1252,2511,10504,1,15,81,279,影视,影视杂谈
蓝色妖姬的口头禅有哪些！,玖言和平精英,430383,2125100,738,10892,1796,13731,1,152,54,423,游戏,手机游戏
找出图中的10条龙？我眼睛瞪得像铜铃，愣是没找到藏哪了,,428369,2018898,942,5935,9275,51809,3,18,377,2095,游戏,单机游戏
做视频能遇到欣赏自己视频多粉丝真的也是一种幸运,良田田田,428219,1119054,83639,208310,5278,11524,229,656,2628,6787,生活,日常
模拟大都市 2016年的存档还在...,悠然小天,426486,651337,33652,62488,7949,13326,821,2039,11402,21437,游戏,单机游戏
王者里那些让人兴奋的超酷语音播报，最后一个是所有人梦寐以求的。,根治挑食偏食,425239,1458905,2574,14123,5878,22969,10,321,111,386,游戏,电子竞技
那是外卖小哥嘛？那是白马王子！,笑点有点低哦,425055,1260396,1089,26474,1197,3823,1,142,33,139,生活,搞笑
【小缘】Believer,小缘,424996,424996,26985,26985,6291,6291,1675,1675,12393,12393,音乐,翻唱
喜欢以多欺少？看我坚毅不倒！,黑洞king,422724,422724,23909,23909,992,992,9035,9035,3770,3770,游戏,网络游戏
这届学生不好带啊！五百张头像多吗？,正极水彩,422465,1130741,760,3129,2999,11406,2,10,73,166,生活,绘画
董小嗨的诡异考场：考场上，监考老师偷偷塞给了我一张诡异纸条，却导致我暗恋对象当场惨si,董小嗨动画,422382,3301319,785,6472,7036,52423,0,16,217,1828,动画,综合
涉谷街头播放小智夺冠新闻【中字】,マサラタウンサトシ,420827,703839,11912,21922,3494,6839,715,1584,1352,3038,动画,综合
“后来才发现，猴哥的悟性可不是一般的高啊！”,wrizedm,419780,2827013,21781,206662,19093,108624,256,4325,4886,33040,影视,影视剪辑
宝可梦世界锦标赛决赛3 小智vs丹帝 （最强）,口袋迷ag,418189,1168704,5676,29210,1180,4417,249,3591,1520,9919,游戏,单机游戏
本来挺喜欢喝阿萨姆的。,?火,416787,5403757,45295,517174,6812,58950,303,6276,3022,31803,生活,搞笑
《缝 合 怪》,卡慕SaMa,415194,415194,48615,48615,4804,4804,641,641,7771,7771,游戏,单机游戏
路边摘朵蒲公英，被小伙化腐朽为神奇，一番加工惊艳十足价值连城,手工纪录师,414056,1555116,2999,22806,13993,50190,11,281,976,5007,生活,手工
汉堡王双十一推出十一层皇堡优惠券，一分钱没优惠，大冤种才买,橙飞一下,411941,411941,15287,15287,642,642,1121,1121,2075,2075,美食,美食侦探
所以最后，我们还是放弃了早教这件事,淦淦惹,410713,410713,44653,44653,1459,1459,834,834,4139,4139,生活,日常
花48小时居然用积木复刻了迪士尼城堡烟花秀？,,410050,1847869,2981,41083,5381,28645,3,361,223,4136,生活,手工
男子胸口有一个洞，只要遇到喜欢的人，胸口就会瞬间燃起火焰,摘星动漫,409811,1085995,225,596,3453,8699,0,4,71,142,动画,综合
最具深意的短片!嬉笑之间不缺乏深刻意义!,,407730,1269656,166,659,1056,4071,0,0,22,84,影视,影视杂谈
大鱼头终于来了，屠龙宝刀都砍不动，做剁椒鱼头嘎嘎香,小文哥吃吃吃,406648,406648,52264,52264,1994,1994,593,593,8982,8982,美食,美食制作
佩奇长官，以后你还是别当长官了,允星河Yoseya,406008,1384250,2889,24385,3634,14555,6,112,157,1051,动画,短片·手书·配音
咱们吃完就扔的牡蛎壳，美国5000元一吨回收，然后扔海里？,阿豆冷知识,405562,1508462,121,13882,450,1683,0,354,22,113,知识,科学科普
太沙雕了！当我把自己替换成了游戏的主角,中国BOY超级大猩猩,405515,405515,55863,55863,11444,11444,972,972,31531,31531,游戏,单机游戏
你要不要看看你在干什么？,糯米滋滋捏捏,404770,612477,23709,34363,899,1312,222,338,102,153,生活,搞笑
我总想睡一觉就能回到过去，可早上起来发现，还是没有任何变化,爱漫君的锅,404480,1112339,3544,10938,11723,38560,1,12,585,1838,影视,影视剪辑
Doinb突然想起来自己是韩国人 当场语无伦次：Tarzan韩服号能解封 人家是韩国人 我也是啊,面包弟弟d,403400,403400,4737,4737,195,195,347,347,27,27,游戏,电子竞技
怀热忱的援藏老师，在高原奉献了自己的一生 《藏草青青》,贤于葛格,403065,3625265,467,8247,1750,25345,1,42,97,1656,影视,影视杂谈
【周深X王者荣耀】《很高兴遇见你》官方MV正式上线！全体起立，开始舞蹈！,王者荣耀,402214,402214,38642,38642,9624,9624,2629,2629,16175,16175,音乐,原创音乐
第10期（下）全员演绎 封神之战!【我是特优声 剧团季】,,401017,401017,1704,1704,8,8,301,301,920,920,娱乐,综艺
1米9女生带领宿舍姐妹走上致富之路……,小马只有一米九,401007,895932,43437,92289,4486,8726,78,252,201,375,影视,短片
美越要学习几种语言？被法语支配的恐惧,娱圈小丸子,399140,3110303,55133,340938,13328,74352,186,2067,1274,7973,生活,搞笑
