视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
阿根廷大战沙特 我跟女朋友决定各支持一方！,地位极高硬气鑫,739531,1397872,46643,92653,1908,3696,1057,4727,2335,4547,影视,短片
沙特王子用自己飞机送重伤后卫赴德就医 当事人发视频报平安,青蜂侠-Bee,738905,738905,22608,22608,1142,1142,1817,1817,135,135,资讯,环球
你们搁这儿套娃呢？,阿星and阿奇,723438,2911241,11662,84693,10042,33704,25,283,476,3101,生活,搞笑
明天孙子要开家长会，我是一个保安，怎么穿才不会让他丢人。,建德保安大队,723205,771805,44702,49896,1927,2093,250,356,647,819,生活,搞笑
妈传菜是什么梗【梗指南】,梗指南,716789,913552,62187,81769,3116,4039,2119,3347,5432,7829,生活,搞笑
你们猜猜我家隔壁住了谁,云吞它爹,693350,1446799,71552,154187,2067,3850,106,252,301,767,生活,搞笑
30分钟彻底说清为何不能赌球！离世界杯开幕还有3天！现在看这视频还来得及！,扑克经济学,684089,2356123,41594,126998,14378,45725,2705,10634,15996,53248,知识,财经商业
疯油精，全款拿下,王七叶-,674376,674376,99230,99230,5637,5637,1550,1550,9577,9577,生活,搞笑
羡慕！为庆祝击败阿根廷，沙特宣布全国放假一天！,直播吧APP,671114,671114,33324,33324,1344,1344,2917,2917,183,183,,
羊村（1）,小潮院长,663293,5373125,29515,558600,15036,179576,668,15498,19301,367887,生活,搞笑
时隔五年！这款火爆全球整整13年的神作再次新史低！【Steam秋季特卖史低游戏推荐】11.23-11.30,初夏ChuXXia,661919,661919,28717,28717,5166,5166,1773,1773,4686,4686,游戏,单机游戏
许嵩 你还我冠军！,碎嘴企鹅,655153,912878,83667,130432,4235,6729,670,1517,2509,4486,生活,搞笑
18年世界杯接触网赌，现在欠15万，明明是个研究生，却过的人不人鬼不鬼的。,戒社,642054,844202,9459,11455,1941,2544,2439,3486,1657,1997,生活,日常
世界杯VS影帝杯,沙雕小胖胖,640843,1308176,40870,63234,8901,14357,260,510,4038,7582,生活,
战区，25把鸡终于迎来核爆,老6使命召唤,639311,639311,31455,31455,4505,4505,1022,1022,10846,10846,游戏,网络游戏
"18元实现“螺蛳粉”自由，小料自由!老板，再来亿碗!",小紧张的虫虫,633952,633952,48793,48793,2545,2545,772,772,6665,6665,美食,美食侦探
你们能面对这么多领导吗？,脱缰凯Kk,633087,1071071,50064,96760,3473,6159,206,653,1096,2492,影视,短片
【时代少年团】《光环中的少年——“象限”》（上）,TF家族,630616,630616,63134,63134,13840,13840,10705,10705,24146,24146,娱乐,明星
两国皇帝将下棋当打仗，每走一步棋，士兵就要按要求真实厮杀！,幕撩电影,630179,1677914,8276,16192,1447,4001,94,314,80,235,影视,影视杂谈
2-1！日本逆转德国 亚洲球队再胜一场,央视新闻,619449,619449,23276,23276,931,931,4568,4568,725,725,,
卡塔尔：我球技不行，但我历史可好了,李没梗啊,608972,1249615,55053,100239,4950,9288,311,834,357,713,影视,短片
【悟空】从三蛋三倍辣火鸡面煎饼，到三蛋三倍辣火鸡面烤冷面,悟空和他的煎饼烤冷面,595529,780308,15909,20185,1038,1216,88,135,165,247,美食,美食记录
伪装成零食卖给小孩？这种黑产我见一个曝一个！,老爸评测,593336,3920929,13257,294831,10277,52864,262,3981,3086,41348,生活,
热搜上不忍直视的“黑桃A”事件：网红审美，还要祸害多少人？,小椰子专栏,593146,1123820,20986,43876,3060,6273,1632,4404,4407,8909,知识,社科·法律·心理
女生帅起来真的没男生什么事了,笨重的熊,592248,2047428,14648,54807,4906,13353,210,399,287,674,生活,日常
大G竟悟出心之钢送死流打法，死一次叠200生命值，送10次叠2000？求你们快来抓我吧！,我才是熊猫大G,590427,590427,16039,16039,504,504,609,609,874,874,游戏,电子竞技
马拉松比赛意外闯入一只鸭子，没想到突破终点后，意外获得了奖牌,缘来爱动物,586942,990284,1151,3810,10290,16076,5,53,285,616,动物圈,大熊猫
恋爱脑真下头,小名叫建伟,570514,1064888,43177,84201,6381,11088,848,1813,2233,4421,生活,搞笑
你见过5000血的ADC？,谁让我是白泽呢,551538,742928,31746,47090,1283,1784,414,810,242,415,游戏,电子竞技
毛肚本来的样子。这是一顿有味道的火锅！！,孤独美食咖,550596,2037723,24740,108662,1479,5071,172,854,581,2851,美食,田园美食
心之钢最快叠法！10000血最速传说！叠钢新理解！【有点骚东西迷你版】,上海滩许Van强,549646,767768,26727,43838,875,1602,662,1359,2197,3925,游戏,电子竞技
笑吐了！这期真的土到飙泪！！！,雨哥到处跑,547791,547791,87804,87804,5374,5374,931,931,19562,19562,生活,搞笑
阿根廷这场有人能预测到吗？你们所谓的“资深”有用吗？,,541857,541857,17226,17226,1579,1579,4049,4049,2535,2535,知识,财经商业
“还真TM全是逆天名场面”,热度都蹭不到的废物,535217,535217,26509,26509,13016,13016,1291,1291,11328,11328,影视,影视剪辑
终于来了今天。世界杯日本vs德国。交给我们日本吧。,久保田嶺,534573,534573,28000,28000,1923,1923,8789,8789,6092,6092,,
男孩偷烧鸡被抓，摊主得知真相后倒贴钱,快点影视解说,530386,1348095,253,5485,1160,3046,1,69,18,82,影视,影视杂谈
世界杯球场只有VIP长廊能喝酒？感受一下土豪观赛体验【巢巢Vlog】,巢巢巢Even,530058,530058,42347,42347,2978,2978,933,933,1331,1331,,
【原神】3.3前瞻直播与300原石兑换码和3.3角色卡池别错过！,自由大野猪,518676,742536,18461,32861,3002,4041,361,763,5168,7307,游戏,手机游戏
媳妇毒奶阿根廷 结果赔我个4090,,512011,512011,47568,47568,844,844,906,906,1850,1850,影视,短片
我管不住我的嘴#胡说八道 #精神状态,大莫莫cool,508569,1989172,44261,191254,3869,14933,213,836,370,1327,影视,短片
男生睡觉是不需要多大地方的 有她就好,小陈与小何,507873,690542,41205,50947,3384,4332,3674,3814,416,497,生活,搞笑
网络一线牵 珍惜这孽缘！,派小轩,507271,507271,50066,50066,1012,1012,482,482,2636,2636,影视,短片
一个技能摸5次心之钢！叠心之钢最快的英雄！,加藤结衣,501160,680312,10509,15703,467,732,512,875,548,892,游戏,电子竞技
【同人动画】儿童迪迦12：奈克瑟斯登场！！！！,Milk缪客,499540,499540,47710,47710,6833,6833,775,775,20897,20897,动画,特摄
阿根廷1-2沙特阿拉伯！梅西破门难救主，沙特两球逆转爆出世界杯目前最大冷门！,隔壁红魔,493494,808397,13989,27876,656,1365,1572,4753,873,1984,,
呆在家的第196个小时，精神状态佳,Thurman猫一杯,493270,730127,32595,55478,1077,1625,496,1286,842,1597,生活,搞笑
【10月】间谍过家家 17,哔哩哔哩番剧,480661,4392267,3372,54096,5,162,36,838,902,11526,番剧,连载动画
「显威笔记」1,雅儿推文,477298,1520433,1518,4739,11279,34510,3,4,361,960,美食,美食制作
鉴别网络未知事物233：5种你可能见过，但不知道是什么的奇怪物体,无穷小勺子,466108,920833,16179,32821,713,1619,68,160,104,175,知识,科学科普
巴西球迷混入阿根廷球迷内部，沙特进球后一人站起狂欢，身后的伪球迷暴露了！,观察者网,464333,464333,19135,19135,387,387,256,256,82,82,资讯,热点
恋爱告急,百变杰哥,463749,636760,52400,91930,2300,3685,493,858,3249,4943,舞蹈,舞蹈综合
渴血是真的打不过神分,剑魔-king,461932,509441,10327,12989,194,222,93,134,67,92,游戏,电子竞技
【泽元日记】心之钢！你是要拯救英雄联盟吗？,管泽元,460259,644207,18155,30311,594,1171,839,1423,1573,2591,游戏,电子竞技
中国队为什么不参加世界杯,狈总,458214,6758410,40604,613099,5454,58859,332,11700,2460,32009,生活,搞笑
【花小烙】为什么压力一大，你的身体就很容易出现各种问题？,画渣花小烙,456271,456271,58245,58245,6409,6409,2515,2515,12106,12106,知识,科学科普
“八十年前的话，现在听起来多么讽刺”,wrizedm,452070,828715,34571,67757,18089,34162,186,420,7206,13444,影视,影视剪辑
对战德国前，日本队喊话：想给世界带来巨大惊喜,环球网,448483,448483,14633,14633,1185,1185,6438,6438,365,365,资讯,环球
马可：这李信有问题呀！,尴尬的铁根er,446104,446104,43146,43146,836,836,664,664,1603,1603,游戏,手机游戏
街头30一桶的牛肉泡面，120买块牛肉自己做，能做多少桶？,胖龙的小生活,444119,444119,19079,19079,689,689,494,494,2410,2410,美食,美食记录
越杀369：你3级就越我防御塔的啊？真的假的？啊！！,王氏上单,436597,436597,40320,40320,8059,8059,683,683,22777,22777,游戏,电子竞技
富贵不能赢是什么梗【梗指南】,,435596,1667230,21464,114363,1435,5593,334,2572,259,1348,生活,搞笑
苟且偷生,文武俩兄弟,431935,2255049,55797,292791,2067,11222,190,2447,4649,38588,生活,日常
举国欢庆！沙特赢球国王宣布全国放假一天，球迷载歌载舞,,427637,427637,25657,25657,686,686,494,494,70,70,资讯,环球
谁能拒绝一只打npy就能弹出声音的小香蕉呢～,玩具达人-安妮,420261,1267501,5929,18209,1839,6996,59,338,107,442,生活,日常
我妈是懂秋游的,小叮当的一家,419899,419899,59300,59300,1078,1078,239,239,1196,1196,生活,搞笑
暴 雪 现 状,锤子game,415159,737388,37475,66431,4446,7635,800,2053,4545,9800,游戏,网络游戏
男子直播夜钓时水面突现一具浮尸 警方：已转交水上分局处理,四川观察,407305,439591,28768,30519,1705,1837,1002,1278,90,97,资讯,社会
对美国女友讲一整天的英国口音，并嘲笑她的英语不正宗…...,双驴座的Sid,404768,617499,28646,48089,3759,5616,257,563,841,1729,生活,搞笑
妮蔻逆天bug：变身泉水塔秒人！史上最强脚本！,布锅锅,404670,404670,14523,14523,426,426,1298,1298,186,186,游戏,电子竞技
太突然！老橙子价值1万多的摩托车，再度被俩人盗走！,橙子游戏解说,404204,500251,402,656,2160,2690,0,13,68,78,汽车,摩托车
【小雅】末日丧尸美剧《行尸走肉》最终季大结局，灵魂人物回归，注定行尸的故事仍将继续！,电影迷小雅,402889,402889,14901,14901,3289,3289,1236,1236,6406,6406,影视,影视杂谈
好冷！见证阿根廷1-2遭沙特逆转，球迷破防现场…,汉青书半霍去病,400545,400545,9498,9498,781,781,850,850,860,860,,
小狗这次的选择很坚定！,鱼仔是真的狗,397866,839994,49553,102543,2718,5321,685,5646,737,3223,动物圈,汪星人
当初被困一个月，向路人呐喊了一个月，甚至磨破鼻子的想出来，现在一个月过去了，希望有个家,明仔团队给流浪猫找家,393334,797218,52351,113639,1626,3289,164,374,19985,39719,动物圈,喵星人
让死刑犯踢球，能不能拿到世界杯？,太阳星sunstar,392377,392377,36146,36146,2840,2840,756,756,2139,2139,知识,人文历史
多米诺新作品来了，太美了,多米诺冷风,391946,566517,1300,2736,3141,3708,7,32,212,546,生活,手工
一口气看完猎人与厨子的荒野美食之旅,乌鸡哥QEU,391243,3965743,703,61392,5717,93585,0,398,203,4338,影视,影视杂谈
妈，我要买领克！,极速拍档-Berlin,391184,391184,39086,39086,1887,1887,893,893,8068,8068,汽车,汽车生活
你 先 开 的！【Theshy的奇妙冒险04】,Theshy,388746,885826,25891,75673,3532,10084,305,1546,15138,44633,游戏,电子竞技
“曾经，我也是个快乐的崽”,,383842,564785,27039,33772,2467,3521,121,210,706,1315,生活,搞笑
皇上：臣妾厉不厉害！！！,鲲局长,380747,1449379,38040,138336,4842,16841,173,856,1256,5148,鬼畜,鬼畜剧场
当你跟校园枪击手关系不错时：,今日memes,377381,598618,31730,48587,3989,6973,481,887,171,287,生活,搞笑
最近搬家，搬出了点人生感悟……,淦淦惹,373712,373712,48011,48011,1512,1512,554,554,6902,6902,生活,日常
这一次，梅西能圆梦吗？,人民日报,372804,621238,45026,72588,3040,4792,250,1257,1031,1977,,
范大球王怒批阿根廷国足，世界杯都不要了！,浅澄月,369647,369647,20756,20756,2645,2645,931,931,1509,1509,鬼畜,鬼畜剧场
【赝波行动轮换图】每日8级 摆完挂机 简单好抄（持续更新中，更新至11.23大骑士领酒吧街8）,萧然Q,367534,3342494,2746,55768,497,17440,176,1429,2724,47058,游戏,手机游戏
粗略算了一下，这八年来画过的老板们的财富总和超越了首富……,壁画师-佳佳,366971,718653,18733,41844,1143,2260,293,724,211,479,生活,绘画
变声器测试队友，不料意外得罪千万主播？不服单挑！,天成说游,366398,554674,327,804,3540,6021,0,25,61,106,游戏,手机游戏
建议严查祖上三代,柏喑,365155,3613225,9734,128126,4110,41243,171,1728,1022,7806,生活,搞笑
手握逆天神器的主角，却非得靠抱大腿摸鱼，小松真的是战五渣吗？,无幻漫剪,362150,1325380,1636,6141,1804,5928,-2,15,41,160,动画,
咦？今年世界杯国足为什么没参加啊？有人知道吗,不凉少年派,361955,776529,22774,52270,1549,3504,60,204,126,290,生活,搞笑
摸一下大蒜，就能徒手捏起蛋黄？,啦啦今天又喝啥,359806,2612657,6100,36853,731,4020,92,971,54,375,美食,美食制作
Doinb和小黄人试玩双中双野套路：刷得太快了 根本不够吃,舞男中单Doinb,357725,357725,4335,4335,304,304,692,692,95,95,游戏,电子竞技
中老年高校直播间....,熬一耶ye,355787,1362623,49433,193905,3878,11763,258,1320,4922,17172,生活,搞笑
厨师长教你：“老妈蹄花”，软糯耙嫩有营养，老人小孩都喜欢,美食作家王刚R,355227,355227,28889,28889,4748,4748,522,522,3135,3135,美食,美食制作
“原来贫穷真的会限制我的想象！”,灵灵快乐屋,354416,354416,9436,9436,1330,1330,148,148,1970,1970,生活,搞笑
大爷的CPU再次高温过载！,手艺贾,353369,353369,24617,24617,884,884,495,495,680,680,生活,搞笑
14种违背初衷的发明,从众排行,351921,414279,11264,13677,2390,2830,424,560,120,138,知识,人文历史
和陌生人击拳，击到它的时候抱了我一下！,猛男自我修养,351411,884606,52073,114083,6784,12309,357,1183,2725,6263,生活,日常
脸 大 的 巴 掌,宝鲁日GO,351271,351271,44518,44518,1125,1125,445,445,855,855,美食,美食制作
球场冷气太强，史诗级大冷门被我遇到了！,玲子reiko-,350496,350496,43135,43135,1286,1286,595,595,899,899,,
笑死，汪小菲又双叒叕发疯了哈哈哈哈哈【哇妹】,哇哇哇妹,349524,587641,11938,27971,864,2408,1733,3135,3123,7092,娱乐,娱乐杂谈
教你超快拿下能力测试史诗皮肤,大话小坛子,343815,1229197,13511,30325,8519,43160,743,1934,664,3116,游戏,电子竞技
天庭的三大反骨聚集东海市见面大战一触即发,半岛动漫,343364,653181,1472,2889,6184,11682,8,10,206,348,国创,国产原创相关
【罗翔】倒卖三星堆文物该怎么判？,罗翔说刑法,342436,1137756,16070,94128,899,4430,328,2603,3048,12486,知识,社科·法律·心理
我的天……完全理解只有她能演尹夏沫了！！,荔枝力力,341944,356890,17848,18370,1069,1194,91,103,91,108,娱乐,粉丝创作
【假装讲电影】全程爆笑！韩国票房冠军！为了3000万彩票！男子潜入朝鲜军队！,假装讲电影,337679,1881471,27110,96058,6441,22486,215,1572,3243,20115,影视,影视杂谈
国内主播首发核弹？,队霸蓝战非丶,334661,593675,33987,56768,3119,4885,367,853,2423,4284,游戏,电子竞技
老板娘点道高难的女士菜，把大厨都整上火了，再这么大劲！就卖这么点钱,大嘴儿美食挠儿哥,334342,334342,20775,20775,680,680,496,496,914,914,美食,美食制作
还以为自己是个大冤种，结果摇身一变成英雄,开心锤锤,333267,473501,638,5470,20,453,3,58,22,114,动画,综合
男子毕业20年假扮学生重回课堂，想给老师惊喜 被老师一眼认出，网友：有爱的老师 爱的回赠,黑龙江共青团,331731,474773,44135,71749,2475,3504,640,1059,587,832,生活,日常
中国汉堡塔斯汀全系列大测评！究竟是不是专骗中国人？,穿毛裤的小拉泽,331521,607719,15089,37099,871,2201,426,1165,2056,4958,美食,美食测评
还没入口就化了,,330514,2738091,21857,208020,809,6801,107,1300,390,3068,美食,田园美食
蚌埠住了...哪个鬼才教你这么二创的？！,MJ小林大人嗷,329651,2516856,14283,172144,18330,49400,66,1184,6488,83541,影视,影视剪辑
小小动漫大道理，现实就是如此扎心，最后一个你我共勉,小强强看动漫,326753,447878,2234,8376,18699,24468,2,34,201,419,国创,国产原创相关
关服在即，但失眠的恐怕不只有国服星际玩家！【DogCraft56】,DarkCarrot,326084,326084,37080,37080,5339,5339,1181,1181,20691,20691,游戏,电子竞技
找到一个铁管子晚上住里面了，空间狭小但能睡人，晚上还能看星星,带床去旅行,326034,326034,15244,15244,960,960,1230,1230,6485,6485,,
《把欲擒故纵玩到平流层，妙哉妙哉》秋季锦标赛第十七场，现在开始！,阿九说拳,324257,372582,19432,24912,4700,5210,349,469,3323,4088,生活,搞笑
“人生匆匆忙忙不过图碎银几两”,Drincool,322065,2109841,21362,155877,2748,20988,112,824,274,1624,知识,野生技能协会
如果当时乖乖地和他牵手给他当情妇，或许我还能苟延残喘地活下去。至少不用知道被剜眼珠子有多痛。,大白漫说,321406,514845,2127,3177,17217,27904,3,6,494,721,国创,国产原创相关
【正式服前瞻更新】：孙悟空宫本增强，李白调整，花木兰东皇削弱，猴哥可以跳队友啦,大盗游戏,320694,362472,18493,20113,1634,1723,753,1088,187,213,游戏,电子竞技
现在我满脑袋就这一句话,糖心妹妹来啦,320061,1327003,17873,67250,2542,10903,225,953,176,644,影视,短片
“喂 干嘛说一些奇怪的台词啊”,这不是真的丷,318931,452486,37403,52088,8557,11214,211,312,1239,1414,动画,综合
永远不要高估人性,奥特慢热,317698,470348,33469,45525,5184,6433,680,1076,1056,1341,生活,日常
10000斤藕能出多少藕粉？耗时7天终于完成，仔细一算，亏大了,山药视频,317671,393657,12564,19486,615,909,425,711,6723,10213,美食,田园美食
小心我把你做成手撕鬼子干,120斤的两头猪,316724,416404,35903,46041,2949,3487,145,285,1240,2153,生活,搞笑
【新卡速递】百无一用！猎人橙武！感觉不如蜡烛弓！,痞大菠萝派,316265,316265,10699,10699,631,631,648,648,902,902,游戏,桌游棋牌
英国人第一次吃东北烧烤，直呼过瘾,小马逛吃,315860,315860,26932,26932,1545,1545,617,617,6883,6883,美食,美食测评
带大家看一下第一视角取油，找一下儿时的记忆！,川渝火锅底料工厂老杨,315719,352952,1628,1778,99,114,141,164,0,31,美食,美食制作
漫威禁地「癌变宇宙」有多恐怖，吞星头颅被做成引擎，灭霸纯爱拯救全宇宙,努力的Lorre,313100,313100,32129,32129,2881,2881,493,493,4458,4458,,
值得了！沙特多所大学为方便看球推迟考试，球队最终2:1战胜夺冠热门阿根廷,中国日报网,312166,399544,23112,25226,526,682,355,677,29,43,资讯,环球
挑战回家比狗热情，笑死，根本比不过,锤子啊二条,311640,311640,19907,19907,1036,1036,502,502,5917,5917,动物圈,汪星人
怎样在最短时间过桥？这道题你会吗？益智动画《过桥》,小钧讲电影,311578,809545,367,1172,3813,11264,0,1,76,209,动画,综合
我一句话就让他们都来参加我的“婚礼”了,我是李雪琴啊,311139,386370,24403,28650,766,901,29,131,82,229,娱乐,综艺
光之国最想删掉的视频片段【阅片无数Ⅱ 68】,凉风Kaze,310828,310828,41255,41255,3241,3241,578,578,4226,4226,影视,影视杂谈
[菊草TOON] 被兽人奴隶抓住之前的贵族,JJALTOON,310574,570079,19316,40862,7197,14334,283,853,4823,10991,动画,短片·手书·配音
人工智能？人工智障？,马克的致郁动画,310499,532010,6423,13554,345,616,39,77,20,44,生活,搞笑
时隔13年！《阿凡达2》中国定档预告，内地12.16同步北美上映,乌鸦预告片,309948,309948,14168,14168,1375,1375,2624,2624,615,615,影视,预告·资讯
首次回应！网传“圆通之子”是真的吗？500w粉能女装吗？,影视飓风,309467,1741505,21164,156211,2625,20841,428,3926,10513,83400,生活,日常
“动物迷惑行为大赏”（103）  “致郁不开心！”,动物治愈小队,309327,309327,10834,10834,544,544,43,43,60,60,动物圈,动物综合
大海无量，好好玩啊，这个迷你船锚，你知道他是干嘛用的吗？,全球不知道,309133,1789257,4371,20632,294,1421,25,272,37,229,生活,手工
佛祖一觉醒来掉到了榜二,邪神_Karasu_,308081,630732,13173,30665,1528,2936,177,613,294,635,游戏,电子竞技
地上足球：阿根廷输了梅西没输？最大伪强队和伪球王的双向奔赴！,琪琪大王123,307526,307526,32747,32747,7634,7634,5249,5249,40701,40701,,
我的世界方块轩搞笑动画之穿越一千年后,方块轩呀,306407,747539,3269,9256,3474,8930,18,68,96,262,游戏,单机游戏
折磨野怪教学：无伤刷野！让野怪a不出来！,,305908,305908,22622,22622,1020,1020,402,402,251,251,游戏,电子竞技
现场看球还发包？土豪国究竟有多豪？,,305222,974401,14963,55751,364,1280,199,1148,675,2468,,
我从“绿茶”身上，学到了5个让人好感度up的话术！,_源姨_,305013,381456,11457,17707,11792,15594,428,706,4452,6209,知识,社科·法律·心理
冲爆! Steam秋促10款游戏推荐! 《荒野大镖客2》终于新史低!《战地5》仅1折! 《战地1和5》捆绑包仅0.9折! 《勇敢的哈克》新史低!,STEAM特惠资讯,304184,304184,6144,6144,1595,1595,1837,1837,795,795,游戏,单机游戏
史上最贵世界杯，卡塔尔钱都花在哪了？为什么要花这么多钱？,小Lin说,302129,660714,9478,29781,971,3560,253,923,2916,8518,知识,财经商业
【医学博士】酸奶助消化，误导了我们几十年... I 酸奶挑选攻略,兔叭咯,302076,686343,18761,59983,3636,11322,402,1361,6769,17361,知识,科学科普
马上就能吃到新鲜黄瓜啦！,刘惟与,301213,2470881,1165,19889,2558,20464,11,258,156,1463,生活,日常
离谱！偷偷花一万多给男友买了4090…他看到居然想退货？,盖里老哥,301158,682681,16709,56131,650,2802,217,1195,3168,11487,生活,搞笑
以后没钱了就来顶顶,刀刀的新家,300945,1281346,16970,74137,1472,6800,101,725,218,1006,生活,家居房产
【汤姆老师】蔡徐坤整容？这还能有争议？,汤姆的混乱空间,300891,577938,30603,63241,1554,3216,647,1696,3215,7697,娱乐,娱乐杂谈
特哥我嚼碎了喂给你吃,小海锤石,300790,300790,30342,30342,746,746,394,394,737,737,游戏,电子竞技
【欲望国度】美国又添新国粹——舔蟾蜍吸毒,不正经老丝,300739,538675,13726,31509,1026,2464,351,899,355,876,知识,人文历史
小 恶 魔 盆 骨 摇 胯 舞 哦 ！【Up&Down】,雨乃哟,299181,459826,15463,27276,14627,30319,56,214,4996,8331,舞蹈,明星舞蹈
盘口的设计已经是纳什均衡了懂吗？无论你怎么研究都是白费劲！,,299023,621149,21550,55787,2104,4947,620,1732,1299,3445,,
定档！《阿凡达：水之道》中国12月16日上映,,295851,295851,20956,20956,1186,1186,956,956,1038,1038,资讯,热点
从长大到去世只需要1.1秒的全自动烤猪机...,江鸽北主任,293215,617309,26184,57024,4200,8346,147,365,397,701,游戏,单机游戏
(G)I-DLE微醺版Nxde 嫉妒在场的每个人！,pcyxjy,292916,415524,39817,54380,11372,15814,372,898,1212,1853,娱乐,明星
世界杯沙特2:1爆冷击败阿根廷后，沙特全国放假一天,,291644,291644,22164,22164,426,426,965,965,178,178,资讯,环球
【南天门计划】“本片内容，纯属科幻。”,共青团中央,291528,824323,29345,85531,3585,9279,1223,4419,2170,6170,动画,综合
NMIXX新曲Funky Glitter Christmas MV公开,,290907,389832,22477,32661,6094,8376,1781,3831,2495,3630,音乐,MV
15平米，家具摆放全靠想象力，岛国奇幻建筑纸片屋，进去瞅瞅,大阪春日侃房,289584,731513,9547,19397,476,1171,125,467,61,126,生活,家居房产
当你在校运会上唱起《孤勇者》并跳起了《爱你》| 南科大2022校运会开幕式力量举社表演,大勒個熊,289388,9030586,16317,715677,2556,86144,111,4698,2725,118195,时尚,健身
一米九肌肉男，但其实是小白兔,老少女阿珂,288874,288874,32140,32140,687,687,1309,1309,2397,2397,生活,日常
德国vs日本，德国队全员抗议国际足联不让佩戴彩虹臂章,,288739,288739,13597,13597,239,239,1486,1486,203,203,资讯,环球
你个小路必,田花花,288178,382426,45576,58596,1877,2301,181,378,858,1384,动物圈,汪星人
法国4-1澳大利亚！大吉鲁梅开二度，姆巴佩传射建功，法国打破卫冕冠军魔咒！,,286743,286743,8937,8937,277,277,517,517,532,532,,
【神奇宝贝】踏入精灵世界！成为宝可梦大师！#1我的世界,一个小立丶,286123,454410,1220,3533,9344,16309,4,61,408,916,游戏,单机游戏
还原《满汉全席》鬼脚七的脆皮干炒牛河！猝不及防的翻车！,猪皮食堂,285087,2836151,8355,112572,636,6751,48,646,269,3486,美食,美食制作
领导想不起来的那些事，你真的要提醒他。,圆脸颖入职记,285050,3636676,30245,396599,3516,35459,136,1818,1797,15957,生活,搞笑
沙特门将当选全场最佳球员，而他的预估身价只有70万欧,大象新闻,284911,284911,8615,8615,377,377,668,668,33,33,,
捡到一本荣誉证书竟然写的是我的名字,疆域阿力木,284535,284535,52874,52874,619,619,547,547,1554,1554,,
从机场到球场都有小礼物！还挺有心呢,,283704,560865,36501,73634,1151,2000,155,587,255,729,,
舍友的行为习惯，是时候好好培养培养了,,282662,1285539,26671,137916,1514,7292,45,655,952,7087,生活,搞笑
PDD：我和大司马早结冰了！什么D人！大司马直接发微信质问,PDD在B站,282413,690432,3649,9255,287,758,141,450,1023,2954,游戏,网络游戏
红警007变成山大王了！那熟悉的魔鬼又来陪她耍耍了！,红警HBK08,282149,282149,21132,21132,834,834,755,755,3993,3993,游戏,单机游戏
被封印在轮椅上的物理天才，揭秘霍金传奇人生的故事（二）,皮辑,280811,326771,16331,18846,785,856,132,172,63,67,影视,影视杂谈
以后接机油再也不烫手了,汽修老板必读,280316,2509756,4030,38663,130,1098,18,392,68,337,汽车,汽车生活
这玩意外面不得卖个8块8？,Tiger西西,279770,1603468,26023,204822,1494,8559,203,1876,1067,9630,美食,美食制作
汪小菲瓜一次性吃全，保证全网讲的最明白,爱吃榴莲的小吴同学,278099,278099,14043,14043,1458,1458,1112,1112,1419,1419,娱乐,明星
恋爱久了，越来越累。你们是否是迎合投射性认同模式？,心理满,276908,856125,5881,18048,3604,10321,283,1355,1511,4654,知识,社科·法律·心理
当兄弟发现我的妹妹是个大美女！且正要相亲！他会是什么反应！,骚拳超人,275527,275527,20045,20045,1256,1256,409,409,6062,6062,生活,搞笑
