视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
1步1步1步1步，用一种很新的方式打开生活,哔哩哔哩广告娘,1880822,2509515,15322,62044,6364,10027,208,1056,1524,4345,生活,日常
《原神》角色演示-「莱依拉：遥熠星轨」,原神,1803407,1803407,179995,179995,19877,19877,6646,6646,30688,30688,游戏,手机游戏
不怕神一样的对手 就怕猪一样的队友,小小先生混剪,1487418,1929793,123869,148502,10031,11852,234,288,1393,1733,影视,影视剪辑
上海精神病院实拍，他们说最好的朋友是外星人，有病人谈了3个男友,见世君,1399454,1481390,68793,71797,20105,21044,3688,4331,7640,8000,知识,人文历史
开一家殡葬店真的赚钱吗？我实地呆上一周给你答案！,敬汉卿,1300088,1300088,135033,135033,12493,12493,3479,3479,73540,73540,,
但如果这颜料条拔不出来，估计很多人会难受一整天,全球不知道,1260471,4203437,40603,111765,3542,10246,212,659,325,852,生活,手工
《宿命回响：弦上的叹息》 12月2日开演首测招募PV - 音乐仍在继续,宿命回响,1118859,1118859,20755,20755,2469,2469,378,378,2109,2109,游戏,手机游戏
这我真的服了！！太犇了！！！,灵鹿麟,1087778,7903169,12793,138274,8684,78767,-16,78,961,7097,时尚,美妆
前世救下的小蛇万年后的再见今世如今已是绝世妖帝,半岛动漫,1041220,1278733,2053,2641,10883,14094,2,8,248,303,国创,国产原创相关
难以置信的一天，我在外网文化输出了！！,我是鹿溟山,1032769,1235506,214678,254851,14331,16024,1464,2060,9359,11019,生活,绘画
英文歌曲 BGM～,我的世界晚落,986238,1172365,15835,23238,122037,158775,9,73,5229,6315,音乐,音乐综合
第2集||爷爷很爱我，从小让我睡棺材。#棺材人生,乌书,985471,1608045,1829,2813,12333,19530,0,7,378,499,国创,国产原创相关
大席菜现场制作麻辣鱼，麻辣鲜香，鱼肉鲜嫩,大锤爱逛吃,979075,1067602,20190,22013,662,721,631,723,203,224,美食,美食侦探
这是一条不能燃的视频,人民日报,969267,1652739,174613,304243,17447,27669,342,760,32737,49638,资讯,热点
《百面千相》首曝PV——千相阅尽，方知众生百面,百面千相,943367,2042906,51476,118543,11065,27523,4210,16660,12522,38839,游戏,手机游戏
恶霸室友看起来生人勿进，没想到大家有点太客气了,开心锤锤,931740,1123682,301,4583,29,618,0,35,34,158,动画,综合
19岁跨性别者在美国小姐预赛中夺冠,环球网,925046,1173204,41104,53232,3402,4627,6586,9860,703,960,资讯,热点
据说冰块里加棉花将无法被砸碎，就算是60斤的大铁锤前来挑战，也打不开！,爱折腾爱发明,883967,1469908,64859,95073,3626,4990,1013,1648,1197,1809,生活,日常
眼“色”游戏 （9）,小潮院长,874526,3875948,38081,377035,21796,98612,259,6882,16812,182036,生活,搞笑
随机挑战！100多一碗的番茄炒蛋长啥样？,一只黑Q,844714,919552,1182,3826,4698,5056,7,99,142,366,美食,美食记录
这就是倪奥的秘密！,iQOO手机,844590,1084062,3574,5126,294,364,59,180,147,199,科技,数码
第一次见现实开挂的！,项真爽,839123,1153209,96693,138543,6183,7617,388,705,1218,2173,生活,搞笑
当你跟对象吵架后……等对方道歉时,牛奶是只猫-,798521,836482,24685,26968,2361,2507,236,286,334,362,动物圈,喵星人
啊？亚裔“男性”获得“美国小姐”选美冠军？,波士顿圆脸,786208,786208,57919,57919,3948,3948,5949,5949,4926,4926,资讯,环球
同学裸聊被骗 差点我就收到同学的裸聊视频了！,落九川,782829,782829,36672,36672,2289,2289,2291,2291,3021,3021,生活,日常
一只正经海龟，下了一堆不太正经的蛋！,为一放映室,781020,1024042,86977,103750,7608,9020,648,1041,1206,1683,动物圈,野生动物
华农兄弟：摘点脐橙给兄弟，顺便学两道菜，省得兄弟老摇头,华农兄弟,767957,767957,69095,69095,3026,3026,1744,1744,15451,15451,美食,田园美食
看看国企食堂都吃些啥,只想恰饭的打工人,751091,2367286,14822,47613,593,1767,218,658,228,607,美食,美食记录
好心酸啊！有人随便就大满贯的奖却是一个普通演员摸爬滚打四十年才换来的……,我跟白敬亭私奔了,730899,891548,68970,83544,6287,7727,1102,1596,6400,7752,影视,影视剪辑
美国瘾君子用舔蟾蜍替代吸毒 并创办“聚众舔蟾蜍”组织 参与者须缴费250至8500美元  美媒：该种类蟾蜍数量已崩溃,华商报,714770,886414,39339,50248,3134,4194,1165,2009,349,409,资讯,环球
《永劫无间》 | 全新武器「棍」实机演示,永劫无间官方,714461,714461,22670,22670,1341,1341,2490,2490,2354,2354,游戏,网络游戏
从木头里取出一个小可爱，看着他慢慢长大～,非手工,698383,835139,119575,143151,15334,18795,648,897,14154,17425,生活,手工
【10月】路人超能100 III 06 【独家正版】,哔哩哔哩番剧,696498,2367706,7269,53238,58,141,659,5853,5815,35885,番剧,连载动画
“要不是监控拍下根本没人知道”,秃马君,681177,2373873,4416,51951,6917,29621,32,418,538,3342,生活,搞笑
