视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
我真的吓呆了！！！,爱护肤の小何同学,1642666,2870160,3996,31344,3543,14772,6,78,492,978,时尚,美妆
我的世界VS迷你世界 终审判决,籽岷,1505792,1903833,126163,173519,24112,30268,6600,9950,36965,48752,游戏,单机游戏
江泽民同志在上海逝世 享年96岁,央视新闻,1196848,4292744,0,0,23136,57038,-2,101,162470,384136,资讯,热点
【卢克文工作室】涉及全国的核酸机构成为敛财工具，张姗姗背后的人究竟是谁？,卢克文工作室,1174593,4128149,85652,287228,12778,50128,58,1696,28681,128742,资讯,热点
裁判奶奶:我恨你，但是你能给我一只小猫吗？,关贤惠的动物园,1160542,1260163,83576,89205,6504,6945,435,511,927,999,动物圈,喵星人
林家有女初长成  力拔山兮气盖世,推背兔の,1146196,1957979,177834,251913,33946,50348,1138,2682,36175,64983,鬼畜,鬼畜剧场
关于我连夜去上海找甲方要92万片卫生巾这件事,侯翠翠,831435,4770372,114271,819497,8793,55895,975,7783,189917,1338148,生活,日常
和珅·后半生：清白三十年，最后因何堕落？【乾隆往事】,正直讲史-李正Str,797437,797437,66767,66767,13042,13042,2533,2533,64221,64221,知识,人文历史
【狗科普合集】为什么狗听到“啧啧声”就会过来？,这知识好冷,788783,2014018,76,47311,262,5661,-1,1383,51,730,知识,科学科普
舍友的行为素质，岂是一朝一夕能改变过来的,三哈兄弟-沙雕日常,726597,983951,76960,107053,3792,4870,210,487,3543,5969,生活,搞笑
【10月】JOJO的奇妙冒险 石之海 25【独家正版】 ,哔哩哔哩番剧,715617,715617,13850,13850,42,42,2468,2468,7123,7123,番剧,连载动画
湖南：街道工作人员入户殴打市民 宝宝上前抱住爸爸,四川观察,698957,1456730,73003,131373,5260,11387,464,3574,12910,28134,资讯,社会
100美元轻松收入囊中，挑战C罗2.7米1000美元有希望吗？,老弟环游记,683089,715560,37901,42374,1192,1303,254,536,589,972,生活,日常
机械设计原理,北方机械师,674608,2497345,50938,190772,9525,32134,691,3217,4507,12675,科技,工业·工程·机械
粉丝宝宝们艾特我拍这个 来啦！拍完更爱自己了！,李如儒也是李蠕蠕,663462,853424,82228,114497,4623,5834,139,418,2168,3728,时尚,服饰
《水果社交》,周大爷不服老,650520,2726509,73957,367094,6830,30634,106,672,1647,6689,生活,日常
“中国茶”申遗成功 | 完整版非遗申报片来了！,央视频,641458,664176,35885,41396,7970,8525,2630,2896,7608,8097,资讯,综合
吴亦凡在中国坐牢13年已经算幸运的了！哎 希望出来可以有机会改过自新吧,李三金Alex,639244,3537046,52636,338949,4045,23577,654,4241,821,4074,知识,社科·法律·心理
《人性审判》,乌书,639176,798714,2813,3752,14960,20647,3,10,822,1009,生活,手工
媒体：李铁已供出3名前中国男足国脚,红星视频,635365,635365,13897,13897,790,790,434,434,93,93,资讯,热点
怒花2000元买台烤鸭机，只为做只最棒的鸭！,唐尼是个der,634932,867718,5708,28260,4903,5773,15,299,346,1455,美食,美食制作
从小接受了三观这么正的动画熏陶，我们又怎么能长歪,wrizedm,629410,745685,38006,45791,9016,10804,1613,2124,7225,8356,动画,综合
【10月】路人超能100 III 09 【独家正版】,,612249,612249,7451,7451,32,32,1195,1195,2945,2945,番剧,连载动画
本王做好事 从来不留名,王七叶-,599731,1274190,49573,124625,3036,5610,505,1778,676,1878,生活,搞笑
此时此刻一位靓女失去了对足球的热爱…,张若宇,598048,598048,69380,69380,2111,2111,319,319,1796,1796,生活,搞笑
陈楚生、苏醒、王栎鑫、俞灏明、张远梦幻合体，唱响你我《梦幻人生》！,网易梦幻西游手游,594883,877621,19365,34937,5358,12948,528,1352,8008,22355,音乐,原创音乐
把名梗图让AI绘画三次后你还猜得出吗？,打嗝鸡ovo,587979,2870286,27934,199051,6238,26345,151,1271,973,4612,生活,搞笑
【逗鱼时刻】第380期 爽到就行了，这把算我赢！,天天卡牌,573187,573187,35755,35755,2454,2454,730,730,10876,10876,游戏,桌游棋牌
【都市传说】不利于团结的话不要说、,艺能人金广发,566736,1955260,26299,100203,7837,27800,276,1084,11368,48388,生活,搞笑
萝卜流星锤,Tiger西西,562680,713121,47757,68112,1554,2066,264,655,392,856,美食,美食制作
这款史上最硬核的游戏终于上架Steam了！！【12月独立游戏红黑榜】,独立游戏蜥蜴君,558469,558469,23173,23173,7337,7337,612,612,8081,8081,游戏,单机游戏
给我家憨憨讲个故事，悄悄给她准备给惊喜！,玩具达人-安妮,557962,1339182,13247,27053,4164,9716,99,247,469,1197,生活,日常
【纪录片】未来漫游指南 03 成为超级文明,哔哩哔哩纪录片,554282,704522,1321,3394,41,42,253,493,402,735,纪录片,科学·探索·自然
【完整字幕】安理会举行仪式 向中国前国家主席江泽民去世默哀,徐德智的B站秀,553067,553067,0,0,3736,3736,110,110,5382,5382,生活,日常
人信：这是我离单杀吕布最近的一次,尴尬的铁根er,538517,538517,0,,0,,731,731,0,,游戏,手机游戏
【不灭巨剑】一口气看完，揭露H国黑暗面！,香橙说漫,536818,786895,1373,3074,9526,18526,0,28,381,630,国创,国产原创相关
备孕还没成功，已经有一种初为人母的感觉了！,若驰夫妇的日常,532973,635269,21081,28177,554,672,28,100,101,149,生活,搞笑
一个人，引爆震颤人类的世纪之战！,狂阿弥_,530623,1031088,37232,83491,15200,32977,459,1977,41987,92315,影视,影视杂谈
生活小妙招,八云兔不秃,521188,2515526,52203,274343,4811,23445,561,3914,3056,16013,生活,搞笑
【抽奖预告】总价值8.5万！！送你一整个超级电竞房！130W粉丝福利！,大狸子切切里,518073,1106850,19621,61716,6573,18623,2004,6181,19845,59348,科技,数码
大结局封神!求婚十连吻杀疯了!!!领证生娃!走马灯直接爆哭！！原来真爱不仅没有距离还能跨越生死！骑士会永远守护国王！命韵峋环鲨疯了！｜点燃我温暖你｜陈飞宇张婧仪,EndingKJY,516458,516458,31067,31067,15304,15304,1462,1462,11346,11346,娱乐,粉丝创作
一口气看完网剧《唐人街探案》林默代替师傅唐仁破解谜题,胡说探影,511616,1553943,935,2369,5060,13833,2,17,211,471,影视,影视杂谈
江泽民同志遗体由专机敬移北京 习近平等党和国家领导同志到机场迎灵,,503522,503522,0,0,3110,3110,224,224,7737,7737,资讯,热点
我社死了！上网课用夹子音吸猫发现没关麦！！！！,伦敦不是胖墩,501650,2423360,63573,311266,6223,27577,697,4607,1887,9206,动物圈,喵星人
放大一万倍-燃烧的树脂,小茉莉de春天,501259,2032804,9708,30312,741,2234,32,182,33,153,知识,科学科普
被“污名化”的海外防疫,EverEstate,500394,500394,19569,19569,7113,7113,0,0,10834,10834,知识,财经商业
顶级吃货20分钟吃光，一座海拔五十多米，重达几十吨的果冻大山,无幻漫剪,484385,1283807,557,1859,2167,5438,2,9,78,165,动画,
【已使用2年】在12月减掉20斤，你也可以|大体重友好|走走而已⑧,叶的冒险,480511,646735,23198,32598,64385,92218,730,1104,19097,27500,时尚,健身
750的自助还能吃回本？进店发现我的想象力还是不够【凭啥这么贵45-京彩臻品火锅】,王师傅和小毛毛,470582,1840020,34040,186953,2603,15882,416,3307,18239,104240,美食,美食侦探
媒体：李铁已供出3人,环球网,470194,470194,25744,25744,632,632,120,120,261,261,,
逐梦新程丨创造山乡巨变的人间奇迹,精彩短视频礼赞新中国,466691,1302960,3123,16475,583,1935,113,711,431,1822,资讯,社会
前国足主帅被抓，中国足球推倒重来！,秃头小超哥,463234,612525,20688,26934,2400,3127,398,485,7248,9132,知识,社科·法律·心理
我的猫竟然变成人了？！还是个可爱猫娘～,海藻爱麻麻,460418,492723,37719,42526,1810,1896,54,108,197,295,动物圈,喵星人
看人先看牙，一黄毁所有,深情杭仔,458917,3036090,6826,34507,3428,16338,-15,55,237,1589,时尚,美妆
《原神》新玩法预告PV：「来一局七圣召唤吧！」,原神,454590,2568179,23778,235820,2829,25203,2080,17497,5457,56877,游戏,手机游戏
6000多个人，在同一天拍下了这个故事！,影视飓风,452910,855578,44439,103855,13964,29917,819,2618,30496,73828,生活,日常
这样的比赛配上这样的解说，真的爱死足球了！,荒草音乐,445880,951107,23326,46790,10485,21122,341,913,6798,13058,,
网络热门“智熄”视频鉴定 ?,三无公社,445050,445050,50950,50950,2451,2451,914,914,13194,13194,生活,日常
钱都拿去做CG！如今的国产游戏还有救吗？,卡子哥Game,443217,485084,23000,24700,1247,1377,303,359,201,223,游戏,单机游戏
【水果猎人】讲水果为什么一定要用拉丁学名？,杨晓洋的水果世界,440692,440692,69295,69295,3334,3334,2251,2251,22525,22525,知识,科学科普
下课的十分钟，我的头都要炸了,教语文的周老师dy,438991,988601,52047,88769,3776,6639,414,996,1073,2294,生活,日常
北京天安门下半旗志哀,共青团中央,438220,438220,0,0,3175,3175,5,5,8223,8223,资讯,热点
