视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
悲剧！一球迷在阿根廷输球后猝死，其家中还有3个孩子,,408267,408267,28772,28772,840,840,965,965,79,79,资讯,环球
可是..谁说站在光里的才算英雄啊,他叫阿园,405227,420090,59559,62697,4530,4692,512,568,7125,7669,,
马拉松比赛意外闯入一只鸭子，没想到突破终点后，意外获得了奖牌,缘来爱动物,405181,1395465,796,4606,7970,24046,-1,52,224,840,动物圈,大熊猫
球场冷气太强，史诗级大冷门被我遇到了！,玲子reiko-,403999,754495,47251,90386,1774,3060,227,822,574,1473,,
（路见不平三部曲）三  有其子必有其父,星有野,403768,1836461,37719,187758,3232,14071,347,2540,2248,15536,动画,短片·手书·配音
终于吃到了有牛肉的红烧牛肉面！一开始20一份？最后这才20？,美式不加糖K,402414,846414,8639,16585,328,738,340,785,96,214,美食,美食侦探
心之钢头号克星！场均100000伤害！反钢批联盟！【有点骚东西迷你版】,,395762,395762,31911,31911,1916,1916,1336,1336,5355,5355,游戏,电子竞技
毛肚本来的样子。这是一顿有味道的火锅！！,孤独美食咖,395295,2433018,18472,127134,1203,6274,120,974,556,3407,美食,田园美食
敢叫B站换新天,Zhan丨,393278,393278,42436,42436,1855,1855,867,867,6919,6919,生活,搞笑
原来网上对它们的传言都是真的？！都说它...,了不起的八万二饼,389745,389745,48935,48935,2243,2243,864,864,8909,8909,美食,美食记录
这玩意儿也能吃？注意看！小伙买下整条鳄鱼用来烤，究竟啥滋味？,哇塞几张,386021,386021,34753,34753,2078,2078,494,494,11823,11823,美食,美食侦探
吵架是从打原神开始的,卑鄙的老曹,385790,385790,37577,37577,1554,1554,1120,1120,5201,5201,生活,日常
为了揭开学校网红奶茶店员口罩下的面目，还撕烂一件衣服,良田田田,383337,1308757,37706,135189,2937,8861,123,679,914,3070,影视,短片
媳妇毒奶阿根廷 结果赔我个4090,地位极高硬气鑫,380923,892934,28646,76214,629,1473,211,1117,699,2549,影视,短片
日本逆转战胜德国。最高。,,380450,380450,24984,24984,1344,1344,2798,2798,4397,4397,,
一男子疑世界杯赌球跳楼身亡，女子跪地痛哭，警方：原因暂不明确,star星视频,380031,558978,3719,5955,745,1292,2251,3764,98,152,资讯,社会
1-15送死流心之钢疯狂折磨，死一次100块，心之钢叠200，爆破直接秒杀门牙塔！,,379944,379944,10047,10047,380,380,282,282,944,944,游戏,电子竞技
我妈是懂秋游的,小叮当的一家,373142,793041,40315,99615,1089,2167,78,317,539,1735,生活,搞笑
“八十年前的话，现在听起来多么讽刺”,wrizedm,370765,1199480,26170,93927,14904,49066,136,556,6087,19531,影视,影视剪辑
十年前被骂惨，它们真的是烂剧吗？,三代鹿人,369642,1299059,23765,112878,2104,8563,896,4426,5929,24213,影视,影视杂谈
《那个我未曾上手 但却无比熟悉的游戏》,凳子凳子_,365069,1970041,39620,193002,2809,11485,407,2483,383,1403,生活,搞笑
地上足球：阿根廷输了梅西没输？最大伪强队和伪球王的双向奔赴！,琪琪大王123,363816,671342,13368,46115,3709,11343,1518,6767,12710,53411,,
建议严查祖上三代,柏喑,363189,3976414,9786,137912,3834,45077,128,1856,980,8786,生活,搞笑
柯洁直播秀出自己的华为promax 这下小黑子没话说了吧？,游戏BBQ,361923,361923,4906,4906,561,561,1219,1219,73,73,游戏,电子竞技
《巫师3：狂猎》完全版 | 次世代更新预告片,CD_PROJEKT_RED,359166,359166,13037,13037,1665,1665,2614,2614,2671,2671,游戏,单机游戏
蚌埠住了...哪个鬼才教你这么二创的？！,MJ小林大人嗷,355732,2872588,12446,184590,19293,68693,56,1240,5758,89299,影视,影视剪辑
中非混血儿有多难？混血女孩讲述18年来的各种辛酸遭遇,小钟Johnny,355029,355029,21022,21022,1814,1814,3062,3062,7030,7030,,
【赝波行动轮换图】每日8级 摆完挂机 简单好抄（持续更新中，更新至11.24盐风溶洞8）,萧然Q,354539,3697033,2730,58498,433,17873,98,1527,2737,49795,游戏,手机游戏
【拙见】18：哪有什么为爱冲锋，不过被谣言共情后变成了小丑,小见见Zz,352270,352270,18738,18738,2687,2687,1815,1815,3787,3787,生活,搞笑
这么可爱的坤坤壁纸是怎么做的？,谣言鉴货,350414,1063638,19936,77278,2870,9681,90,344,257,707,生活,日常
华农兄弟：刚做完狗窝，隔天就下了6只崽，给它搞点好吃的,华农兄弟,349006,349006,33399,33399,963,963,528,528,3444,3444,生活,日常
俄罗斯派对的片段,你的俄罗斯好朋友诺娜,345159,845910,42338,125388,14955,43283,152,511,2812,7656,生活,日常
【小雅】末日丧尸美剧《行尸走肉》最终季大结局，灵魂人物回归，注定行尸的故事仍将继续！,电影迷小雅,344867,747756,8189,23090,2024,5313,730,1966,2832,9238,影视,影视杂谈
挑战回家比狗热情，笑死，根本比不过,锤子啊二条,343809,655449,17183,37090,1380,2416,277,779,4429,10346,动物圈,汪星人
飞行学院大一新生练习“一摆过杠”，网友:光是看着已经晕了,直播日照,342279,342279,1703,1703,92,92,102,102,22,22,资讯,社会
校园暗恋时的尴尬(太太太太真实了),萧枭同学,341696,431741,13040,24162,701,1354,36,167,133,348,生活,搞笑
【原神】3.3前瞻直播引热议！散兵顶着世界杯上了热搜！3.3卡池公布！300原石兑换码记得领！,自由大野猪,340207,340207,20890,20890,1297,1297,779,779,2754,2754,游戏,手机游戏
【短的发布会】超越想象懂的都懂？vivo X90实力质变拉满牌面亮相世界杯！,短的发布会,336641,482026,8711,22006,305,826,318,998,494,1208,科技,数码
「显威笔记」1,,335810,1856243,840,5579,5909,40419,1,5,201,1161,美食,美食制作
我的天……完全理解只有她能演尹夏沫了！！,荔枝力力,332587,689477,12490,30860,753,1947,51,154,112,220,娱乐,粉丝创作
【原神】无相交响诗·离调乐段 活动攻略/活动攻略/原神3.2/无相之冰/无相之火/无相之水/无相之草,你的影月月,332044,332044,19216,19216,1984,1984,2297,2297,2191,2191,游戏,手机游戏
"《黑豹》导演被误认为""抢银行""，司机在银行门口一脸问号???",飞天喵大叔,331651,368400,3301,3684,542,621,808,929,126,147,生活,日常
男生：眼睛被一股不可抗拒的力量吸引了,JOJO软件,331150,331150,3828,3828,731,731,241,241,155,155,生活,搞笑
西班牙7-0哥斯达黎加！目前本届世界杯最悬殊胜利！盘点世界杯历史惨案比分，德国贡献两场！,,330266,330266,9431,9431,416,416,966,966,574,574,,
挑战：一块钱吃饱一整天！,小意实验室,329896,822657,53,147,585,1611,0,3,3,15,美食,美食记录
《动物迷惑行为大赏131》,龙馍馍,329841,1260134,38466,88141,5128,12673,57,386,923,5490,动物圈,大熊猫
热搜上不忍直视的“黑桃A”事件：网红审美，还要祸害多少人？,小椰子专栏,329463,1453283,18233,62109,2399,8672,1036,5440,2710,11619,知识,社科·法律·心理
延吉.震海贝烤贝 厨子探店?1？19,,327656,1169114,26387,100306,948,3864,171,1065,572,2626,美食,美食侦探
挖槽，飞来横祸，妹子太惨了,警示君,325865,325865,12521,12521,1589,1589,382,382,243,243,汽车,汽车生活
试吃会发电的鳐鱼，用酸菜豆腐炖一锅，大半夜的又吃撑了,小文哥吃吃吃,324716,324716,27472,27472,1363,1363,502,502,2842,2842,美食,美食制作
捐赠日本侵华罪证的美国当铺老板 获中国回礼,凤凰新闻,323259,402898,19552,24312,1315,1765,671,1072,1253,1642,资讯,环球
外国被网友疯狂支配的花式劈柴小哥,以前也是个歌手,322712,322712,20453,20453,1711,1711,311,311,369,369,生活,搞笑
当你无欲无求时，就可以拿着枪为所欲为……,影片看看看看看看看看,319398,1144309,199,13321,1218,3461,0,176,15,173,影视,影视杂谈
影视07：包工头想逃出传销，不料一嘴难敌众口，在警察面前被抓走,史君观影,318993,589324,418,1155,1395,3957,-1,15,146,392,影视,影视杂谈
世界杯巡礼——日本！不惧豪强的亚洲第一！,足球记忆,318971,1022068,25133,70640,1509,4517,1073,4733,591,1515,,
将就吃 烤排骨,快乐烧烤屋屋长,317293,405239,28572,38364,844,1122,275,788,1364,2391,美食,美食记录
许嵩 你还我冠军！,碎嘴企鹅,315917,1228795,42685,173117,2430,9159,205,1722,1208,5694,生活,搞笑
男孩偷烧鸡被抓，摊主得知真相后倒贴钱,快点影视解说,315842,1663937,190,5675,975,4021,1,70,6,88,影视,影视杂谈
耍帅的尴尬瞬间,甜蜜老张,315295,315295,36263,36263,2078,2078,365,365,1544,1544,生活,搞笑
"18元实现“螺蛳粉”自由，小料自由!老板，再来亿碗!",小紧张的虫虫,313863,947815,15050,63843,502,3047,106,878,2236,8901,美食,美食侦探
当我妈参加婚礼不想给我做饭后,大家的养分,313061,451263,13242,21637,1052,1552,293,530,454,813,美食,美食制作
足球迷惑行为图鉴,人类行为图鉴V,311981,403625,39777,47363,6645,7545,166,256,736,1047,生活,搞笑
日本足球的胜利，让人反思中国足球的问题,储殷教授,311449,311449,18732,18732,5109,5109,3792,3792,13739,13739,,
2-1！日本逆转德国 亚洲球队再胜一场,央视新闻,311308,930757,10457,33733,435,1366,826,5394,240,965,,
被曼联官宣离队后，C罗成本届世界杯唯一自由球员，今晚0时迎首秀,大象新闻,310227,310227,3571,3571,281,281,926,926,25,25,,
人类靠什么，才能大规模走出地球？【奇怪的知识】,上将王司徒,309202,476305,33752,51199,2574,3770,311,894,765,2017,知识,科学科普
恋爱告急,百变杰哥,309171,945931,53683,145613,2762,6447,394,1252,3416,8359,舞蹈,明星舞蹈
教练:我承认刚刚说话声音有点大。,狗子の内心独白,309035,309035,10012,10012,255,255,81,81,36,36,,
是什么样的号让这位主播如此震惊？,呆喵奶盖,308885,507782,40293,55522,3444,4762,275,639,330,472,游戏,手机游戏
这一次，梅西能圆梦吗？,人民日报,307939,929177,36011,108599,2503,7295,111,1368,840,2817,,
【花小烙】为什么压力一大，你的身体就很容易出现各种问题？,画渣花小烙,307849,764120,25851,84096,3667,10076,763,3278,5616,17722,知识,科学科普
家人们相信科学！！,主持人yoyo酱,306593,306593,25275,25275,633,633,492,492,245,245,生活,搞笑
马可：这李信有问题呀！,尴尬的铁根er,305621,751725,15144,58290,360,1196,83,747,599,2202,游戏,手机游戏
【重返宇宙服】长老对你们做的事，我必将百倍奉还！,成功的甚捷,304291,581618,2359,20838,4149,6988,19,255,164,1007,游戏,电子竞技
法国人还恨德国人吗？ 法国要变成“黑人国家”？— 当法国UP第一次读评论,法兰西小欣欣,303030,446027,11704,20384,1393,2371,981,1995,2013,3896,知识,人文历史
羽毛球比赛之裁判判罚规则整理，希望对羽毛球爱好者有所帮助。,羽毛球爱好者_,302934,1038323,9366,41055,3871,12089,66,333,357,1132,运动,运动综合
【原神】这才是新时代的两大平民战神！ 养其一可安3.0！,馒头真君,302095,467182,23009,29730,3136,4648,333,482,139,202,游戏,手机游戏
内馅18层才算及格！摔扇子揪剂子掐桃子，这一口酥脆叫功夫~丨麻酱烧饼,老饭骨,301771,301771,25495,25495,5507,5507,798,798,10282,10282,美食,美食制作
【新卡速递】好家伙！这甲叠的也太快了！橙卡阿努布雷坎,痞大菠萝派,301433,301433,11264,11264,339,339,1226,1226,572,572,游戏,桌游棋牌
【半佛】想过当咖啡师吗？感受魔幻人生。,硬核的半佛仙人,300943,788354,16165,45500,1012,5119,278,2242,821,5124,知识,财经商业
网络一线牵 珍惜这孽缘！,派小轩,299716,806987,25281,75347,426,1438,84,566,823,3459,影视,短片
女孩出门玩当街被母亲掌掴脚踹，母亲：穿成这样像什么样子？,,299625,383913,9038,13781,795,1339,2835,4709,119,197,资讯,社会
“人生匆匆忙忙不过图碎银几两”,Drincool,298355,2408196,21942,177819,2749,23737,133,957,270,1894,知识,野生技能协会
亚洲球队再爆冷！2比1逆转德国队，日本球迷街头狂欢庆祝,青蜂侠-Bee,296517,296517,5490,5490,514,514,1493,1493,42,42,,
我管不住我的嘴#胡说八道 #精神状态,大莫莫cool,296291,2285463,24322,215576,2061,16994,97,933,206,1533,影视,短片
皇上：臣妾厉不厉害！！！,鲲局长,295863,1745242,24003,162339,2908,19749,124,980,858,6006,鬼畜,鬼畜剧场
隋卞一探 |某东上排名第一的预制菜VS和它价格相近的外卖，到底谁更好吃？,特厨隋卞,294052,294052,18944,18944,674,674,332,332,581,581,美食,美食侦探
越杀369：你3级就越我防御塔的啊？真的假的？啊！！,王氏上单,293985,730582,28746,69066,5740,13799,484,1167,15943,38720,游戏,电子竞技
97年日偶：那一剪子下去收视率直接飙到35%,十大影视菌,293852,369249,10900,12569,1487,1880,79,112,92,116,影视,影视剪辑
集齐全部苦情于一体的虐恋神剧《完美新娘》！哑巴新娘升级版~~,虫哥说电影,293498,293498,20981,20981,1657,1657,713,713,4204,4204,影视,影视杂谈
【10月】间谍过家家 17,哔哩哔哩番剧,292676,4684943,2086,56182,9,171,13,851,732,12258,番剧,连载动画
【独家】元龙 第三季 第3集 预告【10月国创】,哔哩哔哩国创,291742,291742,3072,3072,1,1,299,299,335,335,国创,资讯
网友扒出汪小菲早期生日宴视频，有点细思极恐啊,汇娱,291603,386108,3700,4927,442,657,522,756,102,146,娱乐,娱乐杂谈
【时长3小时】世界上最好听的50粤语歌曲，值得你单曲循环的50首宝藏粤语歌曲！,北流嘉措,291384,333111,14140,15827,34548,39133,1008,1209,12289,13359,音乐,音乐综合
“有些爱笨拙却也热烈”他撑一把破伞站在她面前，也给她一场屋里的鹅毛大雪,一未言青,290476,547499,34744,58528,6591,11612,315,708,3019,5493,影视,影视剪辑
