视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
我，30岁，靠吃妹妹软饭在B站爆火！！,张十七历险记,1998859,1998859,102133,102133,4373,4373,976,976,20597,20597,时尚,健身
每天一个告白小技巧,八云兔不秃,1998506,2499376,219615,267110,28110,32743,2592,4097,11818,16671,生活,搞笑
【10月】路人超能100 III 07 【独家正版】,哔哩哔哩番剧,1673572,1673572,27860,27860,56,56,1457,1457,7620,7620,番剧,连载动画
暴雪全家桶停服时间公布：网易已宣布游戏退款流程,泰莉亚子,1461127,1461127,14552,14552,1919,1919,2983,2983,396,396,游戏,网络游戏
【纪录片】未来漫游指南 01 第一次接触,哔哩哔哩纪录片,1382412,2060093,9595,18017,1419,2063,748,1664,3931,7092,纪录片,科学·探索·自然
熟练得让人心疼,巴拉克游戏君,1278032,1545777,1217,11558,6184,7322,0,19,85,142,生活,搞笑
看这种视频只会浪费你两分钟,落九川,1190683,1190683,53454,53454,6824,6824,3127,3127,6687,6687,生活,搞笑
“果然还是戴眼镜的最得劲！”,老浣熊灬,1091873,1566844,15334,21021,4042,5652,165,294,476,673,生活,搞笑
赵粤、李子璇、许诗茵舞台上新：2022共创之夜《美由你定》梦幻变装舞台,王者荣耀,1084114,1169616,47227,51988,4888,6089,1194,2135,1250,2882,音乐,音乐现场
网易官方回应：已准备游戏退款，有缘相逢的人会再次相逢,,1037611,1037611,7141,7141,613,613,2231,2231,164,164,游戏,网络游戏
2022骁龙峰会 | 首日主题演讲回放-中文同传,高通骁龙,952300,1434427,1839,3208,282,480,98,174,160,292,科技,数码
袁隆平作词，三代合唱团同台演唱《种子》，禾下乘凉梦终能实现,,906285,2246408,93020,235032,11709,27873,970,4143,14422,38876,音乐,音乐现场
《岳父的计谋》,饭饭情感故事,870150,1297096,43079,55681,1519,2077,280,627,334,466,生活,日常
我离开中国了...,星悦小美女PKU,864228,1071386,34616,50734,1833,2532,1308,1991,6365,9593,生活,日常
江西一高中生离开宿舍后失踪 抽干学校人工湖和化粪池也没找到,四川观察,846392,1171623,34903,47727,2881,4440,4999,7674,533,891,资讯,社会
二男一女在酒店吸毒致幻后各种迷惑行为拉满的结局,阿特警官,826961,826961,49159,49159,2437,2437,1916,1916,2154,2154,资讯,社会
吸血鬼原来不是传说,美国国家地理_NatGeo,823509,1112087,33144,41742,4097,5205,361,627,236,297,知识,科学科普
儿子两岁半了，越看越不对劲,从众排行,815260,1332500,30432,52960,3032,4746,715,1353,1140,1693,生活,搞笑
"（路见不平三部曲）二   ""又在我面前欺负小孩是吧？""",星有野,803578,803578,75703,75703,2735,2735,1467,1467,5267,5267,动画,短片·手书·配音
守望停服公告，2023年1月24日之前正常运营，之后停服。,静静的DVA,779589,779589,17958,17958,1316,1316,4421,4421,1764,1764,游戏,电子竞技
世界最大的鹅？光一个头就要980块！吃起来却像……,王师傅和小毛毛,742280,742280,76981,76981,7088,7088,1180,1180,38565,38565,美食,美食侦探
《 假如女朋友是有钱人 》,狈总,734379,734379,74831,74831,3055,3055,671,671,1979,1979,生活,搞笑
粉丝-1 ！二男一女在酒店吸毒致幻后各种迷惑行为拉满，未完待续。,,710763,6646460,11965,248320,6363,42843,332,6809,1195,13344,资讯,社会
PDD谈暴雪网易终止合作：应该不会是腾讯代理,PDD在B站,681091,681091,9444,9444,1106,1106,2012,2012,2582,2582,游戏,网络游戏
驴鸽直播中突然看到暴雪公告脸色瞬间变了：这怎么办兄弟们！,游戏BBQ,672151,672151,8062,8062,536,536,1284,1284,84,84,游戏,电子竞技
深夜街边炸酱面，凌晨两点座无虚席！美女连吃三碗还不过瘾！,小紧张的虫虫,669309,669309,52828,52828,3044,3044,779,779,7916,7916,美食,美食侦探
逆徒！！！,亿剪盖儿,662683,3056459,56662,287164,9575,42843,290,1731,10419,50917,动画,短片·手书·配音
全国最高的100座巨型雕像，这压迫感，巨物恐惧症犯了！,末末游记,659166,1522075,7602,28661,33275,51275,110,2244,2650,9645,生活,日常
【逗鱼时刻】第378期 这包卡就当随礼了,天天卡牌,654047,654047,40526,40526,3585,3585,3247,3247,15167,15167,游戏,桌游棋牌
动一动餐饮界的奶酪，详解什么是淋巴肉,中国食品报融媒体,653213,653213,63289,63289,3707,3707,3180,3180,6973,6973,知识,科学科普
夜吹谈网易暴雪分手泪目：我的奖杯都没含金量了！,,647879,647879,7051,7051,507,507,1057,1057,52,52,游戏,电子竞技
狗贼谈网易暴雪合约到期炉石停服：钱就先别冲了 网易已经是国内最好的代理了,,645585,645585,7505,7505,422,422,2745,2745,84,84,游戏,电子竞技
三个称同时称东西，准不准？,李论科学,633229,654766,26619,28891,868,964,337,481,109,138,知识,科学科普
假如室友关系是父子..... 其实不用假如...,熬一耶ye,617020,758770,92630,112225,4923,5682,343,638,4577,7172,生活,搞笑
艺考生因为一幅画，竟被老师看出生病了，检查结果让他崩溃！①,幕撩电影,614692,2765889,458,1614,2470,8876,1,5,134,386,影视,影视杂谈
南昌. 铁头烧菜馆  厨子探店?173,真探唐仁杰,595463,595463,45816,45816,1240,1240,587,587,989,989,美食,美食侦探
这抗日神剧太离谱了，连枪管都是弯的，你俩搁战壕里钓鱼呢？,文西与阿漆,590669,921746,27525,58353,2601,4536,775,1695,3657,8224,影视,影视杂谈
【原神动画】此刻，重现魔神战争的一角,light是光华,587862,685474,93244,106724,35692,40571,2124,2594,18203,24114,动画,短片·手书·配音
