视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
史上最“羞耻”的运动会，场面根本控制不住，校长：班主任来一下,下饭音乐,2231526,2487927,8713,12143,47809,53846,2,33,1004,1140,音乐,音乐综合
【唐探宇宙】化学老师晚上化身黑暗中的清道夫，一口气看完《唐人街探案》网剧,加班影视,1795898,4599210,5582,14351,25041,69019,15,62,1278,3109,影视,影视杂谈
黄金切尔西纪录片（3）——因女人引发的冲突,木木人物纪实,1601848,4358617,2896,9715,20852,61589,0,32,588,1656,生活,搞笑
伪装成零食卖给小孩？这种黑产我见一个曝一个！,老爸评测,1501252,1676581,207142,222961,18362,19629,2128,2697,21147,26129,生活,日常
把这些老鼠尾巴绑在一起会发生什么？,,1474930,1593143,42040,44996,4752,5039,3841,4336,1888,2211,动物圈,动物综合
中国队为什么不参加世界杯,狈总,1469948,1469948,132493,132493,8770,8770,4799,4799,6512,6512,生活,搞笑
尝试找回07年的回忆，结果会如何？,宝可梦大次郎,1434626,2059927,1590,3528,5440,8003,6,62,477,674,游戏,单机游戏
大雷子卖的美食好吃吗？,郭小嚜,1393728,2548656,3686,9299,18162,31567,7,144,538,1123,美食,美食记录
“章鱼村其实就是章鱼养殖场”,锅锅漫剪Y,1260212,3417840,1897,8417,9492,28334,10,142,394,1198,,
足协杯爆大冷！甘肃泾川县业余球队击败老牌强队北京国安！,甘肃共青团,1230341,1982432,55986,86228,6685,10007,6532,11110,13668,19570,,
【10月】间谍过家家 17,哔哩哔哩番剧,1164379,1164379,26531,26531,20,20,622,622,3976,3976,番剧,连载动画
到底还是大城市里的零食好吃,蚊子_守村人,1067491,1138400,89275,95340,4401,4496,1580,1702,4284,4481,生活,搞笑
蚌埠住了...哪个鬼才教你这么二创的？！,MJ小林大人嗷,983671,1038091,66671,74350,11612,12492,503,613,32752,35234,影视,影视剪辑
谁能拒绝一个绿茶呢？,卑鄙的老曹,982308,1338966,49165,90067,2887,4959,502,1073,9225,18436,生活,日常
农村小伙来省队滑冰被嘲笑，怎料下一秒逆袭赢了大魔王队长！①,幕撩电影,977129,3646013,745,2485,3913,15653,1,3,161,571,影视,影视杂谈
《合金弹头：觉醒》首支CG公开 | 街机神作，预约开启！,合金弹头觉醒手游,966702,1126590,22604,26636,1788,2107,1238,1537,283,404,游戏,手机游戏
暧昧让人受尽委屈！,派小轩,962748,1544533,43660,93366,914,1950,83,563,519,1993,影视,短片
《原神》EP - 妙狐徜徉之影,原神,901619,901619,110791,110791,11783,11783,6587,6587,19248,19248,游戏,手机游戏
熟练得让人心疼,巴拉克游戏君,889957,3463164,667,12946,1558,11186,0,19,30,230,生活,搞笑
完了！漠叔真去当岛主了？<南边的那片海>纪录片首发,大漠叔叔,888480,888480,167527,167527,8174,8174,1780,1780,26878,26878,生活,日常
又香又脆的土匪锅巴谁不爱？加了腊肉吃起来巨香,美式不加糖K,888137,1103333,25006,28708,878,1054,649,735,175,215,美食,美食侦探
把你的头像做成手办会怎样？不止是还原！甚至还会飞？！,坤哥的手工坊,877927,1052221,104169,116880,18351,22569,20158,25404,7931,10894,生活,手工
网络热门艺术（二）对不起手滑了,安迪的美院日常,863921,1525916,72108,140780,13283,26105,111,211,948,1646,知识,人文历史
全国最高的100座巨型雕像，这压迫感，巨物恐惧症犯了！,末末游记,862187,3469682,8496,48697,32735,132697,66,2432,3331,17110,生活,日常
同学，你的试卷被老师发到b站了,千千是个大笨蛋,857649,1956656,144263,291696,19630,41350,1347,3393,3452,6666,生活,搞笑
看完这个视频我相信没有人可以拒绝它,老银匠手工,850805,1102275,68204,84315,7713,10189,4753,6973,2417,3230,生活,手工
【10月】间谍过家家 16,,843504,6412696,7315,72820,21,204,62,865,2342,20615,番剧,连载动画
看海贼的和看火影的都沉默了......,-夏秋冬-,838926,838926,46183,46183,10918,10918,1179,1179,19816,19816,动画,综合
这辈子没开炸鸡店，是我的遗憾。,魔鬼厨房DK,834113,1061345,66310,88266,12127,15594,415,766,5615,8735,美食,美食制作
省 钱 鬼 才,王七叶-,824410,1065973,61863,90125,4498,5106,197,486,462,743,生活,搞笑
哪个国家专克带英？【奇葩小国42】,小约翰可汗,819752,2572842,48696,238513,8819,44962,1440,8920,32108,145759,知识,人文历史
艺考生因为一幅画，竟被老师看出生病了，检查结果让他崩溃！①,,808563,4087814,409,2242,2317,12364,1,7,74,510,影视,影视杂谈
【每日一遍，下饭操作】搞笑配音， 你能忍住不笑吗？,海神很下饭,807490,1614397,2425,5131,19037,40985,0,8,402,823,生活,搞笑
这也太帅了吧！,鲜瓜保熟,791034,1567993,3957,29441,13941,27063,1,93,239,530,生活,日常
【梗百科】我有冰淇淋这个梗并不止看上去那么简单...,梗百科,782966,902786,76754,90612,6577,7893,1718,2378,654,847,生活,搞笑
班迪与黑暗复兴 第一章，鲤鱼Ace解说,鲤鱼Ace,777390,1207858,10435,38690,21027,30930,160,1121,3664,12462,游戏,单机游戏
BeryL直播原神直言原神才是生活 曝光自己氪金总额 米哈游直接送上火箭,憨子哥解说,776707,776707,50125,50125,1533,1533,398,398,174,174,游戏,电子竞技
影视01：大学生被骗进传销，为逃跑不惜跳楼，吓的头目连夜跑路,史君观影,768017,1309304,671,1167,2645,4213,1,2,132,263,影视,影视杂谈
10万少女献国王，斯威士兰是怎么做到43%的人得艾滋病的？【魔幻国度10】,太阳星sunstar,744787,1071570,26478,54584,1774,3923,424,666,2849,5213,知识,人文历史
2022骁龙峰会 | 第二日主题演讲回放-中文同传,高通骁龙,742686,1890161,1943,4807,175,477,61,192,98,332,科技,数码
监控下的卧龙与凤雏 吃瓜迟到自己身上 小丑竟然是自己！,清风纪实6,741367,2493075,158,1556,992,2981,0,16,33,77,生活,搞笑
为什么这个通缉令是红色的,俏佳人xxx,739164,1345116,103811,202642,5353,10076,545,1586,3846,8339,知识,社科·法律·心理
【我！绝不成佛！】我们所知的西游，不过是说书人杜撰的美丽传说,香橙说漫,731994,934022,1561,2238,17529,24896,0,6,327,393,国创,国产原创相关
【独家】《明日方舟：黎明前奏》 第4集  契约【10月国创】,哔哩哔哩国创,723357,723357,23613,23613,64,64,2410,2410,12241,12241,国创,国产动画
什么时候要小孩？谁做饭更好吃？女流Yjj新婚夫妇生活大揭秘！,王师傅和小毛毛,722878,722878,55697,55697,4674,4674,1058,1058,18758,18758,美食,美食侦探
在大学如何撩妹,韩波格_,711365,1510919,68609,125085,6306,11960,202,752,1621,3598,生活,日常
可口可乐奇幻创意短片：原来可口可乐是这样做出来的呀~,广告圈poor猴,707754,1725556,2868,13589,13048,33360,1,118,206,576,生活,日常
"公子圣经作者为何塌房？带你了解这位""公子厨""事件的前因后果，坎奇Kankike事件吃瓜",原神高玩专家-向晚,705945,705945,19809,19809,1642,1642,3493,3493,429,429,游戏,手机游戏
童年引爆全国的动画！《小鲤鱼》的最终结局和剧情究竟是什么？【拾荒记#29】,野灿baka,701509,1452518,34332,76737,7694,16305,793,2341,9445,20018,,
粉丝-1 ！二男一女在酒店吸毒致幻后各种迷惑行为拉满，未完待续。,阿特警官,701151,8081337,5231,260263,5341,55655,66,7011,523,14674,资讯,社会
赚了这么久的钱，一夜之间全都赔光了。  丨  流浪  09,东尼ookii,696609,696609,65463,65463,7224,7224,1386,1386,35838,35838,,
蒙恬 传送花BUG 太离谱了吧,Study苏打锋,692530,971536,41308,58077,2986,3987,214,519,370,746,游戏,电子竞技
