视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
【2022共创之夜】完整版回放：很高兴遇见你,王者荣耀,2667607,4709695,33592,74519,6985,13879,953,2737,2823,6234,游戏,电子竞技
健身10年无人知，妹妹露脸万人来，隔离第16天,张十七历险记,2640551,4851444,113138,187747,5700,8541,778,3420,18753,27488,时尚,健身
粉丝-1 ！二男一女在酒店吸毒致幻后各种迷惑行为拉满，未完待续。,阿特警官,1562681,1562681,63884,63884,4461,4461,3032,3032,3698,3698,资讯,社会
【10月】间谍过家家 16,哔哩哔哩番剧,1395689,4062577,7331,54657,29,129,68,727,2680,13886,番剧,连载动画
1步1步1步1步，用一种很新的方式打开生活,哔哩哔哩广告娘,1197876,7350873,20786,142407,1770,19448,93,1404,638,7403,生活,日常
当你买了一辆新车时！,吕长隆,1061749,1197726,27077,39289,641,786,256,351,222,361,影视,短片
一般我看评论谁最眼熟就选谁的  一周一次  就一次 唐门暗器  随便挑,唐明夷-,1048214,1646211,10794,108553,26605,44389,236,3682,956,4678,生活,手工
下地干活，不就是为了那几只鸡吗,王大姐来了,994713,1683980,157829,279632,14431,22160,1081,1761,17564,28596,影视,短片
当你在校运会上唱起《孤勇者》并跳起了《爱你》| 南科大2022校运会开幕式力量举社表演,大勒個熊,961955,4687196,78698,409035,9193,42554,679,2925,14082,66252,时尚,健身
老年痴呆眼里的世界是这样的！,熊羽的北漂成长日记,955163,4902235,84691,467374,16604,78479,579,2542,6586,23363,知识,社科·法律·心理
不敢喝啊，这个东西绝对有问题啊,智勇双全富贵君,923036,1774964,52834,102786,10683,17816,857,2062,4701,9363,生活,搞笑
我是一名煤矿工人，这是我的最后一个夜班，也是最后一个井，平安退休,煤球球爱生活,900841,1753825,155303,297221,6867,13287,1514,3975,31913,58972,生活,日常
【人之怒】光头暴走有多猛，为报弑子之仇，独自一人血洗整个帮派！,流心影者,880070,992004,2106,3189,9821,9936,6,39,363,439,影视,影视杂谈
【禁毒科普】新型毒品：违禁催情药 “喵喵”,底层原理,793587,1140897,25410,43594,7000,11517,1662,3028,6190,11854,知识,科学科普
"街边特辣冒烤鸭，加上泡面满满红油，一次吃过瘾!",小紧张的虫虫,781344,781344,56586,56586,3984,3984,1195,1195,10544,10544,美食,美食侦探
亿 点 点,MEspace空间,775800,2635154,110213,442496,17923,62507,616,2152,15781,51368,生活,绘画
大家好，22了,是小萌子昂,751664,812368,27431,30065,4647,5278,2508,2965,6288,7030,生活,日常
“请等我失败死掉后，再来笑我吧”,貂蟬的腿毛,745899,1840192,77292,205860,12755,33754,453,1273,4015,9606,动画,综合
路边的“野生代驾”，大家可得注意了！,阿科车生活,688006,962356,42789,52133,5344,6322,972,1299,1792,2062,汽车,汽车生活
安徽大哥半挂改房车，专做移动大酒店，一场6000块，月接待8000桌,小食光光,668260,4712535,29058,189627,4115,25212,985,6611,1281,5996,美食,美食测评
宁波.状元楼  厨子探店?？？,真探唐仁杰,665418,665418,51370,51370,1426,1426,736,736,1293,1293,美食,美食侦探
脑浆会比一般人要均匀些,查理蹦蹦,661460,716044,82035,89053,11982,12631,1204,1460,2402,2666,生活,搞笑
一咬就爆汁的鸡腿,澳洲阿彭,649690,1429693,37537,108394,20906,48589,220,835,8900,25147,美食,美食制作
我好像…谈了一种很新的恋爱…真没见过这样哄人的 想笑但是我忍住了,李李和小宋,632403,1959420,76581,165620,11162,30725,828,3310,2862,9045,生活,日常
大型活动穿大型西服！早就想好这一天，早就挑好这一身，为世界的伟丽！,李景亮mma,629464,629464,65555,65555,2141,2141,1347,1347,5424,5424,运动,竞技体育
尽绵薄之力，盼国风盛行,朱铁雄,613284,3959702,80164,595623,11865,75906,590,4021,16782,109640,影视,短片
见过30公斤的女孩子吗？隔离第14天,,612460,2102850,13693,33101,815,2259,142,2022,966,1879,时尚,健身
巴西候任总统哭了：做到大家每天有饭吃此生无憾,波士顿圆脸,606516,606516,53985,53985,3528,3528,2143,2143,5203,5203,资讯,环球
机器人做的煎饼。创业梦又少了一份,愚萌的猫,582810,1074320,51313,74286,2527,4040,660,1237,271,470,美食,美食制作
韩国人为何不睡也要健身？双开门冰箱宽肩攻急我,知名相声演员BBBBB大王,576816,874652,29168,55189,2912,4838,1148,1769,2806,7425,时尚,美妆
这作者是被全国人揍过吗？？,粗犷毛线君,572891,684564,24280,31632,1842,2368,394,552,4378,5302,生活,搞笑
观众：这就是黑铁局吗?,BBGG丶狮子喵,547184,860330,45896,80361,1293,2039,482,1092,1273,2489,游戏,电子竞技
“你看，这个世界好温柔!”,柒杯抹茶星冰乐--,546549,1396835,84143,157117,39990,67265,1123,3293,13374,32915,生活,日常
这我真的服了！！太犇了！！！,灵鹿麟,546025,10512147,6955,168626,4773,100066,0,77,643,9657,时尚,美妆
众 神 归 位,薯条日记,540502,681208,56652,67765,9678,11260,295,463,12465,15945,影视,影视剪辑
朋友们结婚找我 干活利索,侯翠翠,538885,538885,41014,41014,818,818,1118,1118,3640,3640,生活,日常
警察追他是本职，追不上他是人情世故！,荒草音乐,530451,1984819,29714,102888,4898,15684,1083,5295,4985,13992,生活,日常
我就说封校能出事吧,,525988,525988,26162,26162,1380,1380,346,346,6530,6530,生活,搞笑
老话说得好：......,药小高,518450,1356733,18916,52734,2629,7060,515,1426,447,984,美食,美食制作
《真  正  的  盾  山》,最后一只渡渡鸟,506031,869997,29351,58928,1925,3469,139,377,2848,5489,游戏,电子竞技
她非吃！还让闺蜜吃！到底能不能吃？,央视农业,503103,667700,54024,75043,1876,2477,1252,2149,1563,2403,知识,科学科普
