视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
本来挺喜欢喝阿萨姆的。,?火,633866,4618059,54168,437990,7292,46917,639,5663,4790,26319,生活,搞笑
1步1步1步1步，用一种很新的方式打开生活,哔哩哔哩广告娘,628693,628693,46722,46722,3663,3663,848,848,2821,2821,生活,日常
《 竹 升 面 》,记录生活的蛋黄派,627605,627605,73437,73437,3203,3203,771,771,10058,10058,美食,美食制作
一秒隐身！山东武警上演真人隐身术！狙击手伪装术有多牛！,山东卫视,620302,827827,22838,29672,780,933,295,462,87,117,资讯,社会
通过这次改造，希望舍友能做一个合格的大学生,三哈兄弟-沙雕日常,613709,753768,84238,103338,4814,5622,186,421,4200,7021,生活,搞笑
11月8日，安徽蚌埠。老人独自来医院看病，等检查报告问隙，在医院附近的红绿灯下，架了几块砖头，坐在路边生火做饭。网友：看到这一幕，内心五味杂陈！,中国网直播,612786,750167,36842,51156,3269,4717,1668,2620,2281,2882,资讯,社会
原来这是反浩克机甲啊，最后还是被超级赛亚克打败了！,小海豚_Dolphin,609689,957251,22432,32055,1570,2242,130,251,172,246,影视,影视剪辑
我直接一整个震惊住！,i爱探险的Dora,609091,16672173,6219,282693,5305,191781,235,11915,577,20688,时尚,美妆
啊，这就是中年的前奏吗？,papi酱,606732,1438286,58199,167371,1804,5754,999,3338,3300,10551,生活,搞笑
结婚才一年妻子就出轨了 丈出差发现妻子出规，坐飞机回来捉奸在床 丈夫太受侮辱了！妻子都被捉J在家了，还被她倒打一耙,Once丶Acquainted,602870,2315296,20444,71727,1766,6668,637,2737,510,1881,生活,搞笑
她明明是在认真地做菜，但为什么我这么想笑。。。,绵羊料理,585237,2492799,33711,210582,2021,13451,620,5111,6765,49341,美食,美食制作
这是一条不能燃的视频,人民日报,579502,683472,112865,129630,8948,10222,304,418,14182,16901,资讯,热点
自信，太自信了,小叮当的一家,564794,1774969,43154,172341,2751,7343,228,937,894,3356,生活,搞笑
又快又稳！校园记者举着相机与运动员同频跑步！,人民网,556320,742005,11967,16999,303,396,127,254,38,63,资讯,社会
第6期 上海老公房变身现代感LOFT【梦想改造家】,综艺哔哔姬,554149,581449,1283,1628,0,70,240,369,562,706,娱乐,综艺
【逗鱼时刻】第377期 我买特效不是用来拔线的！,天天卡牌,551668,551668,31069,31069,1894,1894,696,696,6842,6842,游戏,桌游棋牌
我的爱情漏风了！,派小轩,534469,534469,48806,48806,1086,1086,803,803,1647,1647,影视,短片
三 观 比 五 官 正，但 瞎,知了解压萌物,532338,1658658,61063,155028,4589,11247,191,962,7031,26763,动物圈,野生动物
龙X这两个欢乐喜剧人承包了我一年的笑点，跟戴先生的反差过于强烈,青木岩R1se,530932,859164,15663,23086,1053,1521,216,430,170,243,游戏,电子竞技
一写就错,臧老师的秒懂学堂,530111,851313,26445,35776,2880,3919,588,845,131,217,知识,校园学习
“他获奖那天，台下所有人都哭了”,黑夜地孩子,528647,965555,31649,58334,3928,7122,455,1059,4708,8626,影视,影视剪辑
我的副驾我做主,丽妃美食记,525438,866522,23756,35154,1611,2343,419,558,53,109,美食,美食记录
华农兄弟来视察宽菜卤味和宽菜工厂，看有没有机会成为自家产业,美食作家王刚R,521755,521755,49799,49799,1742,1742,1092,1092,6515,6515,生活,日常
脆皮年糕！！解锁年糕的神仙吃法,啦啦今天又喝啥,521119,1857344,9836,34735,1290,4153,46,215,99,259,美食,美食制作
我攻略了兄弟最喜欢的女生!,超正经的小李,521009,869137,33337,66458,1635,3531,195,596,2436,5355,生活,搞笑
佩奇长官，以后你还是别当长官了,允星河Yoseya,510499,604203,6503,17980,6333,7157,17,101,297,735,动画,短片·手书·配音
宫崎骏动漫风滤镜,醒图教程,508067,853347,77030,128863,82040,139603,341,555,6890,11623,动画,综合
和男朋友处成姐妹是什么体验？,杨三岁和小鱼,505376,565194,27813,32768,690,780,85,146,68,108,生活,日常
净化宿舍环境，从我做起,,503420,2016547,68120,285176,4397,17680,173,924,4759,22900,生活,搞笑
你知道退休警犬的生活能有多精彩吗？,牛顿科普,497812,856862,797,20691,5323,9905,0,65,57,299,动物圈,汪星人
我是当主播不是当儿子是什么梗【梗指南】,梗指南,495073,1026692,44838,87912,1837,3530,1259,3524,2473,5989,生活,搞笑
5名歹徒作案十余年，16人惨遭毒手，深度解说震惊全国的沈阳《3·8大案》！,刘老师说电影,485813,783238,20520,42064,6328,8920,701,1173,2624,5855,影视,影视杂谈
健身七年，我练成了以前p都不敢p出的身材,鹦鹉梨,474615,1003805,19690,52227,7007,15061,418,1390,6404,16724,生活,日常
甲方你看我纯不,侯翠翠,461821,461821,39976,39976,1209,1209,1290,1290,6250,6250,生活,日常
【路温】从国产女性题材剧里挖掘“厌女”,路温1900,452564,903841,30405,81206,4128,11796,3661,10265,13928,37069,影视,影视杂谈
她明明可以直接抢的……,摸鱼能手邓大头,447252,447252,35288,35288,1261,1261,354,354,5187,5187,生活,搞笑
【战地5】中日交流赛解说！双方玩家十分热情浩克！,小鸣er先生,445810,1347947,19206,63776,3653,11347,825,2714,3205,9975,游戏,网络游戏
【行业揭秘】一个电商从业者眼中的“双十一”,伟哥吃吃喝喝,432823,528993,35411,41988,4749,5754,2192,2851,4349,5308,知识,职业职场
楚钧：《真实复盘》夺冠秘密？bp互爆？究极进化？难以想象的精彩！,楚钧艾克,431947,673837,18826,39404,2337,5118,1436,2820,5442,11801,游戏,电子竞技
法国人为何在老挝守灵？【硬核狠人43】,小约翰可汗,420729,1668638,22309,150690,2767,23045,318,3237,10961,67086,知识,人文历史
动辄上千元的“哦妈卡塞”是智商税？小伙这次竟然觉得值了！,哇塞几张,419653,419653,40930,40930,2594,2594,645,645,18143,18143,美食,美食侦探
盘点潮流战神变装，你能认出几位，最后一位太帅了。,小陈友友6065,417675,2524223,932,6103,9929,59112,10,158,156,997,时尚,服饰
当我被调到全是男同事的办公区,真子日记,416768,416768,26879,26879,451,451,912,912,631,631,生活,搞笑
连环整蛊！串通一整家店骗男朋友，结果...,宝剑嫂,411050,411050,49721,49721,2673,2673,691,691,7125,7125,生活,搞笑
【时代少年团】《三时有声》今日挑战,TF家族,409848,409848,38943,38943,5597,5597,14832,14832,8378,8378,娱乐,明星
有超级英雄吗？有啊，中国消防员！,,403499,492950,92947,112095,10439,11636,421,559,48427,51679,资讯,热点
女孩子玩草神的时候在想什么,不是的的是のの,402746,539054,51955,70236,9664,11614,176,426,2966,5648,游戏,手机游戏
地球首位已知星际访客确认！其行进轨迹极为独特 的确来自太阳系外,青蜂侠-Bee,401567,401567,8583,8583,1013,1013,1367,1367,171,171,资讯,热点
事实证明，你可以摸鱼，但是你不能真的菜,栗小栗子子,399456,1235318,19385,43282,1575,4280,255,904,530,1071,娱乐,粉丝创作
金属钠到底有多闪亮？切开以后真相大白！,哇喔科学,397660,978589,11864,22841,703,1467,139,425,66,138,知识,科学科普
梗太多 笑不过来了,朱家寨少寨主,394616,440918,45383,51403,2173,2357,25,57,149,207,影视,短片
你们要的《猪猪侠》主题曲改古风,糖醋蛋黄,393524,1451557,55866,227039,12782,45903,254,1116,12374,53370,音乐,原创音乐
中期选举：众议院共和党领先，参议院两党苦战！,波士顿圆脸,392104,392104,39237,39237,2387,2387,1145,1145,4217,4217,资讯,环球
理发师老爸带娃系列！沁伊今天有点精致哟~,沁伊爹妈的助眠小屋,391890,1137126,33376,96241,3841,9949,224,680,970,2671,生活,日常
"【云顶S8】5费铁男，开大关住所有人!巨型铁锤，全屏砸人!黑客召唤机械马，带人切后排~法师们丢彗星!3种羁绊-实战预览!",LOL小绿毛资讯,391256,391256,8689,8689,156,156,345,345,174,174,游戏,电子竞技
太讽刺啦！讽刺极了！！！,穆天然-,390678,1125557,35563,105852,1917,4865,73,236,303,1114,影视,短片
她好像过于安逸了，是时候把她送去幼儿园了,千与千凝0,389533,949829,17495,32644,1320,3137,244,667,382,866,生活,日常
铠vs李信，面对长城最高指挥官，灭世魔铠还能打赢吗？,东子超人,382295,568078,2805,5301,12285,13902,75,391,370,593,游戏,电子竞技
瑶生奉上《MerryChristmasMr.Lawrence》,瑶生Y,378373,488863,71690,90166,8285,10284,734,1487,12160,19673,生活,搞笑
这就是爱,吴彦祖秃顶版,376064,1045757,39439,130950,517,1722,193,1409,2597,9161,时尚,健身
大学毕业就会明白的事,孙宁伽Nicole,374944,1043090,16203,39684,638,1511,243,604,51,109,影视,短片
英国人又想换首相了，苏纳克即将刷新唐宁街最速传说？,麻薯波比呀,374589,571235,13741,25061,956,1796,397,838,1012,2455,知识,财经商业
回收烟盒怎么回事?怎么收和卖！利润多大。,李想要理想呀,374276,934166,15238,32828,836,1734,145,430,158,363,知识,职业职场
峡谷长舌怪！,北冥李青,373725,513812,5373,6652,564,719,134,180,103,134,游戏,电子竞技
救命！这款璎珞太美了，来看雁鸿穿越古今，看璎珞的前世今生！,雁鸿Aimee,373613,401605,2734,4442,293,461,17,66,241,621,生活,手工
猫猫震惊一整年！,戒喵中心,372763,730379,61035,98994,5758,10084,89,284,991,2201,动物圈,喵星人
搞心态的带妹猴,王者荣耀小司,372488,809551,617,3229,2486,6155,0,37,175,377,游戏,手机游戏
如果吹泡泡能吹出一个城市，你会吹什么？,小焱动漫社,371157,1529840,116,5462,683,2213,0,43,21,95,动画,综合
四十一亿人牺牲的胜利，换来六个字：“活下来，飞出去！”《隐形时代》下——作者：藤野,科幻视界,370180,370180,32294,32294,8738,8738,1981,1981,20423,20423,影视,影视杂谈
羊村灾变之谜！灰太狼又是背后真凶？《无尽深渊》END2,阿虚-Kurv,366254,570889,2166,9168,10513,15876,13,220,898,3009,游戏,单机游戏
《提拉米苏》的美味谁能拒绝！假如它有懒人版的话你学不学？,蚊子-学做美食,365211,365211,52104,52104,18814,18814,496,496,7269,7269,美食,美食制作
【动画】《小丑》,大鲨子,362610,1570149,81113,158308,22025,48392,875,5810,9047,34314,动画,综合
大份健身餐，太多了，吃不动。,,361556,361556,40126,40126,676,676,1030,1030,982,982,时尚,健身
都说智者不入爱河，那我为啥英年早恋？,塑料叉FOKU,358233,358233,27814,27814,2827,2827,752,752,3907,3907,生活,日常
传统口技教学《老兔蹬鹰》,BBoxer酋长,357764,1332814,50608,108897,8331,18890,566,2154,5880,18240,生活,
求求你给我一个认识你的机会呜呜,紫菜蛋花兔兔,355940,812906,69347,159179,5772,12007,369,1220,1153,2574,生活,搞笑
经典之作，蝴蝶键盘！这款电脑也就被叫“蝴蝶机”！,LauEl-,354909,596435,7518,12221,737,1290,154,342,58,108,科技,数码
以善为诱饵，比恶更恶,思维社,354901,369462,15007,15458,605,629,424,450,149,155,影视,影视剪辑
洗澡时吃零食？上厕所看书？--逐帧解读《哈尔的移动城堡》拉片⑤,_风过大泽,354796,354796,26143,26143,4493,4493,689,689,11583,11583,影视,影视杂谈
呐，这个才叫专业,紫然丶,354725,426004,8867,11877,1445,1800,213,289,376,472,生活,搞笑
欧洲深陷能源危机，中国绿色战略如何避坑？,小王Albert,353053,353053,35666,35666,5253,5253,791,791,7453,7453,知识,人文历史
【磐他】2022年新生儿数量告急，猜猜能有多少？,磐他,353021,751496,9413,21407,1225,2575,2420,5055,844,1730,知识,财经商业
穿越Mc之救世战神,花少北丶,351867,351867,62736,62736,15542,15542,2058,2058,33490,33490,游戏,单机游戏
牛：谢谢你，因为有你...,小满家的晚饭,347400,1037235,4901,35880,2356,4823,61,365,410,2545,美食,美食制作
鸡 你 太 美 官 方 M V,哦呼w,346895,12143903,26327,1475869,12527,650835,346,24534,15852,886966,鬼畜,鬼畜调教
[静改动] RC遥控潜艇制作历程,吉利狐,345391,1225403,103932,396590,13574,45795,460,1939,22968,67111,生活,手工
全网唯一一只敢碰瓷警察的狗，最后混成了警犬！,,344557,1462518,337,21853,2896,12133,0,116,17,251,动物圈,汪星人
当我把原神痛车开上街，稳了！,杰克-涛,344143,756528,2871,6344,6258,9441,70,225,200,506,汽车,汽车生活
全网唯一只被主人养到 郁闷的哈士奇，人和狗必疯一个！,猫猫米老鼠,343934,866966,889,2466,5276,12297,1,5,47,114,动物圈,汪星人
这到底该怎么过去啊？？,老番茄,343726,1192899,38900,167645,3677,16209,116,1586,3571,21975,游戏,单机游戏
珠海航展上，网友拍到的歼20降落过程，隔着屏幕都能感受这份喜悦，这就是中国人的自豪感,环球网,343536,448392,24159,34172,1482,2316,574,940,617,922,资讯,热点
建议严查祖上三代,沙雕研究协会会长,341168,619293,0,17656,4202,9157,0,427,0,722,生活,搞笑
日本上班族买车不敢上班开 憋屈的日本人空气文化 去个性化,东京大明白,340795,473177,11176,22992,771,1582,496,830,848,1777,生活,日常
你听我说你先别急，等会有你急的。,TaxiWay飞行中心,339041,433322,20060,29235,1049,1422,71,152,57,119,生活,日常
这玩意儿是怎么做到全国不统一的？！,大碗拿铁,338225,701642,14178,40657,1532,4371,987,2603,1635,5204,美食,美食制作
离谱！美国一地惊现狗叼人类断臂（我是首发）,小蜗日记,336058,426438,15810,17911,1339,1545,554,820,109,182,生活,日常
蓝 色 女夭 女臣,KM基二号,335816,2134341,18754,135846,6283,39405,150,1596,4094,26669,鬼畜,鬼畜剧场
【新卡速递】压迫感！死骑橙法天灾军团！直接复活亡灵！,痞大菠萝派,335118,335118,13596,13596,977,977,1078,1078,1607,1607,游戏,桌游棋牌
【亚某爆料时间】阿古朵-顽趣皮肤爆料来啦！不开心就摸狗头，生活万事不用愁！,王者荣耀,333880,333880,13732,13732,540,540,3100,3100,424,424,游戏,电子竞技
《 承 让 》,中国BOY超级大猩猩,332583,600459,36969,81055,6647,15335,461,2207,13384,29607,生活,日常
中文 VS 英文 最大的特点是什么？,johnhuu,331854,1007081,17294,45313,4743,12845,73,314,714,2069,知识,校园学习
深度|| 一郡扛一国始末！建安二十四年秋！羽，威震华夏！【关公三部曲（贰）】,渤海小吏,330817,330817,27781,27781,7242,7242,2650,2650,24766,24766,知识,人文历史
她打的球 很难防住,yakisa彭雅琦,328496,1207870,5981,25985,3162,10461,80,665,969,3113,生活,日常
当时的我表面平静，内心复杂！,小柔SeeU,328040,1097393,31241,101436,7383,24789,187,839,1074,3823,生活,
穿衣认准身型，微胖万种风情！！,石原泥美mei,327854,379598,17934,21581,3608,3876,251,300,182,251,时尚,服饰
【原神】智巧灵蕈大竞逐 活动攻略/捕捉蕈兽/焕发潜能/对战/驯兽师,你的影月月,327431,327431,17688,17688,3045,3045,1429,1429,4749,4749,游戏,手机游戏
为什么主持人念了我的微博直接蚌埠住了 ？,莱昂凯shyeark,327151,564765,7147,14816,2119,3872,141,447,1082,2785,生活,搞笑
胖龙买5斤活蹦乱跳的牛蛙，做儿子想吃的涮锅，父子俩吃过瘾了！,胖龙的小生活,324024,787615,2073,21220,1435,1954,108,1193,349,3657,美食,美食记录
“一觉醒来老婆变成了石原里美”,托马斯家的,323978,1226052,24133,99417,1213,4381,168,1022,512,3126,生活,日常
好事多磨,妖腰木,322387,6105772,12831,381828,2431,69687,130,4163,1761,43447,时尚,健身
这是猪猪侠评分最高的一部作品，菲菲公主迎来了史诗级别的改动！,青柠动画城,322091,469837,12522,18830,2477,3354,392,787,1108,1833,国创,国产原创相关
今晚上这座城市又多了一个伤心的人,岛城三人行,320275,2970906,26666,265735,2930,25806,363,3852,1042,6796,生活,搞笑
大堂经理解决员工台球厅事件,老四的快乐生活,315639,315639,20916,20916,857,857,596,596,1721,1721,生活,搞笑
说好的打假结果成了粉丝见面会，大家太热情了,池袋第一深情-,315448,614392,35974,64210,1599,2830,512,1450,879,1914,生活,日常
第一次见现实开挂的！,项真爽,314086,314086,41850,41850,1434,1434,317,317,955,955,生活,搞笑
原神哥向神祈祷...回应他的只有爱莉希雅...,烦恼死的夏洛,313510,371261,39744,48738,10177,13434,353,499,1712,2506,动画,MMD·3D
寸拳极限爆发打出的老茧,武术世界频道,311041,777509,15522,26243,536,947,134,483,84,147,运动,竞技体育
你家草神不用做核酸的嘛！,有猫猫的幼蓝,310448,801830,16773,56176,2263,7032,107,444,212,683,生活,日常
离谱！蕈兽比赛居然可以用海染套作弊！,被风吹乱的发型,310338,310338,14581,14581,1500,1500,981,981,751,751,游戏,手机游戏
“后来才发现，猴哥的悟性可不是一般的高啊！”,wrizedm,309906,2004828,15541,164460,12795,68302,312,3797,3821,23641,影视,影视剪辑
当我让老叔扮女装，和爸爸相亲,冲浪达人阿怡,309568,395390,27948,38625,863,1041,65,190,215,439,影视,短片
逐帧P图，死亡滤镜……爆笑吐槽内娱“美颜”暴击！,一只吐槽圆,308822,895783,12634,46108,902,3113,475,2025,659,2572,娱乐,娱乐杂谈
全面战争模拟器：黄色预警登场，黄金切尔西大战”鸡你太美“,游戏解说艾登,307233,773874,315,1450,3565,8864,0,22,37,136,游戏,单机游戏
巨型母鸡逃脱！这个实验室里除了鸡还有个转鸡因怪人！,吊德斯DioDes,307205,336062,1337,3319,6438,6919,31,180,398,684,游戏,单机游戏
小孩：让我来玩！,BBGG丶狮子喵,307077,307077,38268,38268,654,654,338,338,2067,2067,游戏,电子竞技
东北人降温了以后都吃啥？98一锅的筋头巴脑你们吃过吗～,方芳的快乐生活,306346,306346,22853,22853,1599,1599,564,564,7251,7251,美食,美食侦探
即便需要每天帮你清理大小便，我也仍然爱你 1,董小姐的追剧Diary,305001,414671,5267,6708,415,529,39,58,61,73,影视,影视杂谈
《点燃我，温暖你》：好无聊的一部舔狗剧,,304363,1446959,13388,103082,772,7185,1535,13266,2722,24757,影视,影视杂谈
在英国下雨不打伞的人确实不少！到底为啥？我简要的总结了几点。,宝哥在英国,303965,3300415,7030,82451,590,5221,85,1171,70,519,,
全球唯一米其林 油炸树皮 复刻出来会是什么味道,澳洲阿彭,303827,1326136,17255,113327,2314,11008,82,737,8952,62457,美食,美食制作
【范冰冰】一只口红一根手指搞定全妆,范冰冰Bar,303033,303033,19417,19417,1840,1840,982,982,667,667,娱乐,明星
红警房主点名要打懵08！那我们就用闪电风暴伺候！,红警HBK08,302014,302014,18725,18725,594,594,452,452,2373,2373,游戏,单机游戏
猫咪发现黄雀后，赶忙喊来自己的主人救救它，它能否救活呢,缘来爱动物,300947,635498,538,1742,5155,9824,4,8,126,307,动物圈,动物综合
伴娘参加婚礼的四个阶段！终极伴娘有点帅（虽然伴娘服很显胖）,李如儒也是李蠕蠕,299973,299973,32925,32925,714,714,351,351,300,300,生活,搞笑
家人们，今天发现了个新挑战,,298637,871929,6255,16080,457,1278,115,280,53,175,生活,搞笑
真的没点AC数了,小原还挺圆,298368,678770,13214,26169,923,1778,58,131,80,160,生活,日常
【  现    充  】,会变攻的西瓜,298226,526986,14727,37986,1638,3632,135,338,61,211,生活,日常
我拿什么拯救你，抄作业也能漏的博士,逗比寒MillerRHan,297955,847774,8753,47919,732,3859,37,396,347,2622,游戏,手机游戏
阿古朵新皮肤【顽趣】预览！彩虹风车特效！出场动画梦奇小熊猫！,包子入侵SSR,297761,297761,9764,9764,252,252,1562,1562,77,77,游戏,电子竞技
【纯黑】《战神：诸神黄昏》战神难度无伤攻略解说 第一期,-纯黑-,297059,1437773,20418,149004,4525,39812,780,3986,17585,139403,游戏,单机游戏
这一期的舞蹈全是技巧 这样能看清我的基本功在什么程度 我会继续努力的 么么哒,BELLA贝拉F,296808,425567,9962,17727,5516,8716,109,302,2112,3715,舞蹈,舞蹈综合
苏菲×单依纯复古MV《生活来点小浪漫》,苏菲品牌官方账号,296069,2223721,1501,12431,246,2291,15,415,100,1534,影视,短片
美越要学习几种语言？被法语支配的恐惧,娱圈小丸子,294823,2424164,31089,255163,8200,52979,177,1753,989,5947,生活,搞笑
论儿子的由来……,无敌小浓瓜,294022,820087,32470,76279,3002,7089,355,1201,602,1549,生活,日常
糟糕！是近距离的恋爱告急,奶酪芝士味雪糍,293532,345768,11123,18919,8843,16587,99,256,1344,2226,舞蹈,明星舞蹈
我化身荒野大彪子，狂扁蚁狮王,游戏人阿管,293476,1205109,1632,15967,10996,32843,4,167,545,5244,游戏,单机游戏
登上美国航母后 岸田文雄问美军中国航母战力 美军：操作人员缺乏技能 岸田：果然…只有机体是不够的,华商报,292163,357639,12810,15925,439,586,444,742,66,76,资讯,环球
俩男子深夜追赶推倒女子，众学生隔墙高喊：你们是不是男人,网易新闻,291165,387425,9654,13948,383,602,733,1282,60,94,资讯,社会
【10月】间谍过家家 15,,290576,4269853,2386,61297,10,121,28,1127,890,16762,番剧,连载动画
国内游戏业都在彷徨了，微软还来找合作？都是米哈游的错？,亚食人,289467,289467,38633,38633,3032,3032,1738,1738,10539,10539,游戏,网络游戏
13个实测靠谱的空气炸锅料理，不要让虚假食谱浇灭你的热情，烤箱通用版,泡厨房的顾小胖,287251,628161,9529,31474,17585,46627,199,896,6080,18166,美食,美食制作
随机挑战！137元怎么吃1米长的食物！去哪找那么长的食物啊...,一只黑Q,286190,1237438,310,3923,1622,7280,1,136,48,343,美食,美食记录
小伙骑行流浪四处漂泊，一个人独自行走了两年，感觉已经和社会格格不入,徐云流浪中国,285838,285838,35155,35155,3294,3294,2222,2222,28890,28890,,
战友都变成了妹子，我该怎么办？【阅片无数Ⅱ 66】,凉风Kaze,285392,597002,29433,72176,1550,5032,345,1141,4143,9020,影视,影视杂谈
【独家】两不疑 第二季 第4集 女王的夫婿【10月国创】,哔哩哔哩国创,284650,795953,3306,14558,12,19,71,428,2359,8106,国创,国产动画
当我不再是讨好型人格,阿瘫日记,284396,684959,41398,99518,3922,7941,187,494,281,756,生活,搞笑
为什么我感受不到催婚的烦恼！,张若宇,282768,529282,29902,62232,748,1389,112,374,625,1764,生活,搞笑
东北农家乐铁锅炖大鹅惊艳全场！K歌机麻一条龙德国公婆惊呼这是德国？,德国陶渊明,281329,281329,29973,29973,2410,2410,848,848,17191,17191,美食,美食侦探
折叠屏iPhone全球首发！「科技美学」出品 iPhoneV 经费爆炸/怒肝300天,科技美学,278734,3759723,23517,368078,5669,78028,291,7158,26926,410587,科技,数码
晒晒你的“女友”,丹尼斯deniss,277116,318306,15235,20279,266,350,89,235,120,238,生活,日常
细读经典：成年观众特供！这部R级片告诉你人生有多残酷,电影最TOP,274743,598953,13224,36323,2861,8593,401,1246,7127,16865,影视,影视杂谈
全地面六星干员 VS 清算时刻暗影灭迹人【明日方舟】,-碱式碳酸咸鱼-,274528,351845,11681,17608,850,1293,744,1330,556,950,游戏,手机游戏
浪漫无处消磨，我要大展身手给你做个牛奶麻辣烫吃,愚萌的猫,273565,431205,6496,8948,570,819,186,307,68,92,美食,美食制作
斥巨资买两只深海怪物，栗突仿石蟹，出锅后惊喜连连,小文哥吃吃吃,273477,840336,18819,76381,1197,4617,138,707,5445,20581,美食,美食制作
无名小店里藏着退休的老牌星级酒店西点师，有全上海最好吃最便宜的哈斗！这家小店是味道最正的上海西点，碾压一切连锁国潮店！,米雪食记,272120,489856,15530,28666,6176,13133,120,269,346,887,美食,美食侦探
求求你别玩假原神了！这才是真原神！都市传说！,猹泡饭233,270830,270830,23214,23214,2168,2168,443,443,4088,4088,游戏,手机游戏
我迟早要被这些大怨种给笑死哈哈哈哈哈哈哈哈哈,孔乙君,270515,393727,14490,22198,1488,2259,67,112,173,273,生活,搞笑
红警对手一慌张打爆自己核电厂！心态直接爆炸把我逗笑了！,,270469,270469,19297,19297,696,696,750,750,2684,2684,游戏,单机游戏
大胸女孩的秋冬内搭分享｜脱衣精致感get！,Lydia_Tt20,269792,371270,5312,8279,5712,7874,265,474,1079,1991,时尚,服饰
这次是双草神对决！你知道纳西妲有几种用法吗？【原神空荧杯系列解说第十七期】,游戏彩笔,269775,269775,32837,32837,4370,4370,1619,1619,16282,16282,游戏,手机游戏
盘点早年影视剧扮丑名场面！谁比谁更丑...,虫哥说电影,269075,269075,18540,18540,1307,1307,470,470,2132,2132,影视,影视杂谈
史上最快1000层Q的狗头！对面5人：有挂！有CD挂！2Q一个王者！,王氏上单,268331,268331,21291,21291,1602,1602,221,221,5070,5070,游戏,电子竞技
11月8日，河南郑州。大家理解一下！错过女儿成人礼的平安街社区书记刘红英，拿喇叭喊话回应争议。,,267887,505016,8888,16179,615,1389,462,1821,249,587,资讯,社会
花几十万，断骨增高，硅谷精英男为何都在排队干？,42号星球,267304,2424723,303,6230,1103,5595,7,335,24,246,知识,人文历史
互送奇葩礼物，女朋友居然给我买了这？？？,雨哥到处跑,267090,606338,18346,54639,682,2925,224,1014,2297,6744,生活,搞笑
暴雪又来了！大范围降温将席卷广东以北，南方旱区出现连续阴雨可能,中气爱,266470,418566,15795,32159,482,996,929,1853,1866,4052,知识,科学科普
是这样的先生，我们这个18w。,狗子の内心独白,266061,795481,31999,104589,1137,3224,139,499,87,221,生活,日常
三个字！拿下好心态！,阿哈哈哈哈哈黑猫警长,265034,483486,31753,55825,2617,4429,421,1138,2342,5422,生活,日常
