视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
小狗这次的选择很坚定！,鱼仔是真的狗,442128,442128,52990,52990,2603,2603,4961,4961,2486,2486,动物圈,汪星人
鲱       鱼       罐       头,主机anchor,441517,1438508,40875,109314,9268,27476,957,3269,9650,30747,生活,搞笑
摸一下大蒜，就能徒手捏起蛋黄？,啦啦今天又喝啥,438864,2252851,5235,30753,663,3289,85,879,66,321,美食,美食制作
你们能面对这么多领导吗？,脱缰凯Kk,437984,437984,46696,46696,2686,2686,447,447,1396,1396,影视,短片
舔 狗 终 结 者,王七叶-,437720,437720,49283,49283,1521,1521,395,395,1194,1194,生活,搞笑
《共创辉煌！》,穷拍大师兄,428774,1232893,12873,26625,764,1926,245,668,125,258,生活,搞笑
FBI：这小子有种,阿岚瘦了没,427509,621380,17127,22497,1692,2198,66,118,117,172,时尚,健身
听声音以为是“萌妹”，不料一露脸竟是“八尺壮汉”！惊呆一众男明星,,424731,1002299,2881,40750,14632,26245,1,133,344,833,,
赛博绿帽 ,GeorgeLocke乔老板,422169,1229579,8975,22382,4514,12096,378,1176,657,1555,生活,日常
我参加了一场规则怪谈入学考试，违规者当场爆炸,90后阿高w,420017,2834440,764,4514,4025,25307,4,34,207,1045,动画,短片·手书·配音
30分钟彻底说清为何不能赌球！离世界杯开幕还有3天！现在看这视频还来得及！,扑克经济学,418612,1672034,26303,85404,8430,31347,1717,7929,8623,37252,知识,财经商业
打算嘱咐婚礼的厨师少放点油！,若驰夫妇的日常,418597,722175,36759,59240,1357,1854,42,145,258,587,生活,搞笑
富士山喷发有多可怕？,彩蛋快跑,417850,476310,60748,65603,7992,9452,2338,2580,897,1057,知识,科学科普
如何制作一个宗介和波妞的噗噗船？,李论科学,415195,464364,27970,31806,5117,5893,97,185,827,1022,知识,科学科普
大学里的猫，带到宿舍,浮世清欢落颜,415092,1674852,9207,45972,5040,14046,44,302,134,561,动物圈,喵星人
当蓝色妖姬遇到AI后....,楼上的老张,414203,951443,10494,46456,15418,23566,98,678,1514,5101,生活,搞笑
【小魔】吃全熟牛排？都是土包子！,-我是小魔-,408618,477742,3070,9015,1882,2449,62,271,94,229,动画,短片·手书·配音
广州队长超人强，我滴超人！,青柠动画城,407435,692202,16373,36162,2431,4349,675,1730,2863,6874,国创,国产原创相关
谁能拒绝一只打npy就能弹出声音的小香蕉呢～,玩具达人-安妮,403772,847240,6423,12280,2455,5157,103,279,167,335,生活,日常
第二代骁龙8上手实测：很强啊！,极客湾Geekerwan,400152,913397,20013,63586,2035,7023,3065,8496,6447,21432,科技,数码
如果不是这张照片或许我们永远无法想象，一个21岁的孩子怎么敢用身体去诸抢眼,励志-爱国情,399430,523135,61992,78086,4034,5067,515,836,3770,4949,知识,人文历史
今日全程效果爆炸！大司马刮彩票入魔，摆摊4小时只赚2块钱，去厨房捣乱工资被扣光,艺术家阿克曼,396457,761904,5817,15119,789,1838,294,765,860,2074,游戏,单机游戏
阿嚏,老番茄,394051,1960677,21059,242664,9730,43333,160,3551,6412,79232,游戏,单机游戏
马上就能吃到新鲜黄瓜啦！,刘惟与,391811,2169668,1445,18724,3136,17906,5,247,227,1307,生活,日常
银行不催着放贷了？降息降准落空，货币收水，如何影响我们的生活？,蓝白argentina,389704,620901,8813,16905,2007,3508,573,1039,714,1632,知识,财经商业
《动物迷惑行为大赏131》,龙馍馍,387352,670649,10043,37992,2207,3485,45,304,1149,3999,动物圈,大熊猫
宁波.宁海食府  厨子探店?？？,,386858,2675723,49234,376300,2540,18275,216,2945,12183,94618,美食,美食侦探
【医学博士】酸奶助消化，误导了我们几十年... I 酸奶挑选攻略,兔叭咯,384267,384267,41222,41222,7686,7686,959,959,10592,10592,知识,科学科普
情侣互换！女友深夜假装美女陪练进我房间…还送我了个4090显卡？疯了！,盖里老哥,381523,381523,39422,39422,2152,2152,978,978,8319,8319,生活,搞笑
我把自己成功伪装成了dww！坦白视觉欺诈过程，我就是普通人的饭量,胖虎老刘,376969,746028,9679,17296,299,525,459,1132,130,297,美食,美食制作
【10月】间谍过家家 17,哔哩哔哩番剧,375732,3911606,3164,50724,11,157,32,802,1021,10624,番剧,连载动画
警察都看懵了？,魔法公园Glamorland,371391,1446987,43559,172263,5818,19251,535,2055,1562,5194,知识,野生技能协会
铁球变硬币，一般人很难看出来，原来是这样做到的！,秋刀鱼的快乐生活,369935,1537032,698,11673,2319,7971,120,3117,69,708,生活,手工
最近别人和你聊球，你就和他聊这个！,央视农业,369134,369134,47408,47408,1951,1951,1007,1007,2077,2077,资讯,综合
这个哥谁爱当谁当去！,醒醒吧张律_,366440,391674,9199,11007,670,762,26,41,41,51,影视,短片
【赝波行动轮换图】每日8级 摆完挂机 简单好抄（持续更新中，更新至11.22小丘郡物流站8）,萧然Q,365995,2974960,3247,53022,616,16943,90,1253,3380,44334,游戏,手机游戏
还原《满汉全席》鬼脚七的脆皮干炒牛河！猝不及防的翻车！,猪皮食堂,365672,2551064,10396,104217,874,6115,65,598,409,3217,美食,美食制作
除了靠干爹，裁判，黑哨和抱大腿，还能干嘛？？就是你！,琪琪大王123,365150,365150,12149,12149,989,989,3250,3250,5160,5160,,
人到中年 想飞一次,极速拍档,362488,362488,26203,26203,2628,2628,821,821,10738,10738,,
对于永琪的头我真的尽力了…,山城小栗旬的理发日记,361797,2062218,26484,188450,1181,4230,128,1909,463,4215,时尚,美妆
打飞的来看世界杯啦！亲眼看到第一个进球！,玲子reiko-,359553,758735,37038,86698,1929,3998,653,1925,1552,4123,,
史上最贵世界杯，卡塔尔钱都花在哪了？为什么要花这么多钱？,小Lin说,358585,358585,20303,20303,2589,2589,670,670,5602,5602,知识,财经商业
对面：剑魔后台开了东西是吧？,阿托剑魔,357927,405887,28571,34444,886,1076,125,210,381,555,游戏,电子竞技
“八十年前的话，现在听起来多么讽刺”,wrizedm,357459,376645,30627,33186,15011,16073,158,234,5788,6238,影视,影视剪辑
他们一辈子没有见过国旗，全凭想象，做了这面“五星红旗”,了不起De中国人,357148,481986,30466,46144,2310,3090,335,536,1411,2282,知识,人文历史
混知漫画｜世界杯为啥没有英国队？,混知,356379,425237,10487,15116,947,1212,502,733,682,877,,
【时代少年团】《光环中的少年——“象限”》（上）预告片,TF家族,355017,355017,33436,33436,3708,3708,10157,10157,6194,6194,娱乐,明星
咦？今年世界杯国足为什么没参加啊？有人知道吗,不凉少年派,353059,414574,21989,29496,1708,1955,75,144,101,164,生活,搞笑
PDD：我和大司马早结冰了！什么D人！大司马直接发微信质问,PDD在B站,349906,408019,4337,5606,391,471,244,309,1561,1931,游戏,网络游戏
这玩意外面不得卖个8块8？,Tiger西西,349843,1323698,37298,178799,1836,7065,295,1673,1635,8563,美食,美食制作
舍友的行为习惯，是时候好好培养培养了,三哈兄弟-沙雕日常,349615,1002877,33453,111245,1898,5778,138,610,1470,6135,生活,搞笑
退钱哥到达卡塔尔世界杯大游轮！,,348392,2419355,41872,247761,2024,10424,147,2653,1716,11564,,
神来之球【太离谱了Ridiculous】,太离谱了Ridiculous,347941,2029913,8245,55003,283,1736,27,192,21,102,知识,野生技能协会
【4K】这就是我们如此热爱世界杯的原因,,345106,1313692,49928,125886,9720,27284,265,1875,7184,31034,,
林志炫2022共创之夜深情献唱《滕王阁序》，古文新唱，意境拉满！,王者荣耀,344781,1010741,9288,35338,2016,6151,218,797,501,1986,音乐,音乐现场
【瑞克与莫蒂】剧组又放飞自我了，连自己都吐槽……第六季第七集剧情解析＃232,安迪视频,341842,664387,15266,40777,1354,3522,493,1591,2086,6052,,
这台灯，救了无数人的性命！,戴博士实验室,341553,1882634,48403,239442,5063,24454,146,1048,2353,15172,知识,科学科普
【水果猎人】网络热门水果鉴定23,杨晓洋的水果世界,341407,675956,34085,75284,960,2222,175,639,892,2553,知识,科学科普
【新卡速递】无随从体系？瞎子最强橙武！食魂者之镰！,痞大菠萝派,341319,341319,11518,11518,833,833,705,705,1104,1104,游戏,桌游棋牌
女生诞生记,韩雪喔,337367,652048,20284,43443,1190,2655,55,121,146,294,影视,短片
独属于我的蒙娜丽莎，我早已遇见,弥音音ww,337159,585531,40789,91929,5995,13259,255,524,1062,1936,,
《李信四周年生日与反甲宣传片》（剧场版）,信酱ya守法李信,336521,336521,36359,36359,8242,8242,899,899,21909,21909,游戏,电子竞技
尺帝承认加盟JDG，银河战舰起飞！涵艺警告doinb:别忘了五五开怎么没的,无畏镜中人,334288,508190,3121,5509,167,278,1024,1955,580,1020,游戏,电子竞技
副校长今天放假了,潇潇学姐lady,331874,609733,31129,65955,574,1079,122,554,173,488,生活,搞笑
“史上最贵”的卡塔尔世界杯，到底壕成啥样了？,直男财经,327022,1349092,16396,68082,1676,6450,346,1767,678,2656,知识,财经商业
影视06：千人传销开会，警方卧底终见到最强领头人，竟是个大美女,史君观影,326424,465268,625,1392,2180,4861,0,13,277,619,影视,影视杂谈
意义非凡的建筑?,minecraft_BDZ,326382,590300,26402,39660,2589,4112,358,778,479,662,游戏,单机游戏
据说这是适合12个月以上宝宝们的一道菜，包括减脂期的朋友们！,蚊子-学做美食,325371,325371,39475,39475,4262,4262,344,344,2140,2140,美食,美食制作
满级人类！今天你进化了吗？国粹泄漏！,阿羡搞笑,324523,2806947,1642,14807,10239,97891,0,5,354,2432,生活,搞笑
水面行走太酷了，你知道怎么在海面上站着乘风破浪吗？,,324246,324246,4986,4986,309,309,125,125,38,38,运动,运动综合
有些玩具因为某种特殊的属性，变成了大人们的最爱，修复1890年代 赛马游戏机【本期大神：Old Things Never Die 消逝哥】,麦克斯的修复领域,323931,354406,4798,6973,1248,1467,99,157,749,1120,知识,野生技能协会
偶遇温州街头85岁老奶奶！！开了二十几年的瘦肉丸摊子！！奶奶太温柔了,甜品大帅,323414,1027073,41908,118427,2976,7318,251,868,3425,7534,美食,美食侦探
佛祖一觉醒来掉到了榜二,邪神_Karasu_,322651,322651,17492,17492,1408,1408,436,436,341,341,游戏,电子竞技
暴 雪 现 状,锤子game,322229,322229,28956,28956,3189,3189,1253,1253,5255,5255,游戏,网络游戏
教你超快拿下能力测试史诗皮肤,大话小坛子,320406,885382,8643,16814,8930,34641,879,1191,679,2452,游戏,电子竞技
带惩戒的中单小丑有多爽？,阳光男孩小丑熊,320148,320148,27155,27155,922,922,594,594,948,948,游戏,电子竞技
闺蜜谈了帅哥我后牙槽都咬碎了,七颗猩猩QKXX,320009,2587029,30039,256394,1255,8876,44,792,397,2509,生活,搞笑
炉石主播王师傅聊网易暴雪谈崩停服,王师傅和小毛毛,317429,2404518,21323,255282,2563,29805,490,6677,13452,165216,游戏,网络游戏
阿根廷1比2沙特输了【世界杯小组赛】,人民日报,315449,315449,11270,11270,280,280,1693,1693,120,120,资讯,热点
阿根廷1-2沙特阿拉伯！梅西破门难救主，沙特两球逆转爆出世界杯目前最大冷门！,隔壁红魔,314903,314903,13887,13887,709,709,3181,3181,1111,1111,,
【半佛】想过当咖啡师吗？感受魔幻人生。,硬核的半佛仙人,312915,312915,21927,21927,3285,3285,1531,1531,2883,2883,知识,财经商业
全网最豪横的捞汁海鲜大咖，世界杯必备下酒菜，贼下酒,小文哥吃吃吃,311793,993533,17474,71400,1505,6311,156,1000,4108,14758,美食,美食制作
"200公里帮粉丝大哥拖台车，买只烧鸡路上吃，活也必须干好",田野上的繁荣,310602,310602,20545,20545,646,646,505,505,2450,2450,美食,美食记录
夜班通宵童工，严重化学烧伤 美劳工部特工再曝童工使用,波士顿圆脸,310360,310360,33577,33577,2257,2257,865,865,3174,3174,资讯,环球
女警s13新打法预告一下#狒狒女警 #黑暗收割女警,狒狒女警,309822,675747,7185,15329,567,1244,74,231,108,253,游戏,电子竞技
打剑姬，我直接不走位,剑魔-king,308210,1181300,14090,46606,589,1788,126,465,97,380,游戏,电子竞技
当你在校运会上唱起《孤勇者》并跳起了《爱你》| 南科大2022校运会开幕式力量举社表演,大勒個熊,307615,8741198,15700,699360,2757,83588,85,4587,2640,115470,时尚,健身
当名台词有了回应,变相怪杰Mask,306639,1369248,19217,71657,4238,15945,118,1011,4217,21417,影视,影视剪辑
雪豹首次现身青海玉树市区,都市时报官方,305845,305845,16015,16015,2669,2669,1261,1261,698,698,资讯,热点
提莫：这也怪我？,BBGG丶狮子喵,305451,443031,27778,44836,725,1042,69,255,477,1020,游戏,电子竞技
游乐王子真的太太太太太会玩了，纯纯sbt。,足迹动漫,303924,512164,6986,9981,756,1073,249,481,64,79,动画,综合
PDD：煎蛋有什么好变态的啊？然后眉头一皱 发现事情太不简单了！,猪酱的日常,303624,737322,3215,8305,252,597,152,498,88,182,生活,日常
红警拿到一个超时空转换！瞬间秒变成土豪对手惊呆了！,红警HBK08,302489,302489,18467,18467,500,500,457,457,1889,1889,游戏,单机游戏
英格兰6-2伊朗！世界杯开门红，首个00后球员破门！马奎尔助攻，斯特林进球，萨卡双响！,,301973,376738,7488,13312,288,567,486,1141,556,1314,,
"嬢嬢，你哄人睡觉的功夫确实了得诶",在下铁头阿彪,301119,1674390,5409,103653,9436,42049,12,563,522,11058,动物圈,喵星人
这是不是每个医学生都会遇到的……难题？,山大二院乳腺外科,299269,448010,11315,15405,258,408,96,136,36,68,知识,科学科普
什么？鬼子在中国成功研制出了原子弹？这抗日神剧把我看醉了,文西与阿漆,297930,297930,26816,26816,1434,1434,749,749,3249,3249,影视,影视杂谈
当你以为的阿拉伯人去买石油,阿夫Ashraf,297831,2371942,12799,123608,392,4098,38,273,59,439,影视,短片
生菜不炒才好吃，酒店大厨教你蚝油生菜正确做法，汤汁都可泡面吃,家常菜日记,296637,559782,6255,13212,11723,23813,295,564,1829,3378,美食,美食制作
最近的广州大学生是不是都这样？,粤知一二,296338,599746,29538,65730,1066,2376,260,568,610,1560,生活,搞笑
心之钢？那就以钢克钢,搞得自己很帅一班主任,294834,487971,15388,32850,374,720,182,443,136,453,游戏,电子竞技
猪猪侠中最具御姐风的公主！GG爆博奇荣获希望铠甲！,,292857,756051,14573,45204,2984,6204,82,918,359,1709,国创,国产原创相关
DNF六天六瓜 副本跳票 搬砖遭殃 拍卖BUG 还开嘉年华？,东方寒兔,291686,291686,19763,19763,1998,1998,1801,1801,9276,9276,游戏,网络游戏
网络热门“智熄”视频鉴定?,三无公社,290999,290999,20415,20415,858,858,500,500,1829,1829,知识,科学科普
到了这个价格，还要强调食材，已经是对自己手艺一种心虚了！｜真探来了,真探来了,290870,663975,6861,17867,244,661,242,690,363,783,美食,美食侦探
「尸菌菌qwq」学妹 or 学姐？——‖学院风穿搭‖,尸菌菌qwq,290645,541734,37929,67813,12506,24102,228,466,1662,3058,生活,日常
13元一碗东北爆辣麻辣烫，配上炸串，减肥的闺蜜抵的住诱惑吗？,方芳的快乐生活,290082,290082,21628,21628,1384,1384,613,613,5192,5192,美食,美食侦探
2022卡塔尔世界杯主题曲《Hayya Hayya》,咪咕体育,288751,937181,6635,17789,1612,4348,309,1297,214,743,,
《死神 千年血战篇》第七集 Born in the dark 一护vs友哈 神级作画再次展开！初代十三队出现！剧情补充！原来漫画你就写了个大纲啊！,懒人核心,288172,288172,13782,13782,1595,1595,3273,3273,6117,6117,,
【基德】翻60篇资料，为什么欧洲人今年能过冬,吟游诗人基德,288166,1014375,14997,73757,2326,11368,1063,4084,6417,28813,知识,科学科普
从长大到去世只需要1.1秒的全自动烤猪机...,江鸽北主任,288077,324094,25825,30840,3782,4146,151,218,244,304,游戏,单机游戏
挑战回家不摸狗，笑死，根本摸不着,锤子啊二条,288061,560231,11933,27762,1009,1850,149,461,1235,3304,动物圈,汪星人
网课整活？当代学生上网课，竟都在变身猪猪侠！,夜小雨爆笑社,287537,3580186,774,8248,4885,61402,4,32,90,890,生活,搞笑
当各个城市不知道吃啥时！,笑点有点低哦,286096,629221,1546,13982,1428,2296,62,425,38,122,生活,搞笑
变钱神器，白纸变红票子，这么离谱的事，是如何做到的？,,285448,940080,256,995,2951,10790,12,129,26,110,生活,日常
猜猜哪个满级（满阶）植物能在一个大招加成下击败30个四阶全明星,Darkの骑兵,284226,1395408,5551,26910,255,1211,29,137,51,242,游戏,单机游戏
《那个我未曾上手 但却无比熟悉的游戏》,凳子凳子_,283544,283544,33330,33330,1550,1550,608,608,200,200,生活,搞笑
这一拳，给对面砌墙里面了,尴尬的铁根er,283124,946640,6960,63136,713,1829,25,1183,292,2405,游戏,手机游戏
把家里的猫拿去当了，换肉吃去咯,马二娃,282347,317358,35089,42211,1475,1798,212,338,22839,30527,,
imp点名表扬火播君：这个比做我视频被发到韩国，他们都孤立我了！,火播君,281249,281249,4139,4139,340,340,495,495,179,179,游戏,电子竞技
陶昕然：内娱这么敢说的，真的不多了,不普通人类实录,280454,880123,21275,75533,3136,10318,375,1638,10015,33177,娱乐,娱乐杂谈
月销上万的衣服，是如何害人丢掉性命的？【大史实测】,大大大史,280302,794495,15651,34867,3270,7080,331,1772,664,3993,知识,社科·法律·心理
刘强东发布京东全员信：副总监级别以上降薪10%-20%,财联社CC新闻,280048,280048,6433,6433,614,614,516,516,206,206,资讯,社会
在全部都是尖啸体的世界生存？走一步就出监守者！我的世界,大只的苏北,278718,1089873,2261,14769,11311,41267,7,72,671,3376,游戏,单机游戏
兄弟是个爱锻炼身体的“细狗”【猛男日记】,猛男表妹,278704,1167451,10969,49797,722,2352,37,192,178,614,生活,搞笑
喝水我只喝艾尔海森的洗澡水,裘也千野,278380,278380,37572,37572,6151,6151,733,733,2953,2953,动画,短片·手书·配音
狗：我就说了这个家没我不行,顾左柚而言塔,277960,350281,21333,26253,1226,1421,30,52,74,91,生活,搞笑
只为了闺蜜的终身幸福，有意者留言 #精神状态,,277897,277897,32799,32799,2278,2278,105,105,144,144,影视,短片
当上网课时不小心把麦打开后，对话内容全被同学听到了！,,277687,2204625,2232,41767,915,6778,95,1005,41,292,生活,搞笑
求三连保护我方视频,小黄瓜子壳儿,277500,332907,15957,20261,1437,1693,172,284,200,344,生活,搞笑
听说你们想看我穿瑜伽垫？,氧化菊,277387,305415,31775,37656,1745,1929,86,151,382,499,时尚,服饰
30岁失业后，我踏入了东北最神秘的第三产业,老张人在江湖,277299,337602,11599,13966,3582,4325,664,987,6674,7915,生活,日常
从机场到球场都有小礼物！还挺有心呢,,277161,277161,37133,37133,849,849,432,432,474,474,,
【汤姆老师】蔡徐坤整容？这还能有争议？,汤姆的混乱空间,277047,277047,32638,32638,1662,1662,1049,1049,4482,4482,娱乐,娱乐杂谈
将就吃 烤五花肉,快乐烧烤屋屋长,276844,636615,24978,65469,836,2106,241,1010,2564,8197,美食,美食记录
杂交水果之爸又整新活儿！改进技术还换了配方重要原料竟是狗粮？,裤子嘚吧嘚,276199,1010248,483,3096,2236,9130,0,4,42,151,生活,搞笑
中国汉堡塔斯汀全系列大测评！究竟是不是专骗中国人？,穿毛裤的小拉泽,276198,276198,22010,22010,1330,1330,739,739,2902,2902,美食,美食测评
雾子：灵狐，为你引路！！！,河野华,275903,644518,22812,59321,5338,12166,397,1493,5469,13960,,
