视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
卡塔尔我来了,,395760,511006,22128,32817,685,1027,659,1129,3728,5646,,
大孙子真可夸，考10个生字才对仨,晗哥mc,392725,564677,5493,20376,14780,19848,21,97,569,923,游戏,单机游戏
下大雨男子坐不到公车，直接选择走水路，排水渠过弯，网友:他是懂排水渠的！视频来源：@甫 # 排水渠过弯 # 排水渠超车,小白的快乐驿站,392111,392111,26828,26828,1371,1371,260,260,221,221,生活,搞笑
路上被劳斯莱斯追尾，为何大哥执意不让报警？,懂车侦探官方,391617,820347,227,1834,1121,2444,6,118,16,54,影视,短片
国产显卡来了！能媲美RTX3060么？摩尔线程MTT?S80上手实测,FUN科技,390490,390490,23569,23569,3143,3143,2750,2750,10685,10685,科技,数码
网易跟暴雪分家 停止国服游戏服务 | CEO鲍比真不厚道 | 谁来接盘暴雪代理？,爱迪生玩游戏,389470,389470,13887,13887,1232,1232,1964,1964,4332,4332,游戏,网络游戏
韩国最好的怪兽科幻电影，奉俊昊最被低估的作品，深度解读《汉江怪物》,培根悖论唠唠嗑,387302,767692,18217,43379,4201,10008,953,2156,9316,20307,影视,影视杂谈
【罗翔】国家公园捡了鹿角，illegal！还回去！,罗翔说刑法,386556,386556,59697,59697,2782,2782,1091,1091,7589,7589,知识,社科·法律·心理
【半佛】梦幻西游，痛揍经济学,硬核的半佛仙人,386313,1320177,22587,68652,1858,9790,265,3372,932,7367,知识,财经商业
强迫症看完都会喊一声 舒服了,以前也是个歌手,386160,386160,18559,18559,875,875,54,54,74,74,生活,搞笑
【伯爵狗】小舞段，有变装，不影响动作衔接,伯爵狗,383870,935973,91527,213208,16351,36416,336,892,5570,11796,舞蹈,中国舞
震惊 入手一只金丝熊居然只要……,小景有很多鼠鼠,383353,849267,11106,23608,329,819,115,442,80,144,动物圈,动物综合
共和党夺得众议院！佩洛西光速下台,波士顿圆脸,382585,382585,40553,40553,2614,2614,764,764,4112,4112,资讯,环球
“仅此130秒，原神中那些无法被超越的台词！”,血小板??????,381464,892688,33412,86194,25801,49420,351,1316,6494,12323,动画,MAD·AMV
历时5个月种黄瓜，最后蚌埠住了,花前先森,380597,682247,839,6411,647,1226,18,105,21,78,,
每天一个离职小技巧,良心发作的chunchun,378999,378999,56559,56559,3492,3492,293,293,4405,4405,生活,搞笑
以前的皮小浪vs现在的蓝色妖姬——为了追回宝马车里的小美，他化身蓝色妖姬,卓smal,378513,1169938,941,3002,6266,24434,0,8,104,300,生活,搞笑
沈腾「轻断食」瘦10多斤炸上热搜，深度拆解食谱，照着吃你也瘦！,叔贵,376681,505646,15635,26127,8089,11238,459,730,3420,5550,时尚,健身
大哥出手真阔气，进屋就给老板娘600块钱，要吃捞汁牛排骨，这么贵的菜，大厨可别掉链子。,大嘴儿美食挠儿哥,376377,376377,22243,22243,582,582,315,315,894,894,美食,美食制作
如果国漫水平倒退10年！观众：还有这种好事？,咕噜一口小三胖,370383,813755,6231,20094,13243,25150,267,1417,2227,6779,,
网易官方回应：已准备游戏退款，有缘相逢的人会再次相逢,,370189,1407800,2360,9501,182,795,549,2780,51,215,游戏,网络游戏
国乓爆冷！亚洲杯国乒男单止步八强  林仲勋4比3王楚钦#11,新闻晨报,369617,369617,3178,3178,231,231,1524,1524,31,31,运动,竞技体育
欧美歌手清唱VS成品，也许你与歌星只差一个伴奏，自带混响太绝了,蛋蛋Music,369075,1256437,5123,19597,21504,83374,10,38,1755,5468,,
直播惨遭滑铁卢，小爱同学一身反骨,星学妹娱乐,368849,573361,20124,32324,363,582,18,32,62,78,娱乐,娱乐杂谈
绝了...果真挖到宝了！！！,离城溜溜溜,368092,7795794,5823,74668,2957,58433,28,145,220,4772,生活,日常
无厘头但搞笑,纪予安啊,366347,836101,20199,52946,1196,2705,103,325,175,398,生活,搞笑
希望他不会刷到这条视频,校校马上火了,365513,1909248,34075,176958,2936,12728,207,1156,694,2751,影视,短片
割了包皮真后悔，每天晚上难受的要死，肿成了大西瓜！,恐怖地带来恐怖,365310,365310,10917,10917,1050,1050,1087,1087,961,961,生活,日常
【赝波行动轮换图】每日8级 摆完挂机 简单好抄（持续更新中，更新至11.18大骑士领酒吧街8）,萧然Q,364342,1274093,7426,34741,2130,12966,136,537,6876,28548,游戏,手机游戏
《小龙虾拌面与酸菜炖粉条》,阿哈哈哈哈哈黑猫警长,363787,363787,39428,39428,1566,1566,717,717,1802,1802,美食,美食记录
寄明月，但是二人转,酸梨大王,361063,361063,50134,50134,3677,3677,1111,1111,14470,14470,舞蹈,舞蹈综合
当腾讯代理了《愤怒的小鸟》后会发生什么？,健人大人,360013,523604,26625,36628,2384,2890,164,475,841,1827,游戏,单机游戏
欧美网上超火的厚烤土豆做法，外脆里嫩、香辣蒜香的烤土豆，太好吃了！,奥地利的小胡,359851,434099,19919,28114,13171,17214,290,538,4123,5957,美食,美食制作
难道这就是传说中的流沙河？,,358613,412291,28163,33083,742,914,89,145,84,106,知识,科学科普
谁能拒绝一个绿茶呢？,卑鄙的老曹,356658,356658,40902,40902,2072,2072,571,571,9211,9211,生活,日常
谁说国产配音不行？满级小孩用一句以雷霆击碎黑暗燃爆全场！,裤子嘚吧嘚,349655,1422072,1639,6075,9472,40872,4,8,134,605,生活,搞笑
对比数据：变异人种概率,Matan制作室,348455,1160577,2645,30328,10491,22610,17,1313,507,3025,知识,科学科普
PDD谈暴雪网易终止合作：应该不会是腾讯代理,PDD在B站,347514,1028605,5490,14934,496,1602,828,2840,1267,3849,游戏,网络游戏
被7个屠夫拒绝的本地猪太猛了 5个人根本控制不住 让大家也看一下,鹏大锤子,346284,627764,365,594,2174,3956,1,10,116,200,,
揭秘日本治安最差贫民窟，绝对颠覆你的认知！,kei和marin,345987,616855,15827,38836,1524,3968,624,1639,3774,10429,生活,搞笑
绝版视频！弑神对手七张三星五费。,云顶猫咪,344220,344220,23870,23870,2202,2202,1860,1860,10861,10861,游戏,电子竞技
【我的契约兽是中华田园犬】一口气看完精剪合集,香橙说漫,344191,871404,837,3740,11243,36523,0,13,258,815,国创,国产原创相关
“库里南-库里南”,皓篮球,342048,342048,30932,30932,983,983,467,467,1093,1093,运动,篮球·足球
有秃头老爹了，已经不想和没有秃头老爹的人说话了,整活大师Nathan,341919,1099611,9811,30030,546,1738,16,52,36,87,生活,搞笑
【4K60FPS】夏奇拉《Waka Waka》世界杯神曲！群星云集的年代！,音乐私藏馆,341172,750493,17124,50009,6181,13867,723,2180,2731,7617,音乐,MV
都说电子竞技不需要视力，那大家都虾，就你看的见，你不就拔尖了嘛～,玩不玩-国服保姆瑶,341044,442754,7538,12386,806,1169,136,248,113,202,游戏,电子竞技
这都是什么学生？？？？造大学#1,超果果mc,340032,2736644,1044,143314,5512,38892,0,1219,333,23703,游戏,单机游戏
哥 的 江 南 风 格 |当 韩 语 歌 翻 译 成 中 文 唱,MrYang杨家成,339030,546257,33859,50658,3033,4685,440,680,878,1489,音乐,翻唱
去密室逃脱当一把NPC？,Thurman猫一杯,338562,1948759,7652,93197,4275,17566,22,576,215,2027,生活,搞笑
当万场盲僧solo十万场石头人时…,北冥李青,337877,612363,26478,39092,2508,4553,354,762,296,683,游戏,电子竞技
长老与众多弟子都瞧不起的男主没想到领悟的剑意却如此之强,半岛动漫,337380,1067348,1020,11958,4424,13378,1,94,125,415,国创,国产原创相关
一口气看完奈非限定剧《1899》，五星推荐，恐怖悬疑，年底压轴大戏！,噔噔悬疑社,334687,334687,10215,10215,5500,5500,483,483,2990,2990,影视,影视杂谈
没有充VIP！就是自寻死路！！！,佐悠-Leisurely,334470,334470,61320,61320,2751,2751,462,462,14590,14590,游戏,电子竞技
儿子两岁半了，越看越不对劲,从众排行,334277,1666777,15092,68052,1382,6128,287,1640,613,2306,生活,搞笑
（ 霸 凌 之 战 ）猫妹：无所谓 我会出手,星有野,334265,4606406,9052,339058,10609,104336,66,8947,3228,154277,动画,短片·手书·配音
可是她是公主诶,姜生花_,334077,2516294,53084,342591,8823,55318,164,1691,1545,9898,,
当我让53岁的爸爸COS七海建人,大米壹袋袋,333134,1888460,44599,285187,10770,54652,343,3610,5826,36292,,
“让 你 二 创，不 是 让 你 创 死 观 众 啊 喂！”,Crazy-face,332513,515186,21090,36931,3288,5382,89,219,4182,7469,影视,影视剪辑
江歌案翻拍！这剧锤了她故意把闺蜜关在门外！还揭穿了她的各种谎言！好敢拍！,雪糕糯米糍粘粘,332118,1672374,556,4972,2577,15690,0,201,56,383,影视,影视剪辑
老年痴呆眼里的世界是这样的！,熊羽的北漂成长日记,331560,6454878,28541,593487,5076,103222,83,3222,1890,34214,知识,社科·法律·心理
健身10年无人知，妹妹露脸万人来，隔离第16天,,331405,7120270,10377,277038,570,13221,44,4028,1660,43658,时尚,健身
男子路边捡到一条流浪狗，小狗为报答恩情，帮主人找了个完美对象,摘星动漫,330452,1441348,303,2928,2015,9528,0,14,45,249,动画,
虚假的血量，真实的伤害！,王者荣耀听安,329980,1371840,3116,29964,536,2398,10,261,16,167,游戏,电子竞技
“请等我失败死掉后，再来笑我吧”,貂蟬的腿毛,329558,3337638,38097,356821,6677,60166,175,2136,2407,20701,动画,综合
杀虫喷雾 vs 引诱型蟑螂粉，没对比没伤害...#家庭版蟑螂粉,瑞洁战螂小分队,328901,592004,23233,38245,5064,8542,578,996,164,375,生活,日常
她私下里就……很可爱啊,小深深儿吖,327903,777067,18809,44803,7496,16854,517,1500,4415,11748,生活,日常
10万少女献国王，斯威士兰是怎么做到43%的人得艾滋病的？【魔幻国度10】,太阳星sunstar,326783,326783,28106,28106,2149,2149,242,242,2364,2364,知识,人文历史
作为一个完美主义者，我还是太不完美了.......,赖活青年,326222,326222,10854,10854,268,268,57,57,160,160,生活,搞笑
老头：掀开被子里面全是吕布,,325138,763026,18030,61058,463,1242,119,775,766,2359,游戏,手机游戏
倒霉事都让你碰上了,快乐冲浪指南,324846,571239,21847,31838,5685,8948,373,728,507,797,生活,日常
一个连央视都救不活的节目却诞生了无数的神曲！,音乐课代表king,324180,1086497,11893,35432,2595,6608,253,1211,952,2232,,
莱依拉:吾好梦中杀敌！,名字就叫大梦一场,321928,321928,28871,28871,1218,1218,900,900,1072,1072,游戏,手机游戏
假如室友关系是父子..... 其实不用假如...,熬一耶ye,319153,1077923,49610,161835,3002,8684,184,822,3145,10317,生活,搞笑
你有没有想过，可能身边的人对你隐藏了身份？,半勺大西瓜,318332,1190439,1564,10792,5939,23322,-2,239,276,1003,生活,搞笑
那些让人一眼沦陷的绝世容颜！,星颜晴子,317645,1640324,7645,70770,18432,60018,41,697,734,4859,娱乐,粉丝创作
【10月】间谍过家家 16,,315417,5569192,2056,65505,15,183,10,803,800,18273,番剧,连载动画
旺！旺！！,周老头呀,315295,1788617,52416,280323,8844,39428,91,777,2407,10740,生活,
新皮肤能多叠几层被动，这应该不过分吧？,老月亮M,312604,427171,8618,14972,284,378,94,238,71,136,游戏,电子竞技
《宝可梦 朱》全剧情流程解说01 开放世界冒险,口袋迷ag,312509,312509,16965,16965,5497,5497,2413,2413,10663,10663,游戏,单机游戏
中国现在，非常缺铁！【地球知识局】,地球知识局,312461,379604,13235,18063,2364,3229,695,991,1574,2624,知识,科学科普
《让子弹飞》1处烧脑情节堪比恐怖片？破解「雨夜杀人案」的真相！10万字解读13,郭云神奇,312265,312265,34475,34475,3284,3284,328,328,9025,9025,影视,影视杂谈
感谢大家关心，平安顺利，6.8斤可爱小公主！,疯狂大杨哥,312200,338763,41661,46586,724,849,343,458,3886,4138,生活,日常
是时候让舍友懂得如何做一个合格的大学生了,三哈兄弟-沙雕日常,312008,10313436,32674,1205196,4650,151393,139,4693,5074,143507,生活,搞笑
