视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
一家子都很好笑的样子，古怪的老陈家：陈凯歌、陈红、陈飞宇,一只吐槽圆,642066,642066,40422,40422,2943,2943,3201,3201,3901,3901,娱乐,娱乐杂谈
我去，这种卡在游戏王里好像叫枪王【水无月菌】,水无月菌,631583,631583,57518,57518,7004,7004,2253,2253,21701,21701,游戏,桌游棋牌
锤石：S8三星辛德拉拉九个人上场 来来来 锤石你来当！,,630790,630790,8932,8932,130,130,443,443,649,649,游戏,电子竞技
等了9年，这个男人终于亲手为我做了饭…,盗月社食遇记,627470,1405960,48448,139949,5288,16570,512,2192,22399,62567,美食,美食侦探
可是她是公主诶,姜生花_,626113,1812714,99495,238726,14810,38627,392,1356,2614,6801,,
仨战士清空了这家自助餐的虾！店员惊了,吃不饱仨战士,616304,616304,54456,54456,1493,1493,425,425,1198,1198,美食,美食侦探
这个游戏很刺激！有猫的可以玩起来！,张海柱,615849,749943,15111,21348,783,940,196,267,87,110,动物圈,喵星人
艺考生因为一幅画，竟被老师看出生病了，检查结果让他崩溃！①,幕撩电影,608777,2151197,363,1156,2066,6406,0,4,95,252,影视,影视杂谈
下课千万别睡觉！！,乐天乔宇派,603932,4856686,53602,439858,10571,79757,619,5380,3051,18251,生活,搞笑
脑浆会比一般人要均匀些,查理蹦蹦,589323,1825880,45520,203873,8223,31872,1182,3545,2756,8025,生活,搞笑
是谁我不说！,乱小世,588820,973007,24991,47766,1080,1989,392,675,108,203,生活,搞笑
无 她，只 因 手 熟 尔！,逗武者旭晖,582058,1387651,71468,147631,6237,12101,1024,2680,9882,22256,运动,运动综合
我直接一整个震惊住！,i爱探险的Dora,579406,18132730,2086,290022,2326,198177,195,11785,361,21678,时尚,美妆
离谱！假装陪女友熬夜熬出重病…女友看到偷换的假体检报告人傻了？,盖里老哥,578020,578020,68217,68217,6903,6903,1770,1770,34937,34937,生活,搞笑
他在A点1v5，而你，却连B点都守不住,浑元Rysn,570306,713170,37306,54550,6088,8460,520,918,18566,25411,音乐,演奏
呼吸哥得知原神官方给自己送礼物！当场吓一大跳：以后剑姬搞个刻晴的皮肤 绝对有料！,游戏BBQ,570129,570129,15169,15169,1256,1256,2994,2994,190,190,游戏,网络游戏
爸妈：你敢养猫我就（使劲rua猫并且）把你腿打断！,甜甜哒喵,549662,549662,45719,45719,5513,5513,373,373,1573,1573,动物圈,喵星人
进货去了,乔乔和夫夫,524064,692006,30200,52383,788,1161,140,290,148,272,生活,搞笑
当你在校运会上唱起《孤勇者》并跳起了《爱你》| 南科大2022校运会开幕式力量举社表演,大勒個熊,522129,5881532,40437,504114,5161,54444,226,3405,7646,84212,时尚,健身
莫菲特 上路智多星！！！,破阵子l,519281,519281,35772,35772,2602,2602,813,813,12685,12685,游戏,电子竞技
养了几只水桶腰的猫···,爪子殿下,515610,1535525,44777,138761,5379,14948,252,774,805,2029,动物圈,喵星人
原来这些都不是全国统一的,粤知一二,515084,1967140,50676,193123,2685,9669,572,2316,727,2776,生活,搞笑
教育减负为什么永远只是个笑话？减负的困难分析,-阿健-,508291,724991,43211,67867,18155,28899,2736,4259,18727,32284,知识,社科·法律·心理
【叙拉古人】IS系列全关卡 摆完挂机 简单好抄（完结至IS-S-5突袭）,萧然Q,504461,3520413,7606,73039,1057,19088,344,3877,8817,73774,游戏,手机游戏
女儿得了白血病，我在广东打工。挺久没吃米饭，一盘苦瓜干了两碗饭。,一人生坎坷,504101,929872,93670,173443,9336,16202,1247,3134,137218,248431,美食,美食记录
每天一个告白小技巧,八云兔不秃,500870,500870,47495,47495,4633,4633,1505,1505,4853,4853,生活,搞笑
被嚣张情侣欺负！难道小孩不配打游戏？别欺人太甚,天成说游,498693,682684,388,723,5025,7639,0,14,104,149,游戏,手机游戏
心痛！11岁女孩被文具店老板怀疑逃单，遭羞辱后跳楼身亡，疑个人信息曾被公开“悬赏抓捕”,搜狐新闻,498170,561752,40755,46507,2297,2840,1241,1785,1070,1366,资讯,社会
【独家】两不疑 第二季 第5集 给朕生个孩子【10月国创】,哔哩哔哩国创,497270,497270,8938,8938,6,6,414,414,2325,2325,国创,国产动画
被社牛小学生包围是一种什么体验？,一只广宇,490998,843485,2515,21644,5108,7503,35,814,1083,10004,,
对手：把俺从小黑屋放出来呗 真的知错了 呜呜呜,,487269,487269,8415,8415,134,134,292,292,980,980,游戏,电子竞技
钻石汤姆,动画成君,487168,1254897,43512,90544,8932,17142,420,1210,13510,28694,动画,短片·手书·配音
2022骁龙峰会 | 首日主题演讲回放-中文同传,高通骁龙,482127,482127,1369,1369,198,198,76,76,132,132,科技,数码
笑死，这跟直接吃胆固醇有什么区别？,小满家的晚饭,481155,936431,20759,43443,2729,5259,227,614,4016,8395,美食,美食制作
一看就会！3.2新深渊12层6间满星攻略！,泪眼执笔墨成花,475725,475725,39971,39971,5304,5304,4841,4841,14898,14898,游戏,手机游戏
我用400天，做了一款让所有人免费商用的开源字体,oooooohmygosh,473647,1081677,58752,143748,32444,81961,1374,3791,60593,150153,知识,设计·创意
虚假的血量，真实的伤害！,王者荣耀听安,473550,867409,8760,24388,1186,1500,43,240,81,137,游戏,电子竞技
【全网首杀?赝波行动异德单人18】“你不会以为一个特种就能…woc”,喀兰攻略组,471644,471644,31393,31393,5610,5610,1825,1825,6329,6329,游戏,手机游戏
三星稻草人：新三星五费三星厄加特? 弟弟而已！,,468375,468375,7733,7733,135,135,345,345,369,369,游戏,电子竞技
教一门手艺 有一个副业 都不容易 一起努力,大能的方方面面,466549,608084,30898,37820,6460,8129,369,568,4776,6849,时尚,T台
珠海航展：92A型9mm手枪如何关保险,世界轻武器ARMS,459497,1677631,26288,99901,3749,12440,369,1719,330,847,科技,工业·工程·机械
放鼠归巢+尾带电线=群魔乱舞,老丛视线,458474,519797,38995,43668,2811,3082,381,654,944,1637,动物圈,动物综合
考试的和生日的，都沉默了,小叮当的一家,457899,891269,49385,117490,1310,2582,74,312,490,1534,生活,搞笑
冬季骑行川西，帐篷里烧炉子内外温差达到23度，晚上再冷也不怕,徐云流浪中国,452276,547741,33496,44815,2598,3547,1231,2411,24740,32902,,
我的第一条“vlog”，能上热门吗？,导演小策,451069,1825465,85584,260973,5842,27909,371,4540,14814,139822,生活,搞笑
米津玄师被创飞是什么梗【梗指南】,梗指南,446517,446517,40857,40857,3382,3382,852,852,995,995,,
RTX4080评测：价格太贵啦！,极客湾Geekerwan,444445,729333,20014,42928,1578,3706,1850,4032,7335,14171,科技,数码
漫威禁地「癌变宇宙」有多恐怖？吞星头颅被做成引擎，毒虫猛兽横扫千军,努力的Lorre,441460,441460,54960,54960,5426,5426,582,582,10367,10367,,
特朗普正式宣布参加2024年美国总统竞选,央视新闻,440820,440820,38619,38619,1609,1609,1229,1229,879,879,资讯,环球
全韩最火网漫改编! 《柔美的细胞小将》和大家见面啦~！,迷影社,440021,2962205,1327,9646,6,58,211,2149,200,1520,电视剧,海外剧
带娃露营想去钓鱼做个鱼汤，结果被保安大哥叫停了,vivi可爱多,438999,1446467,4265,26729,330,2104,67,538,837,5665,生活,家居房产
【时代少年团】《浅炸一下吧！》04：时代lòu一手,TF家族,438986,438986,41931,41931,7081,7081,3238,3238,12584,12584,娱乐,明星
男子吐槽媳妇买个“世界上最没用的东西”,小叮当玩具达人,437911,1282090,8258,15273,1334,3414,91,268,95,233,动画,手办·模玩
【卢克文工作室】关于疫情的一些推测和看法,卢克文工作室,434906,434906,23726,23726,3641,3641,144,144,5855,5855,资讯,热点
相亲号，我的快乐源泉,甜妹领军人物,433792,496910,41637,50975,3838,4414,1629,1880,2124,2577,生活,搞笑
塔姆：喵喵的 厄加特吐一堆宝箱 ，设计师，你管管他！,,432357,432357,7592,7592,94,94,370,370,984,984,游戏,电子竞技
【明日方舟】“叙拉古人”IS-S1~5平民全关卡低配攻略（含突袭）！阵容平民+低练度+语音详解的愉悦攻略！《明日方舟》|魔法Zc目录,魔法Zc目录,426536,426536,25096,25096,5067,5067,1042,1042,12720,12720,游戏,手机游戏
当一个人一无所有的时候，那他也就无所畏惧！,抗日奇侠,422072,910457,1399,4967,3504,7161,22,91,36,92,影视,影视剪辑
刘庸探访尤文图斯（2/2）,刘庸干净又卫生,421599,421599,33538,33538,1341,1341,884,884,5195,5195,,
我花两周，把阳台改造成对面邻居羡慕的样子！,一粒沙的生活,421257,1731491,17739,74002,3987,14039,449,2239,623,1754,生活,家居房产
“450元转让二手舔狗，可小刀”,我叫孙火旺,420056,420056,37527,37527,1863,1863,1654,1654,10083,10083,生活,搞笑
"泽丽重做完毕:全技能大改!R机制重做，依旧拉扯!Q射程削废了/W改为物理伤害/E新增攻击附伤！最速获得小型英雄重做！",LOL小绿毛资讯,418912,418912,7050,7050,203,203,1827,1827,135,135,游戏,电子竞技
【3.2深渊】她在飞哎！刻晴单人无伤满星12-3永劫龙兽,東葉月,417914,417914,26018,26018,3576,3576,1868,1868,7878,7878,游戏,手机游戏
泰森！当我握住你的手，我知道，我握住了最值得尊敬的拳头，我们爱你！泰森,李景亮mma,416572,416572,42582,42582,1991,1991,641,641,2008,2008,运动,竞技体育
不懂就问吃完串串把签签擦这么干净，这样真的可以便宜点吗？,川渝火锅底料工厂老杨,414580,414580,1456,1456,92,92,147,147,40,40,美食,美食记录
【新卡速递】穿越时空！橙卡阿纳克洛斯！把随从送入未来,痞大菠萝派,413165,413165,14638,14638,1064,1064,993,993,1659,1659,游戏,桌游棋牌
G20变G5？仅五位领导人拍摄“全家福”,观察者网,409333,409333,19537,19537,383,383,319,319,158,158,资讯,热点
这我真的服了！！太犇了！！！,灵鹿麟,407760,11390624,5274,179741,3466,107368,40,179,467,10689,时尚,美妆
让你们体验一下“异地恋”吧,分手大师阿电,407758,918248,884,2227,3311,6931,0,6,289,524,游戏,手机游戏
FPS玩家：万物皆可换弹,大果粒粒V,407585,996772,13351,42257,8219,22886,252,927,3416,8875,生活,搞笑
简单材料，简略步骤，轻松实现炸鸡自由？,蚊子-学做美食,406804,406804,51975,51975,7739,7739,465,465,3176,3176,美食,美食制作
【阿斗】北美黑马票房冠军！1700万美元成本，全球票房超2亿！2022最新恐怖片《危笑》,阿斗归来了,406751,1068297,12215,44566,1528,6662,684,2435,2103,6782,影视,影视杂谈
【原神整活】 纳西妲：王   德   发！！？？,折腾5号,405971,1436142,39618,152354,9586,27631,109,852,3435,17621,游戏,手机游戏
我就说封校能出事吧,粗犷毛线君,405909,1551602,22571,79287,1558,5027,186,782,6311,21585,生活,搞笑
11岁女孩疑因被指偷文具后跳楼，店老板曾公开女孩信息进行“悬赏”,网易新闻,405602,558407,25242,31225,1638,2341,2832,4427,944,1228,资讯,社会
笑笑欲劝降邪剑仙并表示只要坦白脚本就保你！,德云色偷梗堂,402069,402069,3388,3388,599,599,1788,1788,247,247,游戏,电子竞技
胖龙快憋疯了，点一桌的外卖，在家和儿子涮火锅，这次可过瘾了,胖龙的小生活,398999,398999,25224,25224,878,878,686,686,7223,7223,美食,美食记录
没想到偷我纸的人是我同桌！,玖言和平精英,398824,1144396,517,4207,2776,8561,-4,24,48,176,生活,日常
【英雄联盟】北极星神-皎月:5杀后全图下雪!变为冰雪地图！R伤害2位英雄时还能换装！,,395325,395325,6565,6565,297,297,1333,1333,164,164,游戏,电子竞技
冬天里第一顿大鸭腿“冒烤鸭”，20年夫妻店的老味道，一到饭点满当当,肉肉大搜索,393077,393077,27753,27753,1640,1640,636,636,2057,2057,美食,美食侦探
挑战,DY小哈皮66,392227,655918,5018,7922,1096,1975,137,301,310,446,动画,综合
“请等我失败死掉后，再来笑我吧”,貂蟬的腿毛,392087,2675123,35179,289433,6302,47940,288,1799,3240,15934,动画,综合
健身10年无人知，妹妹露脸万人来，隔离第16天,张十七历险记,390084,6219758,17291,250524,1041,11850,125,3901,3683,39278,时尚,健身
我愿称之为“巧夺天工”！刚出土的翡翠白菜，真不舍得吃~丨面果白菜,老饭骨,389169,763240,35020,80791,3137,7768,676,2091,12156,32117,美食,美食制作
老板拖欠工资，农民工跳楼抗议，没想到人真死了！经典网剧《灵魂摆渡》第十四回,小片片说大片,387474,387474,40639,40639,2963,2963,557,557,10743,10743,影视,影视杂谈
老年痴呆眼里的世界是这样的！,熊羽的北漂成长日记,385212,5812105,30096,543398,5988,93551,189,3020,2921,30419,知识,社科·法律·心理
没想到静香也是小黑子...,刘拖地,378958,967041,54875,97347,5382,9877,142,611,9844,25069,动画,短片·手书·配音
他好像是演的…但我不确定…,淦淦惹,378579,378579,45656,45656,1432,1432,802,802,3584,3584,生活,日常
学狗叫大赛，狗获得了第二名。,沙雕宠物在哪里,377255,595620,20219,31236,5219,9391,667,1020,962,1576,动物圈,汪星人
当十个UP主内战...有人急了,阳光男孩小丑熊,375341,685134,18940,43135,451,1104,418,1112,472,1071,游戏,电子竞技
《岳父的计谋》,饭饭情感故事,374961,426946,11340,12602,507,558,280,347,123,132,生活,日常
"【英雄联盟】灰烬骑士-铁男-皮肤预览!开大长出翅膀，大招特效超帅！皮肤原画气氛拉满！",,374434,374434,6813,6813,294,294,1553,1553,128,128,游戏,电子竞技
西 伯 利 亚 眼 影,煤氣波,373971,394657,24883,27129,11528,12225,403,522,3356,3833,生活,日常
「他姓牛，人更牛」,请你喝好果汁,369675,369675,49652,49652,12279,12279,903,903,12069,12069,影视,影视剪辑
俩野生小狐狸长年混迹收费站，见车就拦然后上去索要食物，凭实力把自己养的白白胖胖,直播日照,369164,429432,26135,34165,2254,2946,285,458,138,171,资讯,社会
公 平 交 易,宝鲁日GO,368679,569195,42242,70150,1033,1745,275,725,1161,2222,美食,田园美食
海贼王1067话第2波情报来了！贝加庞克发出“上船”请求！古代机器人袭击圣地？桃之助果实之谜揭开！,动漫作业本,367701,367701,13838,13838,417,417,1313,1313,919,919,,
卿卿日常：搞笑嗑糖下饭！感人又可爱的女性群像剧【哇妹】,哇哇哇妹,365121,365121,25559,25559,2844,2844,1332,1332,6133,6133,影视,影视杂谈
"(路见不平三部曲) 一  ：""你把我俩当空气？""",星有野,362841,1252945,25698,103020,1949,5569,229,1484,2233,9406,动画,短片·手书·配音
【现场视频】彭丽媛和其他领导人配偶集体合影,,362456,594226,17797,37948,662,1169,70,80,747,1207,资讯,热点
东北人都这么热情的吗？,不是吧文艺,360230,2319015,12254,71804,735,4397,182,887,222,960,美食,美食侦探
修勾便利店，但是日语版,彩虹酱哇,355593,496457,56532,72854,8952,11303,136,252,2047,3120,动物圈,汪星人
盘点那些简直非人类建造的机械巨兽,不叫布小布,354231,835812,5521,22632,8241,12601,243,1274,421,1500,科技,工业·工程·机械
【10月】间谍过家家 16,哔哩哔哩番剧,354114,4955886,2958,61363,16,160,23,778,1145,16615,番剧,连载动画
【原神】?妲 乐 器?,黑铱BlackIris,353565,1052043,64087,167022,12360,33402,298,1474,14858,45008,游戏,手机游戏
这电视台指定是有内鬼！【阅片无数Ⅱ 67】,凉风Kaze,350182,350182,48207,48207,3579,3579,882,882,5423,5423,影视,影视杂谈
广州动物园：从马戏团救助动物，向动物表演宣战！,潘小美,349904,408230,52108,61414,5414,6344,224,315,1429,1649,知识,人文历史
网络一线牵 珍惜这段缘！,派小轩,349299,836249,28500,74618,846,2040,314,1241,775,3108,影视,短片
墨鱼去世，鹦鹉乐了！,王小怪很无奈,348476,751300,25076,55210,1521,3338,47,151,108,225,动物圈,动物综合
全面战争模拟器：蓝色妖姬和他的切尔西，终于遇到对手了！,游戏解说艾登,348023,554892,280,930,3706,6511,2,20,43,109,游戏,单机游戏
回家不摸狗挑战，能成功吗？,红豆泥ninini,347953,928926,22154,73650,2329,9069,200,847,572,1373,动物圈,汪星人
15个简单有趣的小食谱～有手就会系列,胡仔一人食,344932,3670373,22898,106154,11720,109778,79,514,1326,9017,美食,美食制作
（ 霸 凌 之 战 ）猫妹：无所谓 我会出手,,339564,3996071,10024,322919,9941,86939,165,8751,4182,147660,动画,短片·手书·配音
北极星神【皎月】预览，五杀会变冰雪地图，大招多种特效，模型也会变化,lol皮肤联盟,336825,336825,4855,4855,328,328,1243,1243,147,147,游戏,电子竞技
现在我精神状态良好！,张若宇,335706,1997214,20426,136584,872,5499,51,387,345,1910,生活,搞笑
宜昌夫妻挑战3.5星难度密室逃脱，玩到崩溃，怎么回事,大包二妹的幸福生活,331976,975457,363,937,4237,10636,0,4,61,161,生活,日常
昆虫养殖场，成立！,-勾魂公狒狒-,331383,678742,519,2633,5293,10278,3,47,76,293,游戏,单机游戏
这抗日神剧太离谱了，连枪管都是弯的，你俩搁战壕里钓鱼呢？,文西与阿漆,331077,331077,30828,30828,1935,1935,920,920,4567,4567,影视,影视杂谈
硬刚美国警察，男子懂法律底气足,警动宇宙,330394,1278900,1453,3556,250,2560,440,817,107,479,生活,日常
《女友觉得我不行》,卑鄙的老曹,330293,330293,25015,25015,1743,1743,797,797,6844,6844,生活,日常
薛之谦《无数》MV 感谢观看,薛之谦,329201,329201,37331,37331,10063,10063,2427,2427,26721,26721,音乐,MV
江西一高中生离开宿舍后失踪 抽干学校人工湖和化粪池也没找到,四川观察,325231,325231,12824,12824,1559,1559,2675,2675,358,358,资讯,社会
大乱斗史诗级重做：全新地图改动，新增海克斯科技传送门,LOL小余快讯,324775,378537,12730,14213,234,271,552,661,43,56,游戏,电子竞技
"【危机合约】""赝波行动""在建沙滩18镀层+日替全关卡攻略！摆完挂机+平民低配攻略合集！（更新中）《明日方舟》|魔法Zc目录 难度18",,323608,863996,10851,41352,3658,12564,633,2271,8325,25282,游戏,手机游戏
地下魔盗团【最终奖励打出来了！！！】,我是TOO,322257,322257,6025,6025,93,93,719,719,123,123,游戏,电子竞技
【轮回来电】第一集，妻子接到未来老公的电话，凌晨两点你会死,杰出影视本人,321495,1225209,0,3060,0,12059,5,9,0,819,动画,综合
姐是成熟的女人了，要来点风情万种#旗袍 #过了20岁总要带点风情万种 #姐姐风,佚柔姐姐0102,320570,320570,9823,9823,7308,7308,151,151,598,598,时尚,服饰
长老与众多弟子都瞧不起的男主没想到领悟的剑意却如此之强,半岛动漫,320535,513846,1322,10359,5157,6361,1,93,143,184,国创,国产原创相关
选手不自律？教练点外卖？国产新人能否后继有人？ 中韩赛区差距有多大？,LPL战术小黑板,318165,452071,12460,21138,1099,1939,1221,1982,2030,3325,游戏,电子竞技
普京在世界上的人设,贾维斯的老舅爷,317639,448341,13939,20195,1553,2781,211,470,91,134,动画,综合
以前媚外靠鬼吹，现在媚外靠诡吹,青衣温浊酒,316671,405354,21917,29182,3293,4406,1589,2269,4675,6157,知识,人文历史
芦丁鸡和土豆混养的自然田园小家出现害虫了！,刘惟与,316091,734278,739,10695,3220,6368,8,362,117,659,生活,日常
《真  正  的  盾  山》,最后一只渡渡鸟,311161,1477263,10740,82615,17195,34963,32,463,1925,9432,游戏,电子竞技
头皮发麻！盘点S赛上那些神级赛前先导片，看完鸡皮疙瘩都起来了【圆盘点#1】,圆某人和四某人,307223,307223,18365,18365,5224,5224,843,843,9799,9799,游戏,电子竞技
大学生精神有正常的吗,小孙某人,306446,2784414,12330,128218,2658,23709,305,3714,3691,29744,生活,搞笑
刘震云，文化人的幽默最要命【飘飘】,柳飘飘了吗,306268,555449,14396,31293,1944,4296,223,500,3836,7874,娱乐,娱乐杂谈
年底冲业绩最快的方式。,圆脸颖入职记,305700,305700,31339,31339,697,697,255,255,1217,1217,生活,搞笑
做赘婿！ 好福气！ 是男人就要做赘婿！,爱吃瓜的小胖墩,304771,304771,20470,20470,1325,1325,765,765,1454,1454,娱乐,娱乐杂谈
闪瞎你的眼，震聋你的耳,pubg_A飞,303565,1277412,3324,9428,98,307,22,127,69,241,游戏,网络游戏
李克强纠正英语传译获得全场掌声,凤凰经典,303491,1039111,10149,36202,2845,9619,28,118,2004,6777,知识,人文历史
《当代年轻人的选择》,澈洌chan,302628,431259,65620,91535,10111,14440,304,457,1558,2164,生活,搞笑
防治蟑螂大赛,星座狗联盟,302040,623150,50,127,21,31,0,3,2,12,动画,综合
亿 点 点,MEspace空间,299994,3395887,44726,550619,7558,80269,256,2734,7730,69629,生活,绘画
男子家中闹老鼠借来隔壁“猫将军”，落地一秒进入状态：别扒拉我 网友：血脉觉醒,陈必火,299865,331835,9130,10135,438,482,359,428,126,145,动物圈,喵星人
过度健身给我造成了很多苦脑。,吴彦祖秃顶版,299605,650690,27834,64051,369,865,112,678,513,1561,时尚,健身
从此以后第一个小说东北女主诞生了,九呵呵-,297035,784231,42403,109713,4701,10824,286,833,989,2243,生活,搞笑
上海73岁初代丁克，生活幸福、状态令人羡慕，但有“十个孩子”,魔都溜达,296710,296710,8827,8827,2539,2539,1953,1953,943,943,生活,日常
我被盗最多的5个段子！出个合集水一期！,默剧小白,294117,1440546,13733,87792,1138,6685,-4,207,562,3315,生活,搞笑
合肥工地上的十元自助餐，豪华的菜品惊掉你的下巴！#路边摊美味 #人间烟火  #农民工,戏精老铁,293141,853872,33788,96862,2170,7014,691,2867,2214,5322,美食,美食侦探
拼多多出海的第48天，美国电商圈被打服了【差评君】,差评君,292558,830396,11816,38641,1393,4427,969,2879,1026,3089,知识,财经商业
中美会谈：你可知发达国家历史污染占全球80%？,波士顿圆脸,290657,290657,32721,32721,2464,2464,456,456,3077,3077,资讯,环球
不懂就问，这是用的什么牌子的洗发水？,mufan慕凡s,290101,730488,34693,65804,11178,24850,192,563,1966,4221,游戏,网络游戏
我的车刹车失灵撞死了人，我要坐牢吗？,学法联盟,289744,686367,10421,31397,387,1083,351,1038,3477,10685,知识,社科·法律·心理
“这地球??就是绕着我转”,矮乐多Aliga,288681,288681,23671,23671,6989,6989,953,953,4604,4604,舞蹈,宅舞
你们的演技是赶着下班吗？杨幂许凯【爱的二八定律】,Bella贝拉酱,288379,316061,6463,8134,426,531,1287,1584,584,733,影视,影视杂谈
《血 压 模 拟 器》,卡慕SaMa,285435,285435,33946,33946,2648,2648,554,554,3717,3717,游戏,单机游戏
原来迷糊老登才是战力天花板！,青柠动画城,284602,763530,10534,34534,1882,3728,60,818,159,1329,国创,国产原创相关
不愧是排名第一的自助，真的什么都有,苏胖来喽,284473,487327,14539,34255,1450,2703,158,778,1306,4564,美食,美食侦探
脚本时代，泽拉斯参赛。,无月DSB,284383,685358,10749,27642,262,638,214,860,249,989,游戏,电子竞技
小伙练习动画两年半竟然做出了西游记,,281583,902635,0,56106,0,7406,82,452,0,6566,鬼畜,鬼畜剧场
好吃懒做的鮣鱼 搭建顺风车蹭吃蹭喝蹭车 还敢在鲨鱼嘴里抢食物吃,数位科学,281055,1816166,6117,36332,347,2027,19,197,55,252,动物圈,野生动物
快让你家狗子鉴定一下这段叫声,鱼仔是真的狗,279630,880023,22343,85986,1141,3719,45,393,97,500,动物圈,汪星人
这大妹子，还说不说挺心动,爱画画的子衿,277106,411218,29019,40161,1625,2031,219,529,702,1250,生活,搞笑
红警两个三星的大天启！就像个壮汉一炮一个小灰熊！,红警HBK08,275580,275580,18900,18900,588,588,503,503,2497,2497,游戏,单机游戏
烤藕合 将就吃,快乐烧烤屋屋长,275346,596219,25164,58626,717,1759,281,1081,3030,8458,美食,美食记录
RTX4080粗来辣！性价比反转，但是猴年！华硕ROG4080显卡测试,远古时代装机猿,275107,445318,6919,16824,239,726,976,1738,850,1801,科技,数码
农村小伙来省队滑冰被嘲笑，怎料下一秒逆袭赢了大魔王队长！①,,273729,1663115,140,1001,971,6861,0,2,35,233,影视,影视杂谈
海贼王1067话全图情报来了！罗布路奇威胁逼近！贝加庞克能力详解！突然苏醒的巴索罗米·熊！,,272106,272106,13574,13574,492,492,1264,1264,1461,1461,,
山东泰安成功处置银行抢劫案，目击者：有狙击手上楼架枪。,红星视频,271341,320752,11165,12551,494,577,429,612,30,39,资讯,社会
“你看，这个世界好温柔!”,柒杯抹茶星冰乐--,269761,2130725,16550,198438,21312,127996,243,3922,5314,45770,生活,日常
当我不再委屈自己,阿瘫日记,269535,827285,39362,114601,3687,10154,274,738,428,1126,生活,搞笑
英国的高级社交活动都怎么玩,郭头头toto,268188,988142,27351,106682,2949,11305,94,329,370,1161,生活,日常
只“疯狂星期四”怎么够？教你从周一疯狂到周天,小白整天吃不饱,268046,715217,11301,34319,17449,38160,129,728,2171,5052,美食,美食测评
一手披甲龙龟献给为爱冲锋的勇士,我是弹纸儿,267574,585616,6973,17655,223,620,28,145,101,327,游戏,电子竞技
颠倒黑白，篡改记忆，还要人感谢？！造成1942年大灾的真的责任人到底是谁？,TomCat团座,267271,385796,16036,30929,5293,9293,221,934,10043,20366,知识,人文历史
[手残党] 网络与现实的差距...,1个芋头,264999,816114,11028,26965,1044,2866,94,327,190,473,时尚,美妆
真诚道歉2.0,王者剑圣甲壳虫,264572,264572,19392,19392,687,687,1889,1889,5315,5315,游戏,电子竞技
