视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
防疫人员给新生婴儿连做2天核酸：上了户口都要做,网易新闻,632518,690718,41131,45389,2337,2921,814,1291,1518,1897,资讯,社会
邻居嫌楼上太吵踹开门大骂：再吵把你们都杀了！,,628790,628790,34273,34273,2577,2577,7409,7409,900,900,资讯,社会
送外卖被保安用特技阻拦，没点绝技傍身还真不行,开心锤锤,627287,741997,1412,9503,2170,2714,7,84,56,145,动画,综合
执法人员：我是来干啥的来着？,世界美食official,626387,882084,56966,86872,2148,3173,599,1244,1610,4480,美食,美食侦探
"KFC圣诞新品一次吃过瘾，巧克力蛋挞到底好不好吃?",小紧张的虫虫,606578,606578,41643,41643,2096,2096,656,656,4418,4418,生活,日常
活了这么多年才知道，星球杯是这样吃的！,小意实验室,603973,1097113,1148,2665,2271,3519,86,208,47,74,美食,美食测评
现在的手办都这么逼真了吗？,IRON桃子,602054,963732,18979,25016,1165,1896,840,1427,115,221,动画,手办·模玩
为了守护学校我成为了偶像，但老师版。,林带鱼w,591262,2237290,83723,332367,8133,30402,403,2057,6640,25728,生活,日常
舟山. 原制原味·臻选   厨子探店?404,真探唐仁杰,579906,579906,45147,45147,1140,1140,774,774,1104,1104,美食,美食侦探
东方曜：灾难总是慢我一步,尴尬的铁根er,559155,559155,53863,53863,1154,1154,985,985,2665,2665,游戏,手机游戏
夸父和体育老师赛跑？这太欺负人了，直接去挑战追上太阳！,辉哥游戏解说,557022,1168279,1058,2682,8975,15555,-4,14,231,553,游戏,单机游戏
我妹是懂现场版的,小叮当的一家,555865,555865,74486,74486,1591,1591,307,307,1237,1237,生活,搞笑
以前没发现我家原来这么穷,篱篱的朋友圈碎碎念,553235,2063521,45374,147383,8541,27464,2169,8391,15940,52035,生活,日常
【仙王的日常生活】算 你 小 子 狠,国创时光机,552100,1811733,34136,111179,1,3,47,152,177,437,国创,国产原创相关
《自由之摇》,瑶生Y,546265,1954247,104828,388590,14036,44863,461,2686,11268,43959,生活,搞笑
绝了！好吃到爆！【肥牛白菜千层锅】一锅鲜到眉毛掉！,龙帅食堂,542523,3788217,39515,330587,17277,135186,183,1447,2241,15367,美食,美食制作
带你们看看狗窝里的秘密基地最新的更新，一招让你的卫生间也能变的优雅起来！,小帅家的大狼狗们,540532,911171,38064,66019,3021,5370,270,650,254,561,动物圈,汪星人
网络一线牵 珍惜这孽缘！,派小轩,527520,527520,47804,47804,939,939,701,701,1369,1369,影视,短片
实在不行，我就改行吧……,唯佳酱,527308,792920,22922,40686,2368,3774,63,145,128,231,生活,绘画
神 仙 打 架丨赵怀真太极概念片，携手世界冠军演绎高燃武术！,王者荣耀,521380,521380,36334,36334,1747,1747,1389,1389,522,522,游戏,电子竞技
金毛,萌宠宠物推荐官,520824,933058,38896,59250,2301,3143,271,513,286,462,动物圈,汪星人
有一说一，繁体虽然复杂，但写出来也真的好看…,小庄练字课堂,520443,876712,22783,31760,2880,4333,888,1509,143,239,生活,手工
卢塞尔的VIP体验区，再次和梅老板0距离,退钱哥本人,515973,853773,40214,71837,1501,2698,421,1089,4288,8187,,
无屏风表演《口技》还原文言文 ！！！,BBoxer酋长,515113,7954861,55864,853726,10965,154920,568,11524,21209,395001,音乐,演奏
是谁我就不说了。,乱小世,514713,1385170,18200,62470,824,2522,301,748,116,317,生活,搞笑
废物的养成,黑旗团队,513905,1564571,55357,185909,5157,13400,168,721,851,2818,影视,短片
厨师长教你自贡名菜：“跳水鱼”，鱼鲜味美，色香俱全,美食作家王刚R,512005,512005,35988,35988,3245,3245,861,861,3317,3317,美食,美食制作
骑行流浪川西，住进地下涵洞，收拾一番涵洞变成完美庇护所,徐云流浪中国,510659,685234,34086,54029,2676,4333,1661,3007,25562,40822,,
当万场盲僧solo十万场顶尖亚索时…,北冥李青,508553,872005,15261,23392,1444,2543,439,625,527,769,游戏,电子竞技
大庆赶海，退潮后捡到一只钩子直接钓大蛏子，比撒盐还要轻松,大庆赶海,503706,2340925,24446,158587,1958,7736,54,603,738,5699,美食,田园美食
跟女孩关在出租房半个月了，生米都可以煮成熟饭了。还没解封,文弱书生阿杰,499636,2648396,5338,25245,308,1343,619,2410,50,177,生活,日常
月入5万的师傅,罗兰朵,499390,596205,13830,19469,2281,3017,946,1355,942,1489,生活,家居房产
乐 极 生 悲,仙女110,494973,647414,12239,22085,1428,2343,1932,3753,5359,10953,生活,日常
天生黄牙抽烟还有救吗,屈臣氏小夏,490252,2442119,3137,16702,2153,9842,0,116,252,999,时尚,美妆
意大利的早晨，赶集没意思，出去走走。,刘庸干净又卫生,487392,1071509,17123,53493,460,1554,643,2357,1119,3090,,
自己做个深渊茶几，好像在家打了两口井,王一工不二,476279,4726629,52392,576519,20513,185450,1716,7336,11878,66331,生活,家居房产
【西游红灯区】,欢乐时光丶Go,473186,495781,32494,33642,3184,3346,169,193,769,802,知识,校园学习
大哥点的这道菜，大厨都没听说过，费这么大劲做好客人还没给钱，看到底什么情况,大嘴儿美食挠儿哥,472351,472351,32757,32757,659,659,536,536,3742,3742,美食,美食制作
买游艇为何买椟还珠？【小约翰】,小约翰可汗,469724,1759563,27625,167835,4146,27772,510,3782,15720,83233,知识,人文历史
24小时的小餐馆，鱼香鸡蛋，酱油豆腐太香了,风风和他的朋友们,469479,811462,16019,25621,820,1326,104,168,119,208,美食,美食侦探
又一个孩子丢了，父母苦苦找寻三年，找到后却更加心碎《亲爱的》,贰哥电影,466448,1433231,656,1558,3715,9183,-1,7,87,208,影视,影视杂谈
大连.品海楼  厨子探店?1？11,,465912,1398905,38657,116087,1062,3326,439,2201,732,2603,美食,美食侦探
成功套路张雪怡,我是雪怡,459089,541530,8848,12860,434,575,84,164,43,62,影视,短片
我被骗了，发现惊天秘密，热量造假！,吴彦祖秃顶版,458913,458913,54755,54755,749,749,931,931,2166,2166,时尚,健身
千万不要随便贴贴，不然，你会变成黄马,三阁故事馆,458507,1704702,175,618,1319,3425,0,0,22,67,动画,综合
【热男】vivo X90 Pro+：就你很能拍是吧！？,HotGuys,458418,621694,14733,32386,954,3124,79,454,2374,10959,科技,数码
老韩他的这枪能装几发子弹老韩：7发,陆灵云,457716,765985,165,7586,639,1000,2,88,19,56,影视,影视剪辑
挣不挣钱不重要，主要是刺激！,阿巍说楼市,457681,457681,38283,38283,6201,6201,959,959,1975,1975,美食,美食记录
听说侯翠翠上了高洁丝的车......,Kotex高洁丝,455590,493142,22372,24840,1331,1511,377,467,14771,16474,生活,日常
羊村（2）,小潮院长,453799,6475522,14688,572114,6204,190624,385,10787,10505,394534,生活,搞笑
这次是室外装空调，下次说给赤道镶金边也就不奇怪了,玲子reiko-,452764,674243,36117,65417,895,1472,249,639,218,461,,
大舅哥疯了，今天含妹量爆表！！！,张十七历险记,451571,451571,24434,24434,1243,1243,407,407,4251,4251,时尚,健身
心情不好的时候，建议多看看抗日神剧，眼泪都能给你笑出来哈哈哈哈,文西与阿漆,447814,861953,18819,51615,1541,3259,293,902,1887,5335,影视,影视杂谈
手机电不充到100%我是不会排这个队的（校园版）,官帽戴头上,445531,583026,0,2068,1648,2092,0,892,0,263,生活,搞笑
半夜吃炒粉，图个刺激。,日食记,444392,444392,45133,45133,5997,5997,770,770,5795,5795,美食,美食制作
你以为是一个纸箱，其实里面有个小孩,大锤RUNKMD,444164,718442,44603,67856,2162,3212,334,823,352,571,汽车,汽车生活
全村吃席 我坐小孩那桌,乡村教师日记,440328,1293904,37076,132082,4379,14309,1497,5694,43704,150808,,
【小卖部】突发！哑巴溜子寡妇四眼将会永久离开小卖部....,-超级小能猫-,438059,703238,27958,46282,4091,6533,823,2404,2061,4224,生活,搞笑
螺蛳粉真有那么好吃吗 ？,川渝火锅底料工厂老杨,438046,1127536,8020,17021,219,478,37,113,54,152,美食,美食制作
沙漠猫：我们把毒蛇当辣条吃，超凶哒!,探险橘,437960,1021379,26867,60867,3722,7481,229,727,1326,2969,动物圈,大熊猫
敖厂长，您怎么又装死了？,余不帅,432401,508326,16942,21943,935,1222,1413,1846,1503,1870,生活,日常
【三体科学照进现实】如何接触地外文明,三体动画官方,429960,901036,2942,13770,-2,65,287,630,308,769,知识,科学科普
一脸嫌弃修女！是本人！这个视频是我！别再盗了！！,铁板欧尼酱,429432,429432,33004,33004,13484,13484,499,499,1711,1711,,
这是我的好朋友，傻大个！,-勾魂公狒狒-,428342,1183850,1015,4848,9558,22346,7,84,286,970,游戏,单机游戏
致敬经典！马嘉祺翻唱亚洲第一男高音张雨生《我期待》,马嘉祺官方后援会,426930,1405278,17264,73829,15550,68757,610541,1261055,9116,43465,音乐,音乐现场
孕妇到黑诊所做手术大出血，幸好遇上下岗医生救了她一命！影视①,幕撩电影,423343,1047605,316,808,1410,2820,0,3,94,194,影视,影视杂谈
我的世界：穿越记2，我意外回来到了学生时代,阿威游戏,419587,784988,506,1008,3948,7511,0,9,123,213,游戏,手机游戏
我带过的奇葩游客,杭州小黑诸鸣,414879,3406176,41888,334525,7746,57366,524,4591,4644,29308,知识,人文历史
老板娘，坐稳了！,极速拍档,412352,412352,20391,20391,1489,1489,812,812,3121,3121,,
我收容了MC主世界的所有BOSS！！！,与山0v0,409072,2080955,26263,230987,12931,65785,188,3761,10994,138976,游戏,单机游戏
点进来爽！《每个眼神都只身荒野》宋亚轩炸翻舞台！,宋亚轩的留声机,405188,1198592,18268,79772,17775,68700,1118009,1634824,11940,44649,音乐,翻唱
阿根廷球迷抢了我们的座位但无能为力却收获梅西飞吻！现场观战世界杯阿根廷2比0墨西哥！,鸡锟苗师傅,403541,985265,18408,40593,1021,2714,695,4797,872,5052,,
一口气了解土豪中的土豪 - 卡塔尔,小Lin说,402582,402582,23259,23259,3215,3215,619,619,6877,6877,知识,财经商业
T1官宣faker续约三年！WBG和BLG换Crisp，搭档mid虎、shy哥起飞,无畏镜中人,401967,552591,4687,7052,175,251,787,1267,738,1102,游戏,电子竞技
一顿就花四千！麻辣小青龙、沸腾帝王蟹！一顿把海鲜天花板吃到爽！,哇塞几张,401430,401430,33782,33782,1867,1867,403,403,9168,9168,美食,美食侦探
短视频百万粉丝博主推荐的网红零食，真的好吃吗？？？,穿毛裤的小拉泽,399386,755126,16428,44173,809,2039,278,821,1881,4949,美食,美食测评
诺手：你2级这点血量敢越塔的啊？到底谁才是T0上单？重赛！,王氏上单,399153,399153,38353,38353,6697,6697,566,566,20294,20294,游戏,电子竞技
放大一万倍-燃烧的树脂,小茉莉de春天,398971,1247424,6707,14553,424,1101,32,124,29,93,知识,科学科普
【时代少年团】《浅炸一下吧！》05：拍摄进行时,TF家族,398272,398272,38149,38149,6682,6682,3411,3411,10763,10763,娱乐,明星
岁月在脸上已写满风霜，青春却还在心里别来无恙……,故事叔,396634,1297224,27274,85510,2114,5529,419,1668,977,2756,影视,短片
你好Ai绘画，我为我自己发声,Thurman猫一杯,395634,619499,48030,74843,2249,2971,382,1000,847,1700,生活,搞笑
看人先看牙，一黄毁所有,深情杭仔,394173,2445004,1729,26684,1152,12323,-1,70,123,1277,时尚,美妆
【水果猎人】网络热门水果鉴定24,杨晓洋的水果世界,393759,393759,54280,54280,1708,1708,375,375,1860,1860,知识,科学科普
要想赢得尊重，首先…,利物浦足球俱乐部,391802,652143,9203,14804,174,295,25,95,45,167,,
疫情年代 超级富豪怎样洗劫全世界80亿人民【旧日神魔12】,破壁狗,391691,515886,16287,23662,6325,9337,582,975,9014,13508,知识,人文历史
少佐，请给我命令。,樱井阿又ovo,390144,754069,93932,144205,17417,29902,463,1141,5312,10127,,
谢幕 || 夷陵大火，永安托孤，老兵不死，只是凋零,渤海小吏,389025,389025,45677,45677,13357,13357,2186,2186,49859,49859,知识,人文历史
【原神】看好了程序员！纳西妲还能这样玩！,覆雪之下--,385971,385971,36098,36098,5409,5409,1156,1156,4717,4717,游戏,手机游戏
IVE+LE SSERAFIM+Newjeans+NMIXX+Kep1er 出道曲 32人合作舞台,pcyxjy,380346,380346,16819,16819,6611,6611,6544,6544,1358,1358,音乐,音乐现场
爸爸带娃细心又搞笑~但他有干预沁伊口呼吸~虽然这两样东西也没啥用哈哈,沁伊爹妈的助眠小屋,379554,1142276,10557,35672,684,1842,140,489,73,224,,
【10月】间谍过家家 18,哔哩哔哩番剧,379119,3946526,3112,49280,8,120,26,638,958,10345,番剧,连载动画
海贼王1068话第1波情报来了！罗布路奇摧毁贝加庞克！天才的梦想是什么？双路对决即将上演,动漫作业本,378895,378895,14065,14065,395,395,2549,2549,952,952,,
大炮！不许这样对你空叔叔！,漾少侠,378871,1554780,37562,152626,10459,42345,323,2017,6500,27087,动画,MMD·3D
春节联欢晚会宿舍分会场,熬一耶ye,378854,1831453,61590,304436,5453,22884,526,3054,7036,27606,生活,搞笑
炸腐竹只需要15秒，吃起来软嫩耙糯,炸炸强,378556,1123805,13369,34760,368,1235,57,207,59,180,美食,美食制作
学妹约我拍视频 还好我是正人君子,熊猫微视,375553,506060,9090,19588,3270,6318,278,580,1007,2218,生活,日常
年度最奇葩手机？价值30w的小米12S Ultra概念版上手,影视飓风,374772,841105,24787,72113,2874,8591,1185,3593,9166,24544,科技,数码
全球十大自助餐！顶级鱼子酱海鲜随便吃！500一位能吃回本吗,HOLA小测佬,371713,1516733,31744,153245,7041,30878,105,1087,5605,34472,美食,美食侦探
“我会遇到好多有趣的人，但我不会落下你.” 今日的9个笑脸，希望能温暖你这个冬天~,街头爬楼党,369211,1854013,27989,110837,2874,16303,213,1237,2783,12182,科技,数码
最快抗塔世界纪录：2分13秒！仅存在一瞬的完美时机！！,布锅锅,367253,1623976,27638,115179,1706,8292,162,1459,4258,23303,游戏,电子竞技
势利的阿真惹众怒,真子日记,366111,1055294,26556,85632,723,2193,243,1277,949,3611,生活,搞笑
这下你满意了吧？,阿星and阿奇,364958,3659033,1551,65042,1713,22497,2,187,98,1304,生活,搞笑
今天晚生吃包谷饭下盘折耳根～,田花花,364793,988895,48131,135871,10051,27582,1074,4021,15224,44837,音乐,翻唱
车被堵了用这方法来的比兔子都快！,汽车大师,362712,1022685,11236,19609,1209,3259,130,451,70,242,汽车,汽车生活
“能给我看看你的宝宝吗？”,哈百里,362477,362477,14886,14886,3953,3953,279,279,324,324,动物圈,汪星人
小富婆??,泉_LQ,361878,460246,23954,30271,7588,10062,496,760,2356,2960,动画,MMD·3D
小时候的记忆，那时候觉得好好吃。,成都火锅底料工厂,360884,3876521,3953,55641,284,2773,93,1141,116,702,美食,美食制作
国服大眼,蚱蠓,359429,578472,28403,44940,1785,2974,452,1292,1923,3875,游戏,电子竞技
美国女友用美式夹子音烦我一整天，这口音我真不行了......,双驴座的Sid,358428,358428,27763,27763,1748,1748,293,293,1121,1121,生活,搞笑
我们做设计的追求的是什么？对！当然是…… #设计 #平面设计 #品牌设计,LOGO设计匠心,358214,714635,11884,17703,361,627,198,420,60,121,知识,设计·创意
乱象频出，警惕这门生意出现无序扩张,路口大爷,358148,404167,48864,54848,4062,4757,418,542,9097,11391,知识,财经商业
《行不行啊，细狗！》,黑猫大少爷,356403,356403,43575,43575,3721,3721,842,842,6249,6249,游戏,单机游戏
4K旅拍·柳州｜在冬天来之前，记录夏天的味道??,一个蟹蟹梨,355327,355327,23720,23720,4704,4704,536,536,6877,6877,时尚,T台
一口气看完，超智能足球！豆瓣9.2！设定超前！国足冲向世界！,芙芙家的洗碗君,355079,355079,18895,18895,4414,4414,1843,1843,5123,5123,,
建议严查祖上三代,柏喑,354843,5874511,9686,193475,3810,66795,117,2474,1224,14998,生活,搞笑
【萌黄一槽】迈特戴全技能爆料！青春爹登场，燃起来了！,火影忍者手游情报君,348854,728696,13045,34534,1130,2214,673,2754,1018,2579,游戏,手机游戏
对面下路萧炎我真不开玩笑,逸鸢兰博,347803,347803,34096,34096,486,486,634,634,3556,3556,游戏,电子竞技
卡塔尔土豪球馆吃什么？现场见证C罗头发丝进球，什么体验？,Meetfood觅食,347260,347260,34116,34116,2500,2500,1133,1133,9096,9096,美食,美食侦探
英国首相苏纳克宣称：同中国的“黄金时期”结束了,凤凰新闻,346585,346585,17548,17548,953,953,1812,1812,115,115,资讯,环球
20年前的真预言家！冯小刚用《大腕》告诉我们，最极致的讽刺叫现实！,刘老师说电影,345257,345257,24840,24840,2700,2700,445,445,2898,2898,影视,影视杂谈
真的，希沃已经很用心了，你们不用再说它了,希沃seewo,345053,1293233,5433,21413,256,1319,113,732,54,174,科技,数码
老话说得好：......,药小高,342051,4945914,14149,193560,2306,30342,368,4198,676,6493,美食,美食制作
奥巴马：如何通过舆论搞乱一个国家,KB诚译,341591,411865,18486,23397,8055,10494,816,1081,2495,3347,生活,日常
砸钱办世界杯图啥？卡塔尔在下什么棋，让自己富的如此特别,小王Albert,339271,1203807,15994,84205,1680,11656,303,2195,5501,25861,知识,人文历史
中国人都会功夫这个事 解释不清了,以前也是个歌手,337540,337540,12004,12004,472,472,118,118,72,72,生活,日常
警花测评：警用电击枪威力有多大？一米八小伙的腿都软了？,警花说,336868,1820965,2847,118312,2786,11156,31,1747,55,964,知识,科学科普
【全城高能】爷爷，你关注的UP主穿越了！,哔哩哔哩直播,333159,584144,579,9608,2813,5023,-3,33,92,285,动画,综合
有一个在家摆摊的室友是什么体验？,李哥我饿了,330898,330898,39848,39848,1792,1792,379,379,1185,1185,美食,美食记录
暴雪魔兽制作组总经理对国服玩家寄语 “尽一切努力把游戏带回给大家”,游民星空官方,330623,330623,5402,5402,625,625,1974,1974,29,29,游戏,网络游戏
不谈恋爱的男生可以多爽？独居老宅男的房间分享！,方糖sky,327242,690389,16686,32298,12479,25826,1645,3422,6411,12830,科技,数码
12.23版本-改动预览：心之钢收益减半!蓝凯/大虫子/塞恩加强!猫咪/辛德拉/莉莉娅/贪欲九头蛇削弱！,LOL小绿毛资讯,327023,327023,6314,6314,111,111,1903,1903,96,96,游戏,电子竞技
密室员工:“放心，我很敬业的”,老番茄,322420,2551242,23605,343486,9579,76739,133,4285,9186,157141,生活,搞笑
一年未见地雷怀孕，漠叔不认帐了,大漠叔叔,320073,1297952,22955,131650,843,5438,284,2545,7567,41197,,
我刚付钱买了炒粉和手抓饼 结果老板跑路了 我只能一路追着饭跑,刘铁雕Rose,317928,930443,27912,65527,8097,18515,730,2543,4195,11639,影视,短片
老交警：事故现场很多都是后脑开花,中国警察网,316719,2606759,28956,272335,2145,15142,560,5591,1273,8114,汽车,汽车生活
传统手工蜜丸制作：出丸,陈德文医生,316342,1855608,2636,22013,195,1490,45,552,17,131,知识,科学科普
今天给年轻的南美自助餐老板上一课,吃不饱仨战士,315982,1946617,24024,168779,1083,6495,114,1177,604,4714,美食,美食侦探
疫情再来-你正确使用口罩手套保护自己了吗？,波士顿圆脸,315403,315403,33699,33699,3092,3092,3773,3773,4434,4434,知识,科学科普
鸡胸真好吃,,314657,314657,32360,32360,453,453,464,464,956,956,时尚,健身
梅西疑似脚踢墨西哥球衣，墨西哥拳王发出警告要求尊重,环球网,314408,314408,9162,9162,318,318,1193,1193,74,74,资讯,环球
只要功夫深 铁杵磨成针！剁了十七年，剁个大坑！谁知道木屑去哪了？,小曹和辉哥-探,313411,2185419,3123,30868,146,1217,123,1091,67,380,美食,美食侦探
50斤蔬菜能做出多少蔬菜粉？帅小伙买来尝试，发现....,记录生活的蛋黄派,313017,1960222,26480,232430,2812,21071,134,1660,15994,131644,美食,美食制作
NMIXX出道曲O.O+DICE 2022MAMA颁奖典礼舞台,,312101,312101,21196,21196,6824,6824,2853,2853,3807,3807,音乐,音乐现场
2022 MAMA 颁奖典礼 舞台合集 (持更～),爱豆安利所,311867,311867,5823,5823,3893,3893,1149,1149,354,354,音乐,音乐现场
万一赢了呢？,阳光男孩小丑熊,311227,662590,23293,57989,743,1859,457,1436,1465,4043,游戏,电子竞技
高三男生800米体考比平时最好成绩快10秒，喜极而泣走出考场,四川观察,311036,311036,23345,23345,406,406,489,489,102,102,资讯,社会
街头弹唱 陈粒《走马》世界孤立我任它奚落,林宝馨,308480,590581,25014,42540,5085,8682,506,1398,9351,16798,音乐,翻唱
成都小学门口的“铁板烤鸭”铁板烧，烤到滋滋冒油的老味道,肉肉大搜索,307255,869487,12193,47278,1374,4283,219,984,893,3437,美食,美食侦探
主力用华为 Mate50 一个月，我崩溃了,Kaisam吴,306830,306830,15954,15954,2282,2282,4792,4792,8943,8943,科技,数码
偷笑的尴尬瞬间,甜蜜老张,306789,306789,39264,39264,3033,3033,356,356,2451,2451,生活,日常
笑！点进来来看搞笑视频！超级无敌好看的凡粉丝读评论视频！,老非凡了啊,306023,781050,2143,6973,12377,32110,104,788,656,2196,生活,搞笑
十年兄弟把我扫地出门,胡凯利_洞主,305734,305734,23307,23307,936,936,744,744,7708,7708,生活,搞笑
倒霉鬼遇上幸运女神，竟然产生了化学反应,,305344,1204331,66,1346,628,1918,0,2,8,55,动画,综合
有了170w粉丝以后…我和女友迷茫了！如果真怀孕了视频怎么拍？,盖里盖里兔,305111,773332,14336,38713,1411,4048,370,1333,5883,16951,生活,搞笑
谁不爱这一份骰子牛肉！真的很嫩很有嚼劲～也太香了,美式不加糖K,304036,1793445,5927,36619,317,1747,108,915,53,312,美食,美食侦探
一个斯拉夫女人的告别,风知草jm,303433,1221407,85816,263742,13828,43289,489,2162,16230,53909,音乐,演奏
四月份的时候，我种了个小米辣，后续来啦~,花前先森,303410,1126197,8457,35742,1320,4756,18,156,80,288,,
【36氪】为什么我们看病花了这么多钱，医院依旧不挣钱？,36氪,302865,2846982,18920,186444,4467,36930,915,11422,3674,29157,知识,财经商业
我套娃了套娃我10小时的人【鸡你太美看到死】,没那么太古,302750,525645,43892,66095,4065,5905,834,1853,1891,4252,生活,搞笑
王者野区大改版！红鸟变成只因！新增赤甲怪！地形调整熊变成猪！,包子入侵SSR,302737,501066,10216,18426,736,999,1032,2176,166,256,游戏,电子竞技
小孩子的记忆是不是只有7秒？天天这样不腻的吗？,淦淦惹,301846,301846,32935,32935,478,478,435,435,1378,1378,,
【原神】摆拍狂魔「奇妙的待机动画互动4.0」,西樂个瓜,300966,1007328,39143,137011,13498,36361,114,393,3305,9082,游戏,手机游戏
当猫咪爱上了开塞露，看它那智慧的眼神，它一定是0！??,小红人儿哇哇哇,300246,744702,3115,4422,14196,17758,0,15,185,199,动物圈,喵星人
我能相信这俩玩意吗？,粗犷毛线君,299934,1239878,12597,55829,1003,3565,252,1166,3140,11166,生活,搞笑
正式当赘婿！追妻火葬场 梅开二度哈 两人总算心意互通,追星的颓废青年,298677,298677,7722,7722,1229,1229,178,178,161,161,影视,影视剪辑
当北京人没了儿化音,抵抗Resistance,298221,1659230,17838,99254,3092,14128,929,6770,2646,15239,生活,搞笑
?? 冠 军 球 衣 ??,朵朵花林,297447,758676,1121,32776,2944,9131,6,589,179,3662,时尚,服饰
看球一定要准时！,英超联赛PL,297372,505809,7172,13443,255,433,35,75,45,65,,
历年世界杯赌球输得最惨的下场,今晚也要加油吖,295398,404495,10779,14408,832,1130,522,702,84,98,知识,人文历史
今天波龙还挺狂，切开之后心挺凉,Jayson不是Jason,294132,2369787,10191,72583,738,4218,111,1368,237,1600,美食,美食记录
就是最强 没有之一,一只玄九尘,293180,480354,32403,55125,2716,4439,192,505,963,1896,知识,人文历史
剃完光头一定要COS的角色（五）杀手47×比奇堡,战辉,291904,377686,15288,27891,754,1191,90,262,145,242,生活,搞笑
“不好好工作 你就会被丢弃在垃圾桶里”【恶作剧挑战149】,野生大肥扬,291500,688403,1344,17566,2668,4545,23,518,357,4401,,
“听话一点，我的小少爷。”,仓大佬,290692,341773,41165,50001,11260,15022,303,453,1761,2347,,
糯叽叽的传统米糕 每天都是现做现卖 一开笼米香混合米香充斥整条街 好吃又便宜！,吃一,290553,617964,361,6525,1369,2199,2,120,48,175,美食,美食侦探
假如发生了世界末日，这种丧尸危机你怎么办,期待的揣手手,288992,4867429,9223,176098,1081,15340,74,1581,339,2619,生活,日常
