视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
100美元轻松收入囊中，挑战C罗2.7米1000美元有希望吗？,老弟环游记,2223514,2939074,0,42374,360,1663,421,957,0,972,生活,日常
富老爷见血就晕，却在后厨设血槽，小伙凿开竟发现大秘密！影视①,幕撩电影,1375493,1980580,0,5479,22,1428,1,21,0,44,影视,影视杂谈
我的猫竟然变成人了？！还是个可爱猫娘～,海藻爱麻麻,1268954,1761677,0,42526,448,2344,114,222,0,295,动物圈,喵星人
《南汸亾笗天哋煩悩》,凳子凳子_,1120679,1239115,0,14084,0,482,851,1136,0,97,生活,搞笑
我们还有多少个三年,锦书致南辞,1027692,1343349,0,23710,0,5767,2422,3522,0,9088,生活,搞笑
湖笔凭什么能是文房四宝之首？,南翔不爱吃饭,894631,1172578,0,37487,482,3086,235,1140,0,12301,生活,手工
小时候是如何吃橘子的？,郭小嚜,859037,975527,0,5913,51,1053,23,205,0,155,美食,美食记录
《蜻蜓少年》少年长了一双蜻蜓的翅膀！,香橙说漫,848047,950638,0,483,215,3915,1,2,0,33,国创,国产原创相关
此时此刻一位靓女失去了对足球的热爱…,张若宇,831353,1429401,0,69380,0,2111,140,459,0,1796,生活,搞笑
开箱“打不倒的小人”，据说打倒后会自己复原？！,秋刀鱼的快乐生活,773272,1250573,0,1384,199,4296,85,460,0,139,生活,手工
路见不平 坤坤相助！,呱唧菌,770171,1277891,0,51942,103,16434,40,313,0,2619,生活,搞笑
《仰卧起坐训练法》,小李与小手,754675,1396226,0,37261,39,12345,5,123,0,732,生活,搞笑
林家有女初长成  力拔山兮气盖世,推背兔の,751803,2709782,0,251913,966,51314,723,3405,0,64983,鬼畜,鬼畜剧场
挑战流浪100天  第40天  野外洗头,野生小希xx,751017,1471748,0,20149,0,2440,249,808,0,368,生活,日常
客人点了一整只烧鸡，上桌时却只有一个鸡腿，老板娘慌了！①,,742125,1072541,0,195,23,547,0,0,0,22,影视,影视杂谈
培育300只白蚁，打造一座蚂蚁帝国！,-勾魂公狒狒-,735869,794097,0,2400,918,1816,19,84,0,324,游戏,单机游戏
怒花2000元买台烤鸭机，只为做只最棒的鸭！,唐尼是个der,702483,1570201,0,28260,42,5815,11,310,0,1455,美食,美食制作
烧烤技术烤宝剑,一个只会做烧烤的爷们,701928,1544085,0,6731,11,335,136,381,0,104,美食,美食制作
裁判奶奶:我恨你，但是你能给我一只小猫吗？,关贤惠的动物园,695487,1955650,0,89205,197,7142,213,724,0,999,动物圈,喵星人
当我妈学会打游戏,云吞它爹,695253,894211,0,26900,0,412,79,205,0,176,生活,搞笑
不同时间起床，妈妈的反应.,子羊子浩,680211,786421,0,10980,0,441,255,382,0,196,影视,短片
把名梗图让AI绘画三次后你还猜得出吗？,打嗝鸡ovo,679791,3550077,0,199051,231,26576,71,1342,0,4612,生活,搞笑
【水果猎人】讲水果为什么一定要用拉丁学名？,杨晓洋的水果世界,654374,1095066,0,69295,0,3334,1851,4102,0,22525,知识,科学科普
随机挑战！63元吃爆浆食物，这个世界上真的有爆浆食物吗？,一只黑Q,629330,1360756,0,4665,105,5104,1,140,0,357,美食,美食记录
杭州的女大学生太猛了，今天差点破产在杭州，东辰宾利不保,PT健身华哥,626139,844899,0,1139,0,841,5,116,0,111,时尚,健身
【10月】JOJO的奇妙冒险 石之海 25【独家正版】 ,哔哩哔哩番剧,599137,1314754,0,13850,5,47,416,2884,0,7123,番剧,连载动画
硫的物理性质,深圳市鼎鑫宜,594231,690051,0,1380,0,168,87,126,0,19,知识,科学科普
1万5的球票坐哪？和卡塔尔土豪一起看英格兰晋级！什么体验？,Meetfood觅食,545789,933344,0,53843,0,3572,392,1037,0,27629,,
苦难是把磨刀石，你终将被打磨得锋利无比,顾我电影V,518324,598893,0,3787,0,477,258,372,0,1249,影视,影视杂谈
【历史短视频】中国近代史知识点速记3,国民历史老师,515045,2006602,0,238694,0,36091,630,2026,0,4997,知识,人文历史
虽然五灵王很帅，但这个菲菲让我没法充！,青柠动画城,510437,1188530,0,39398,0,4066,180,1105,0,2145,,
救命，学校门口2元/份的酱香饼被我做出来了！,小满家的晚饭,509298,748551,0,18709,249,6618,28,337,0,3490,美食,美食制作
帮闺蜜改造住了30年30平米的房子，我现在已经开始骄傲了,一个疯雅的女子,507794,528232,0,568,0,126,297,349,0,18,生活,家居房产
顶级吃货20分钟吃光，一座海拔五十多米，重达几十吨的果冻大山,无幻漫剪,506347,1790154,0,1859,0,5438,0,9,0,165,动画,
请问幼儿园什么时候复课...,铁血陈不娘,506238,1601440,0,44806,0,5380,587,2467,0,10768,,
【10月/完结】JOJO的奇妙冒险 石之海 38【独家正版】 ,,496224,795131,0,7035,3,54,2019,4108,0,6477,番剧,连载动画
曾经的游戏大佬即将重回巅峰！,,493655,729184,0,924,0,5086,0,14,0,180,国创,国产原创相关
我妈买的玩具VS我买的玩具，到底谁的更好玩？,烤面包的种子,492097,912127,0,351,36,2838,-1,19,0,51,动画,手办·模玩
战地5里最匪夷所思的一个彩蛋挑战！ 这难道是天空飞鱼？,98K游戏速报,488001,630023,0,1185,18,238,121,161,0,46,游戏,单机游戏
蓝 色 妖 姬 是 怎 样 炼 成 的,一大筐会飞的草莓,485703,2267661,0,280173,891,90006,264,1993,0,62072,鬼畜,鬼畜剧场
这下你满意了吧？,阿星and阿奇,483961,4571331,0,67367,36,24587,3,194,0,1408,生活,搞笑
关于我连夜去上海找甲方要92万片卫生巾这件事,侯翠翠,483845,5254217,0,819497,265,56160,495,8278,0,1338148,生活,日常
“一代悍匪的由来”??????,空耳狂魔,482070,757431,0,35712,640,4749,232,635,0,2109,动画,MMD·3D
没有监控，你知道古人如何防止考试作弊吗？,磨时艺术,479523,1842322,0,11886,0,5186,0,49,0,128,知识,人文历史
“中国茶”申遗成功 | 完整版非遗申报片来了！,央视频,479345,1143521,0,41396,785,9310,1566,4462,0,8097,资讯,综合
赵怀真教学！对抗路打法！秒C连招！颠覆性大招！,老凡Fv,476999,836381,0,11865,0,2150,578,1345,0,1005,游戏,电子竞技
把嫩如果冻的“豆腐”雕刻成14个面的“玲珑球”堪比地狱级难度！,白纸记录生活,472796,735910,0,513,6,436,0,19,0,14,美食,美食制作
