视频名称,up主昵称,播放新增,播放总数,点赞新增,点赞总数,收藏新增,收藏总数,评论新增,评论总数,投币新增,投币总数,一级分类,二级分类
江泽民同志在上海逝世 享年96岁,央视新闻,3095896,3095896,0,0,33902,33902,103,103,221666,221666,资讯,热点
【卢克文工作室】涉及全国的核酸机构成为敛财工具，张姗姗背后的人究竟是谁？,卢克文工作室,2228423,2953556,140056,201576,25990,37350,1487,1638,63261,100061,资讯,热点
《原神》新玩法预告PV：「来一局七圣召唤吧！」,原神,2113589,2113589,212042,212042,22374,22374,15417,15417,51420,51420,游戏,手机游戏
吴亦凡在中国坐牢13年已经算幸运的了！哎 希望出来可以有机会改过自新吧,李三金Alex,1849739,2897802,187626,286313,13120,19532,1932,3587,2296,3253,知识,社科·法律·心理
关于我连夜去上海找甲方要92万片卫生巾这件事,侯翠翠,1529341,3938937,230514,705226,15890,47102,1992,6808,379886,1148231,生活,日常
750的自助还能吃回本？进店发现我的想象力还是不够【凭啥这么贵45-京彩臻品火锅】,王师傅和小毛毛,1369438,1369438,152913,152913,13279,13279,2891,2891,86001,86001,美食,美食侦探
如何在年入上亿后迅速破产？【小约翰】,小约翰可汗,1306424,1306424,127332,127332,17993,17993,3563,3563,42637,42637,知识,人文历史
生活小妙招,八云兔不秃,1303234,1994338,155056,222140,13060,18634,1446,3353,6704,12957,生活,搞笑
把名梗图让AI绘画三次后你还猜得出吗？,打嗝鸡ovo,1265322,2282307,80940,171117,11710,20107,520,1120,1943,3639,生活,搞笑
上美影 联手 vivo 挑战《哪吒闹海》皮影戏,上海美术电影制片厂,1198631,6062479,8409,51600,1296,7854,73,567,949,5370,影视,短片
【都市传说】不利于团结的话不要说、,艺能人金广发,1134712,1388524,56011,73904,15803,19963,666,808,24917,37020,生活,搞笑
机械设计原理,北方机械师,1126066,1822737,92385,139834,14805,22609,1256,2526,6078,8168,科技,工业·工程·机械
我社死了！上网课用夹子音吸猫发现没关麦！！！！,伦敦不是胖墩,1037545,1921710,137760,247693,12306,21354,1742,3910,3684,7319,动物圈,喵星人
妈妈帮孩子戒除网瘾，制定kpi，每天复盘！,笑点有点低哦,1032941,1167083,9707,18415,4486,4837,136,313,113,137,生活,搞笑
直播套路被我们拿捏了！B站直播生态治理报告,哔哩哔哩社区小管家,1028518,2241631,2598,6432,359,918,18,87,252,520,生活,日常
在救房地产的路上裸奔…,保彪UP,958744,1120362,39658,54294,6658,8476,1511,1771,13371,19812,知识,财经商业
文具控看我又发现的小工具，四合一功能~,丸子大人_网汇鹅,925202,1234666,39152,48129,15802,21839,230,312,618,778,生活,手工
逐梦新程丨创造山乡巨变的人间奇迹,精彩短视频礼赞新中国,836269,836269,13352,13352,1352,1352,598,598,1391,1391,资讯,社会
中国疫情防控，有人想借机玩颜色革命，国内民意小心被耍了,刘晓非观察室,821672,3698864,56038,249578,13277,60077,2143,8329,25410,125671,生活,日常
荣耀典藏皮肤全员优化！局外双形态切换！两套动作两套姿势形态！,包子入侵SSR,818903,818903,20955,20955,1140,1140,2637,2637,331,331,游戏,电子竞技
今天我一定要证明自己！,我是超人cr,782858,1223708,99100,157662,9798,14648,1246,1965,2185,3066,生活,绘画
《水果社交》,周大爷不服老,765298,2075989,90092,293137,8646,23804,140,566,1770,5042,生活,日常
湖南：街道工作人员入户殴打市民 宝宝上前抱住爸爸,四川观察,757773,757773,58370,58370,6127,6127,3110,3110,15224,15224,资讯,社会
对面下路萧炎我真不开玩笑,逸鸢兰博,709019,1056822,43211,77307,750,1236,562,1196,3562,7118,游戏,电子竞技
蓝 色 妖 姬 是 怎 样 炼 成 的,一大筐会飞的草莓,704638,1344239,118003,212936,36408,67019,637,1420,24926,46176,鬼畜,鬼畜剧场
本王做好事 从来不留名,王七叶-,674459,674459,75052,75052,2574,2574,1273,1273,1202,1202,生活,搞笑
林家有女初长成  力拔山兮气盖世,推背兔の,654784,811783,58427,74079,13459,16402,1074,1544,21918,28808,鬼畜,鬼畜剧场
突袭up主酒店房间，他们居然带了？？？,雨哥到处跑,652968,652968,69445,69445,4803,4803,1075,1075,10227,10227,生活,搞笑
螺蛳粉真有那么好吃吗 ？,川渝火锅底料工厂老杨,652248,1779784,16482,33503,312,790,49,162,116,268,美食,美食制作
如何“假装”读懂赵无极的抽象画,安迪的美院日常,650263,702205,36418,41055,3690,4410,527,605,456,552,生活,绘画
中国政法大学教授寄语当代青年：不要阴阳怪气，少说风凉话，多做众志成城的事，创造时代新风尚。,青春湖北,639101,639101,49214,49214,17083,17083,8248,8248,9363,9363,资讯,热点
初雪很美吧,网易梦幻西游手游,638408,638408,18284,18284,2542,2542,490,490,1066,1066,影视,短片
你说过的呀,暴躁大王吴美丽,637869,667207,30604,33118,744,803,69,93,133,160,影视,短片
延吉.参鸡汤  厨子探店?315,真探唐仁杰,633434,633434,49601,49601,1488,1488,950,950,1258,1258,美食,美食侦探
【亮记生物鉴定】网络热传生物鉴定44,无穷小亮的科普日常,611884,3222512,75493,388549,4384,22724,287,2421,7013,44081,知识,科学科普
??：狗东西还会告状,不良良良,610533,765706,38284,52593,7018,9956,461,653,2586,3348,动物圈,汪星人
白色的银杏果入水变成了银色？,李论科学,609379,668668,41632,46980,2414,2786,180,243,183,236,知识,科学科普
怒写20000字！解析韩国政治大片《铁雨》里的所有细节！,撩撩电影吧,607455,697677,21621,25529,8649,10416,1120,1441,4014,5767,影视,影视杂谈
人畜无害的小粉帽,国聪有话说,590004,1049303,16681,31462,529,859,850,1784,134,210,生活,日常
【抽奖预告】总价值8.5万！！送你一整个超级电竞房！130W粉丝福利！,大狸子切切里,588777,588777,42095,42095,12050,12050,4177,4177,39503,39503,科技,数码
我妹是懂现场版的,小叮当的一家,576297,1132162,62072,136558,2085,3676,81,388,765,2002,生活,搞笑
足 球 宝 贝 车 库 蹦 迪 ！,兔总裁s,571313,571313,28241,28241,21035,21035,406,406,6274,6274,舞蹈,明星舞蹈
当肥宅快乐屋遇上疯狂星期四 两个字：爽翻啦！,电竞少女婷婷_,570199,1079301,30744,60008,2585,4791,781,1407,349,614,美食,美食记录
“咱B站粉丝1000万了？赶紧做个视频！急！”,共青团中央,555260,1283889,46921,140745,2593,6564,47,5746,6453,19104,生活,搞笑
买30几斤巨大墨鱼，做卤水大墨鱼，世界杯看球下酒嘎嘎香,小文哥吃吃吃,539937,539937,40899,40899,1877,1877,719,719,4916,4916,美食,美食制作
要是有这个挖，倒悬山我都可以挖穿，水晶簇,自然探索小能手,528662,1607534,7175,23345,377,1004,80,532,59,157,知识,科学科普
一个人，引爆震颤人类的世纪之战！,狂阿弥_,500465,500465,46259,46259,17777,17777,1518,1518,50328,50328,影视,影视杂谈
我见过候鸟就这么去了南方,喵与茶,493620,1699304,54312,190508,15032,46395,325,1677,11344,36940,动物圈,大熊猫
网络一线牵 珍惜这孽缘！,派小轩,492853,1020373,31684,79488,749,1688,177,878,552,1921,影视,短片
童年怀旧小玩具,郭小嚜,491938,552771,280,1743,2126,2471,6,57,40,126,生活,手工
当你询问小朋友年龄 他告诉你8岁（孔融让橘子）,我有一张绝版的海报,489757,1434990,18069,43415,879,1956,504,1032,130,223,生活,搞笑
日料店一份拉面四五十你们真的不觉得贵吗……其实成本只要2折,干饭王哆啦,489079,722249,24895,36006,22083,35316,636,912,1821,3048,美食,美食测评
是谁我就不说了。,乱小世,488457,1873627,20061,82531,765,3287,289,1037,117,434,生活,搞笑
中美合拍，【重走西游路】下半年上映,名扬的国风人偶,486023,744540,47836,79661,8979,14297,792,1416,2374,3350,动画,手办·模玩
【阿斗】全剧仅有一句台词，背后的真相却感动了世界千万网友！美剧史诗巨作《权力的游戏》第21期,阿斗归来了,483408,483408,54633,54633,5732,5732,1364,1364,36562,36562,影视,影视杂谈
江泽民同志在上海逝世 享年96岁,,483191,483191,0,0,5487,5487,6,6,12439,12439,资讯,热点
“短短几秒钟 心动了六次”,颜值预报圆,482885,1879299,32221,131273,10983,44293,159,782,2479,7692,娱乐,明星
