uid,up主昵称,B站地址,番茄指数,粉丝总数,掉粉数量,掉粉率,一级分类,二级分类
611214594,上汽大众,https://space.bilibili.com/611214594,3434.9,1722372,-5260.0,-0.31%,汽车,汽车生活
578227337,华为,https://space.bilibili.com/578227337,3436.5,1825196,-4481.0,-0.25%,科技,数码
50329118,哔哩哔哩英雄联盟赛事,https://space.bilibili.com/50329118,3474.2,12347545,-2922.0,-0.02%,游戏,电子竞技
18149131,Overidea_China,https://space.bilibili.com/18149131,3459.2,903548,-2686.0,-0.30%,动画,综合
51571378,痣女如花-本人,https://space.bilibili.com/51571378,3387.3,287941,-2573.0,-0.89%,时尚,服饰
275338136,肯德基,https://space.bilibili.com/275338136,3438.7,2102439,-2381.0,-0.11%,生活,日常
8739477,老实憨厚的笑笑,https://space.bilibili.com/8739477,3439.4,2462468,-2239.0,-0.09%,游戏,电子竞技
316577033,王鐡著,https://space.bilibili.com/316577033,3263.5,77348,-2225.0,-2.88%,鬼畜,鬼畜调教
643873396,平安小财娘,https://space.bilibili.com/643873396,3433.4,1216273,-2099.0,-0.17%,生活,搞笑
551534193,韩国吃播-Boki,https://space.bilibili.com/551534193,3413.2,602188,-1354.0,-0.22%,美食,美食记录
1388514638,longdd黄翔,https://space.bilibili.com/1388514638,3412.6,616602,-1352.0,-0.22%,游戏,电子竞技
17561885,哔哩哔哩刀塔2赛事,https://space.bilibili.com/17561885,3422.9,890714,-1333.0,-0.15%,游戏,电子竞技
777536,LexBurner,https://space.bilibili.com/777536,3539.3,6191506,-1239.0,-0.02%,动画,综合
17561219,直播小喇叭,https://space.bilibili.com/17561219,3438.4,2960375,-1235.0,-0.04%,游戏,电子竞技
1837336632,代号-跃迁旅人,https://space.bilibili.com/1837336632,3417.6,799702,-1096.0,-0.14%,游戏,手机游戏
347667464,老爸评测,https://space.bilibili.com/347667464,3467.7,3915610,-1077.0,-0.03%,生活,日常
432832670,没煮熟的大鹅,https://space.bilibili.com/432832670,3429.6,980957,-1068.0,-0.11%,美食,美食记录
50329220,哔哩哔哩LOL赛事直播,https://space.bilibili.com/50329220,3442.1,4149431,-1007.0,-0.02%,游戏,电子竞技
485092296,张三的传奇一生,https://space.bilibili.com/485092296,3454.8,2007937,-1002.0,-0.05%,知识,社科·法律·心理
123938419,嘻咦啊看,https://space.bilibili.com/123938419,3458.5,1894119,-972.0,-0.05%,影视,短片
2026561407,吃花椒的喵酱,https://space.bilibili.com/2026561407,3481.3,4909001,-969.0,-0.02%,生活,日常
9321359,FUN科技,https://space.bilibili.com/9321359,3441.1,1303604,-937.0,-0.07%,科技,数码
466272,bili_466272,https://space.bilibili.com/466272,3516.4,4401639,-922.0,-0.02%,生活,日常
489412051,哔哩哔哩晚会,https://space.bilibili.com/489412051,3561.9,6255905,-910.0,-0.01%,娱乐,综艺
481888304,Boki的搬运工,https://space.bilibili.com/481888304,3427,920291,-907.0,-0.10%,美食,美食记录
385301930,暗黑破坏神-不朽,https://space.bilibili.com/385301930,3398.5,411664,-853.0,-0.21%,游戏,手机游戏
517027781,猫之城手游,https://space.bilibili.com/517027781,3427.5,1067560,-849.0,-0.08%,游戏,手机游戏
404987905,ACG外观研究社,https://space.bilibili.com/404987905,3422.3,587514,-835.0,-0.14%,科技,数码
257851644,RNG电子竞技俱乐部,https://space.bilibili.com/257851644,3438.2,1385006,-822.0,-0.06%,游戏,电子竞技
122879,敖厂长,https://space.bilibili.com/122879,3497.8,7471744,-808.0,-0.01%,游戏,单机游戏
177613639,无聊的开箱,https://space.bilibili.com/177613639,3443.3,1677660,-766.0,-0.05%,科技,数码
241332396,蔻蔻妮娜,https://space.bilibili.com/241332396,3373.5,244398,-753.0,-0.31%,汽车,购车攻略
531236984,上汽集团MG名爵,https://space.bilibili.com/531236984,3374.1,258732,-746.0,-0.29%,汽车,汽车生活
398877923,哈利波特魔法觉醒,https://space.bilibili.com/398877923,3432.2,1477729,-733.0,-0.05%,游戏,手机游戏
176037767,我是郭杰瑞,https://space.bilibili.com/176037767,3484.5,7042342,-724.0,-0.01%,生活,日常
37813467,时空猎人3,https://space.bilibili.com/37813467,3423.4,1011511,-692.0,-0.07%,游戏,手机游戏
