uid,up主昵称,B站地址,番茄指数,粉丝总数,掉粉数量,掉粉率,一级分类,二级分类
50329118,哔哩哔哩英雄联盟赛事,https://space.bilibili.com/50329118,3541.7,12610294,-4313.0,-0.03%,游戏,电子竞技
611214594,上汽大众,https://space.bilibili.com/611214594,3503.5,2167172,-4146.0,-0.19%,汽车,汽车生活
31220044,小贝饿了,https://space.bilibili.com/31220044,3519.5,2760934,-4022.0,-0.15%,美食,美食侦探
32046347,黑洞king,https://space.bilibili.com/32046347,3482.7,606440,-3672.0,-0.61%,游戏,电子竞技
578227337,华为,https://space.bilibili.com/578227337,3505.5,2371229,-3303.0,-0.14%,科技,数码
275338136,肯德基,https://space.bilibili.com/275338136,3506.2,2230589,-2408.0,-0.11%,生活,日常
8739477,老实憨厚的笑笑,https://space.bilibili.com/8739477,3506.9,2572707,-1993.0,-0.08%,游戏,电子竞技
31536760,EDG电子竞技俱乐部,https://space.bilibili.com/31536760,3510.4,2105891,-1301.0,-0.06%,游戏,电子竞技
2929048,网易暴雪游戏视频,https://space.bilibili.com/2929048,3495,819118,-1281.0,-0.16%,游戏,电子竞技
18149131,Overidea_China,https://space.bilibili.com/18149131,3525.5,872079,-1078.0,-0.12%,动画,综合
394609671,终极小腾,https://space.bilibili.com/394609671,3507.7,2199873,-1062.0,-0.05%,汽车,汽车生活
246251134,厄风琉斯,https://space.bilibili.com/246251134,3446.7,277801,-1029.0,-0.37%,游戏,电子竞技
178778949,英雄联盟,https://space.bilibili.com/178778949,3531.2,2893009,-1027.0,-0.04%,游戏,电子竞技
466272,bili_466272,https://space.bilibili.com/466272,3583.3,4382482,-1010.0,-0.02%,生活,日常
14110780,凉风Kaze,https://space.bilibili.com/14110780,3629.4,8119643,-1000.0,-0.01%,生活,搞笑
50333369,哔哩哔哩守望先锋赛事,https://space.bilibili.com/50333369,3494.5,883178,-975.0,-0.11%,游戏,电子竞技
485092296,张三的传奇一生,https://space.bilibili.com/485092296,3522,1989769,-935.0,-0.05%,知识,社科·法律·心理
2920960,大祥哥来了,https://space.bilibili.com/2920960,3583.8,4816271,-929.0,-0.02%,美食,美食测评
517027781,猫之城手游,https://space.bilibili.com/517027781,3494.4,1055287,-903.0,-0.09%,游戏,手机游戏
1837336632,代号-跃迁旅人,https://space.bilibili.com/1837336632,3484,782386,-883.0,-0.11%,游戏,手机游戏
1847374826,周老师教语文,https://space.bilibili.com/1847374826,3445.8,270477,-880.0,-0.33%,生活,搞笑
489412051,哔哩哔哩晚会,https://space.bilibili.com/489412051,3629.3,6238101,-878.0,-0.01%,娱乐,综艺
50329485,哔哩哔哩绝地求生赛事,https://space.bilibili.com/50329485,3491.2,897409,-863.0,-0.10%,游戏,电子竞技
10330740,观察者网,https://space.bilibili.com/10330740,3636.2,7635216,-860.0,-0.01%,资讯,环球
37813467,时空猎人3,https://space.bilibili.com/37813467,3490.3,996579,-849.0,-0.09%,游戏,手机游戏
330415548,谭乔,https://space.bilibili.com/330415548,3524.5,4275344,-836.0,-0.02%,资讯,社会
50329220,哔哩哔哩LOL赛事直播,https://space.bilibili.com/50329220,3509.3,4161497,-834.0,-0.02%,游戏,电子竞技
176037767,我是郭杰瑞,https://space.bilibili.com/176037767,3551.7,7026630,-822.0,-0.01%,生活,日常
673520112,TCL,https://space.bilibili.com/673520112,3468.7,452448,-795.0,-0.18%,科技,数码
473940554,英雄联盟手游,https://space.bilibili.com/473940554,3509.1,2505150,-772.0,-0.03%,游戏,手机游戏
6574487,纳豆奶奶,https://space.bilibili.com/6574487,3553.9,4181522,-768.0,-0.02%,生活,日常
250858633,华农兄弟,https://space.bilibili.com/250858633,3597.9,6399888,-757.0,-0.01%,美食,田园美食
17561219,直播小喇叭,https://space.bilibili.com/17561219,3505.7,2937514,-751.0,-0.03%,游戏,电子竞技
1712907935,宝石研物语_伊恩之石,https://space.bilibili.com/1712907935,3476.8,546146,-724.0,-0.13%,游戏,手机游戏
19577966,李子柒,https://space.bilibili.com/19577966,3562.5,7673826,-706.0,-0.01%,美食,田园美食
390461123,徐大sao,https://space.bilibili.com/390461123,3594.5,3730279,-674.0,-0.02%,美食,美食制作
1557057759,王肇文儿,https://space.bilibili.com/1557057759,3142.4,35011,-668.0,-1.91%,生活,日常
643873396,平安小财娘,https://space.bilibili.com/643873396,3500.4,1202056,-656.0,-0.05%,生活,搞笑
612492134,司马南,https://space.bilibili.com/612492134,3517.9,1991827,-653.0,-0.03%,资讯,热点
70421801,哥谭噩梦赫然,https://space.bilibili.com/70421801,3497.5,854235,-627.0,-0.07%,生活,搞笑
322892,痒局长,https://space.bilibili.com/322892,3527.4,2676626,-625.0,-0.02%,游戏,手机游戏
452941506,卡萨鹏卡萨丁,https://space.bilibili.com/452941506,3351.1,98456,-620.0,-0.63%,游戏,电子竞技
1429723107,索尼中国,https://space.bilibili.com/1429723107,3498.4,1101644,-608.0,-0.06%,科技,数码
1628139107,真实电竞,https://space.bilibili.com/1628139107,3488.1,758688,-607.0,-0.08%,游戏,电子竞技
456826026,魈绡redmole,https://space.bilibili.com/456826026,2816.5,14715,-602.0,-4.09%,影视,影视剪辑
257851644,RNG电子竞技俱乐部,https://space.bilibili.com/257851644,3505.3,1370373,-598.0,-0.04%,游戏,电子竞技
1873141867,BLGCrisp,https://space.bilibili.com/1873141867,3473.8,406795,-591.0,-0.15%,时尚,T台
35365327,bilibiliGoods,https://space.bilibili.com/35365327,3503.5,1360664,-590.0,-0.04%,生活,日常
300634025,滔搏电子竞技俱乐部,https://space.bilibili.com/300634025,3489.2,693516,-589.0,-0.08%,游戏,电子竞技
2069605488,張忠興,https://space.bilibili.com/2069605488,3497.1,739849,-585.0,-0.08%,生活,搞笑
437316738,朱一旦的枯燥生活,https://space.bilibili.com/437316738,3552.8,3731415,-575.0,-0.02%,生活,搞笑
1868902080,哔哩哔哩拜年纪,https://space.bilibili.com/1868902080,3541.6,4008371,-572.0,-0.01%,动画,综合
277827884,楚钧艾克,https://space.bilibili.com/277827884,3495,1067660,-569.0,-0.05%,游戏,电子竞技
439868658,五菱汽车,https://space.bilibili.com/439868658,3498.7,1185670,-543.0,-0.05%,汽车,汽车生活
34646754,沉默寡言白河愁,https://space.bilibili.com/34646754,3504.3,1734815,-525.0,-0.03%,游戏,单机游戏
591856754,卢正义的雕刻时光,https://space.bilibili.com/591856754,3531.3,2177288,-521.0,-0.02%,生活,手工
432832670,没煮熟的大鹅,https://space.bilibili.com/432832670,3496.5,967857,-511.0,-0.05%,美食,美食记录
1565155,是大腿,https://space.bilibili.com/1565155,3530,3480637,-508.0,-0.01%,游戏,电子竞技
196356191,翔翔大作战,https://space.bilibili.com/196356191,3578.4,3902322,-500.0,-0.01%,美食,美食测评
436494933,青野大魔王,https://space.bilibili.com/436494933,3439.3,233556,-500.0,-0.21%,游戏,电子竞技
14946689,涼子同学,https://space.bilibili.com/14946689,3511,1557991,-500.0,-0.03%,生活,日常
2089488,奶油Neilyo,https://space.bilibili.com/2089488,3463,316574,-499.0,-0.16%,游戏,网络游戏
508141704,大熊苏尔,https://space.bilibili.com/508141704,3489.6,743538,-491.0,-0.07%,动物圈,野生动物
29329085,二喵的饭,https://space.bilibili.com/29329085,3575.3,4751830,-489.0,-0.01%,美食,美食制作
9008159,花花与三猫CatLive,https://space.bilibili.com/9008159,3521.6,3398662,-486.0,-0.01%,动物圈,喵星人
177613639,无聊的开箱,https://space.bilibili.com/177613639,3510.5,1675344,-481.0,-0.03%,科技,数码
156619610,JDG京东电子竞技俱乐部,https://space.bilibili.com/156619610,3489.5,722173,-478.0,-0.07%,游戏,电子竞技
43222001,卡特亚,https://space.bilibili.com/43222001,3523.5,2541728,-477.0,-0.02%,游戏,手机游戏
28278842,仲尼Johnny777,https://space.bilibili.com/28278842,3508.7,1175598,-464.0,-0.04%,生活,日常
85845870,勇仔leo,https://space.bilibili.com/85845870,3486.6,561501,-457.0,-0.08%,时尚,美妆
38351330,阿幕降临,https://space.bilibili.com/38351330,3518.6,1722036,-453.0,-0.03%,动画,综合
476861585,-小李胖胖-,https://space.bilibili.com/476861585,3346.7,94139,-443.0,-0.47%,音乐,音乐综合
1284818028,花崎Haki,https://space.bilibili.com/1284818028,2913.6,18454,-439.0,-2.38%,动画,综合
1119878117,我是小妖怪,https://space.bilibili.com/1119878117,3482.8,553021,-428.0,-0.08%,生活,日常
258150656,回形针PaperClip,https://space.bilibili.com/258150656,3534.2,2405873,-424.0,-0.02%,知识,科学科普
10404286,红发杰克丶,https://space.bilibili.com/10404286,3477,387474,-418.0,-0.11%,游戏,网络游戏
37946996,守护茶茶,https://space.bilibili.com/37946996,3517.4,1843500,-418.0,-0.02%,游戏,电子竞技
1311060,过马路别看手机,https://space.bilibili.com/1311060,2872.3,17012,-407.0,-2.39%,生活,日常
8047632,哔哩哔哩弹幕网,https://space.bilibili.com/8047632,3703.9,3476975,-401.0,-0.01%,音乐,音乐综合
50621949,OldBa1,https://space.bilibili.com/50621949,3513.2,1461308,-394.0,-0.03%,游戏,手机游戏
1884671231,星璃_Official,https://space.bilibili.com/1884671231,2834.3,15478,-391.0,-2.53%,动画,综合
254662438,时间只玩辅,https://space.bilibili.com/254662438,3500.1,1542072,-387.0,-0.03%,游戏,电子竞技
5870268,三代鹿人,https://space.bilibili.com/5870268,3588.8,6127202,-382.0,-0.01%,影视,影视杂谈
251850212,考研英语刘晓艳,https://space.bilibili.com/251850212,3511.2,1593229,-378.0,-0.02%,知识,校园学习
17409016,爱做饭的芋头SAMA,https://space.bilibili.com/17409016,3545.9,3177881,-376.0,-0.01%,美食,美食制作
7706705,阿梓从小就很可爱,https://space.bilibili.com/7706705,3488.6,736048,-376.0,-0.05%,生活,其他
11870568,拉宏桑,https://space.bilibili.com/11870568,3526,3271334,-373.0,-0.01%,生活,日常
299609985,FPX电子竞技俱乐部,https://space.bilibili.com/299609985,3494.8,705833,-373.0,-0.05%,游戏,电子竞技
1022925768,semkavkvadrate街拍,https://space.bilibili.com/1022925768,3508.2,1275337,-372.0,-0.03%,时尚,T台
315111461,IceCreamRolls,https://space.bilibili.com/315111461,3490.9,660818,-371.0,-0.06%,美食,美食制作
138832847,哇哇哇妹,https://space.bilibili.com/138832847,3526.1,1568075,-371.0,-0.02%,影视,影视杂谈
198297,冰糖IO,https://space.bilibili.com/198297,3517.4,1457612,-369.0,-0.03%,动画,综合
399841608,坎奇Kankike,https://space.bilibili.com/399841608,3315.7,77641,-366.0,-0.47%,游戏,手机游戏
388690403,玛娜希斯回响,https://space.bilibili.com/388690403,3474.1,534282,-364.0,-0.07%,游戏,手机游戏
328003559,狗头大萝莉,https://space.bilibili.com/328003559,3467.1,407246,-363.0,-0.09%,生活,日常
405815805,有车有肉的肉肉,https://space.bilibili.com/405815805,3458.6,326303,-363.0,-0.11%,汽车,购车攻略
7655977,十二礼,https://space.bilibili.com/7655977,3502.4,1186526,-363.0,-0.03%,生活,日常
3957971,贤宝宝Baby,https://space.bilibili.com/3957971,3538.7,5533955,-357.0,-0.01%,生活,搞笑
1785865347,武哥在非洲,https://space.bilibili.com/1785865347,3383.6,126832,-353.0,-0.28%,生活,日常
403897409,一只大毛毛阿,https://space.bilibili.com/403897409,3475.6,471399,-352.0,-0.07%,美食,美食记录
4474705,孤独的美食基,https://space.bilibili.com/4474705,3538.6,3619942,-351.0,-0.01%,美食,美食侦探
161419374,山药视频,https://space.bilibili.com/161419374,3512,1765313,-349.0,-0.02%,美食,田园美食
75912367,陈吃饭_,https://space.bilibili.com/75912367,3515.9,1200659,-346.0,-0.03%,时尚,美妆
122879,敖厂长,https://space.bilibili.com/122879,3564.9,7462846,-344.0,0.00%,游戏,单机游戏
473950562,空白的心丶z,https://space.bilibili.com/473950562,3465.7,402096,-344.0,-0.09%,游戏,电子竞技
10462362,天天卡牌,https://space.bilibili.com/10462362,3523.5,2321245,-342.0,-0.01%,游戏,电子竞技
429251,大宝剑联盟,https://space.bilibili.com/429251,3525.9,944221,-336.0,-0.04%,娱乐,综艺
133901828,二斤啦啦啦啦,https://space.bilibili.com/133901828,3499.5,938454,-330.0,-0.04%,科技,数码
365902357,守望先锋联赛OWL,https://space.bilibili.com/365902357,3449.1,273439,-330.0,-0.12%,游戏,电子竞技
390601281,V5电子竞技俱乐部官方,https://space.bilibili.com/390601281,3469.5,417017,-328.0,-0.08%,游戏,电子竞技
212535360,墨茶Official,https://space.bilibili.com/212535360,3513.4,1967164,-327.0,-0.02%,游戏,网络游戏
93993,小由同学yo,https://space.bilibili.com/93993,2856.6,16275,-323.0,-1.98%,动画,综合
490290164,Freezia宋智雅,https://space.bilibili.com/490290164,3493.4,907865,-322.0,-0.04%,时尚,美妆
331858640,众神OB,https://space.bilibili.com/331858640,3397.6,141925,-321.0,-0.23%,游戏,电子竞技
1867191,GT凯麒,https://space.bilibili.com/1867191,3479.3,453630,-320.0,-0.07%,游戏,单机游戏
429392011,天天鉴宝,https://space.bilibili.com/429392011,3504.9,1466643,-320.0,-0.02%,生活,日常
1269265572,极氪,https://space.bilibili.com/1269265572,3475.8,578247,-318.0,-0.05%,汽车,汽车生活
1232707257,娜可不行lina,https://space.bilibili.com/1232707257,3401.9,153567,-318.0,-0.21%,科技,数码
381363592,陕西老乔吃货,https://space.bilibili.com/381363592,3489.1,612600,-316.0,-0.05%,美食,美食制作
1388514638,longdd黄翔,https://space.bilibili.com/1388514638,3478.9,606702,-315.0,-0.05%,游戏,电子竞技
90361813,三十六贱笑,https://space.bilibili.com/90361813,3576.1,5245447,-313.0,-0.01%,动画,短片·手书·配音
17561885,哔哩哔哩刀塔2赛事,https://space.bilibili.com/17561885,3489.5,874573,-309.0,-0.04%,游戏,电子竞技
1861940979,保卫萝卜,https://space.bilibili.com/1861940979,3482,626235,-306.0,-0.05%,游戏,手机游戏
330663625,站不起来的蒙蒙,https://space.bilibili.com/330663625,3501.7,1337857,-305.0,-0.02%,生活,搞笑
383670040,小郑菜菜Csgo,https://space.bilibili.com/383670040,3438.2,244710,-303.0,-0.12%,游戏,电子竞技
526530563,风色幻想搬砖喵,https://space.bilibili.com/526530563,3428.6,222486,-302.0,-0.14%,游戏,手机游戏
1241853335,小姜同学说教资,https://space.bilibili.com/1241853335,2944.4,19264,-300.0,-1.56%,知识,校园学习
236233218,冷风不冷丷,https://space.bilibili.com/236233218,3388.9,133750,-299.0,-0.22%,游戏,网络游戏
630716239,雨豪别张嘴,https://space.bilibili.com/630716239,3467.2,342978,-296.0,-0.09%,生活,搞笑
477676711,田一名Sir,https://space.bilibili.com/477676711,3507.2,868592,-295.0,-0.03%,音乐,翻唱
141605973,瑶叔讲三国,https://space.bilibili.com/141605973,3400.6,154240,-294.0,-0.19%,游戏,桌游棋牌
398877923,哈利波特魔法觉醒,https://space.bilibili.com/398877923,3499.3,1471519,-294.0,-0.02%,游戏,手机游戏
1322951853,斗鱼小乃丸,https://space.bilibili.com/1322951853,3427.8,213584,-290.0,-0.14%,游戏,电子竞技
30643878,野食小哥,https://space.bilibili.com/30643878,3524.6,1823160,-283.0,-0.02%,美食,田园美食
161250040,Leediiaa,https://space.bilibili.com/161250040,3483.8,610236,-283.0,-0.05%,生活,日常
280793434,手工耿,https://space.bilibili.com/280793434,3550.6,6932661,-282.0,0.00%,生活,手工
515015078,贝尔-格里尔斯,https://space.bilibili.com/515015078,3534.6,2461909,-278.0,-0.01%,娱乐,明星
18701109,渡边麻玉玉aiyuyu,https://space.bilibili.com/18701109,3458.7,302627,-277.0,-0.09%,舞蹈,舞蹈综合
1208767050,艾瑞吧弟弟,https://space.bilibili.com/1208767050,3413.2,174628,-276.0,-0.16%,美食,美食制作
231896831,领克汽车,https://space.bilibili.com/231896831,3493.1,1120725,-276.0,-0.02%,生活,日常
1908567413,轩仔贼giao,https://space.bilibili.com/1908567413,3488.2,606519,-273.0,-0.05%,生活,搞笑
13118294,超级神奇的木偶,https://space.bilibili.com/13118294,3515.1,2611421,-272.0,-0.01%,游戏,电子竞技
454560170,住范儿,https://space.bilibili.com/454560170,3502.8,1666805,-272.0,-0.02%,生活,家居房产
23201505,融融会发光,https://space.bilibili.com/23201505,2858.4,16370,-272.0,-1.66%,生活,日常
22141287,波桑吃遍世界,https://space.bilibili.com/22141287,3520.3,1620826,-270.0,-0.02%,生活,日常
35757240,爱吃榴莲的小吴同学,https://space.bilibili.com/35757240,3501.9,880271,-268.0,-0.03%,生活,日常
474267806,人类早期驯服,https://space.bilibili.com/474267806,3500.4,1044222,-267.0,-0.03%,生活,搞笑
3595470,萌萌哒老陈,https://space.bilibili.com/3595470,3427.9,199402,-267.0,-0.13%,游戏,电子竞技
808171,吃素的狮子,https://space.bilibili.com/808171,3552,2846748,-266.0,-0.01%,生活,日常
587618113,姚姚不是P30,https://space.bilibili.com/587618113,3511.2,2124625,-265.0,-0.01%,生活,搞笑
26366366,哔哩哔哩活动,https://space.bilibili.com/26366366,3507.1,2055936,-264.0,-0.01%,动画,MAD·AMV
16539048,一只小仙若,https://space.bilibili.com/16539048,3540.1,2124275,-262.0,-0.01%,舞蹈,舞蹈综合
16187912,老王dota2,https://space.bilibili.com/16187912,3396,131219,-259.0,-0.20%,游戏,电子竞技
279991456,靠谱电竞,https://space.bilibili.com/279991456,3537.2,2060739,-259.0,-0.01%,游戏,电子竞技
648733888,我是阿尔乔姆,https://space.bilibili.com/648733888,3483.3,517221,-257.0,-0.05%,生活,搞笑
66556492,赵俊日,https://space.bilibili.com/66556492,3492.6,887875,-255.0,-0.03%,游戏,电子竞技
