uid,up主昵称,B站地址,番茄指数,粉丝总数,掉粉数量,掉粉率,一级分类,二级分类
122879,敖厂长,https://space.bilibili.com/122879,3580,7026968,-86166.0,-1.23%,游戏,单机游戏
611214594,上汽大众,https://space.bilibili.com/611214594,3518.3,2151816,-5003.0,-0.23%,汽车,汽车生活
3985676,扶桑大红花丶,https://space.bilibili.com/3985676,3527.7,1266794,-4561.0,-0.36%,动画,短片·手书·配音
50329118,哔哩哔哩英雄联盟赛事,https://space.bilibili.com/50329118,3556.9,12595520,-3698.0,-0.03%,游戏,电子竞技
808171,吃素的狮子,https://space.bilibili.com/808171,3567.2,2842490,-3184.0,-0.11%,生活,日常
32046347,黑洞king,https://space.bilibili.com/32046347,3497.3,596342,-2934.0,-0.49%,游戏,电子竞技
473940554,英雄联盟手游,https://space.bilibili.com/473940554,3524.3,2500240,-2784.0,-0.11%,游戏,手机游戏
8905174,柒安是朵小蘑菇,https://space.bilibili.com/8905174,3307.8,64955,-2417.0,-3.72%,游戏,手机游戏
4059920,靖菌命,https://space.bilibili.com/4059920,3536.1,2200797,-2213.0,-0.10%,游戏,单机游戏
275338136,肯德基,https://space.bilibili.com/275338136,3521.3,2222886,-2203.0,-0.10%,生活,日常
31220044,小贝饿了,https://space.bilibili.com/31220044,3534.7,2748436,-2107.0,-0.08%,美食,美食侦探
578227337,华为,https://space.bilibili.com/578227337,3520.6,2358785,-2006.0,-0.09%,科技,数码
11100920,飞社长,https://space.bilibili.com/11100920,3536.7,2155105,-1956.0,-0.09%,生活,搞笑
8739477,老实憨厚的笑笑,https://space.bilibili.com/8739477,3522.1,2565697,-1788.0,-0.07%,游戏,电子竞技
18149131,Overidea_China,https://space.bilibili.com/18149131,3540.5,866831,-1785.0,-0.21%,动画,综合
14110780,凉风Kaze,https://space.bilibili.com/14110780,3644.5,8113838,-1755.0,-0.02%,生活,搞笑
2056013660,广汽丰田,https://space.bilibili.com/2056013660,3367.1,100457,-1346.0,-1.34%,汽车,汽车生活
777536,LexBurner,https://space.bilibili.com/777536,3596.5,6179019,-1333.0,-0.02%,游戏,手机游戏
466272,bili_466272,https://space.bilibili.com/466272,3598.5,4378300,-1168.0,-0.03%,生活,日常
454560170,住范儿,https://space.bilibili.com/454560170,3517.9,1663777,-1150.0,-0.07%,生活,家居房产
10330740,观察者网,https://space.bilibili.com/10330740,3651.4,7631324,-1129.0,-0.01%,资讯,环球
43222001,卡特亚,https://space.bilibili.com/43222001,3538.6,2555185,-1110.0,-0.04%,游戏,手机游戏
485092296,张三的传奇一生,https://space.bilibili.com/485092296,3537.1,1985935,-1098.0,-0.06%,知识,社科·法律·心理
176037767,我是郭杰瑞,https://space.bilibili.com/176037767,3566.8,7023197,-1049.0,-0.01%,生活,日常
90361813,三十六贱笑,https://space.bilibili.com/90361813,3591.3,5243881,-1027.0,-0.02%,动画,短片·手书·配音
489412051,哔哩哔哩晚会,https://space.bilibili.com/489412051,3644.5,6234317,-978.0,-0.02%,娱乐,综艺
17561219,直播小喇叭,https://space.bilibili.com/17561219,3520.8,2933079,-977.0,-0.03%,游戏,电子竞技
416128940,在下哲别,https://space.bilibili.com/416128940,3539.3,2643617,-923.0,-0.03%,生活,日常
671655664,寻找雪流星的笛亚,https://space.bilibili.com/671655664,3446.6,209107,-920.0,-0.44%,动画,MAD·AMV
643873396,平安小财娘,https://space.bilibili.com/643873396,3515.5,1201527,-914.0,-0.08%,生活,搞笑
395890600,陈逸泽泽,https://space.bilibili.com/395890600,3382,111429,-912.0,-0.82%,影视,短片
50329220,哔哩哔哩LOL赛事直播,https://space.bilibili.com/50329220,3524.5,4158175,-909.0,-0.02%,游戏,电子竞技
50333369,哔哩哔哩守望先锋赛事,https://space.bilibili.com/50333369,3509.5,879640,-906.0,-0.10%,游戏,电子竞技
6574487,纳豆奶奶,https://space.bilibili.com/6574487,3569.1,4178362,-903.0,-0.02%,生活,日常
300634025,滔搏电子竞技俱乐部,https://space.bilibili.com/300634025,3504.1,690574,-902.0,-0.13%,游戏,电子竞技
437316738,朱一旦的枯燥生活,https://space.bilibili.com/437316738,3567.9,3728550,-890.0,-0.02%,生活,搞笑
594534726,LPL战术小黑板,https://space.bilibili.com/594534726,3516.8,1149789,-831.0,-0.07%,游戏,电子竞技
19577966,李子柒,https://space.bilibili.com/19577966,3577.7,7670958,-828.0,-0.01%,美食,田园美食
31536760,EDG电子竞技俱乐部,https://space.bilibili.com/31536760,3525.6,2102074,-810.0,-0.04%,游戏,电子竞技
390461123,徐大sao,https://space.bilibili.com/390461123,3609.6,3727753,-804.0,-0.02%,美食,美食制作
250858633,华农兄弟,https://space.bilibili.com/250858633,3613,6398135,-801.0,-0.01%,美食,田园美食
11352614,茶茶佛耶戈艾克,https://space.bilibili.com/11352614,3495.9,528674,-793.0,-0.15%,游戏,电子竞技
1868902080,哔哩哔哩拜年纪,https://space.bilibili.com/1868902080,3556.7,4005582,-786.0,-0.02%,动画,综合
673520112,TCL,https://space.bilibili.com/673520112,3483.6,447130,-770.0,-0.17%,科技,数码
1837336632,代号-跃迁旅人,https://space.bilibili.com/1837336632,3499.1,778956,-770.0,-0.10%,游戏,手机游戏
28278842,仲尼Johnny777,https://space.bilibili.com/28278842,3523.8,1173035,-770.0,-0.07%,生活,日常
70421801,哥谭噩梦赫然,https://space.bilibili.com/70421801,3512.5,852370,-768.0,-0.09%,生活,搞笑
35365327,bilibiliGoods,https://space.bilibili.com/35365327,3518.6,1358095,-763.0,-0.06%,生活,日常
279991456,靠谱电竞,https://space.bilibili.com/279991456,3552.3,2058400,-761.0,-0.04%,游戏,电子竞技
246251134,厄风琉斯,https://space.bilibili.com/246251134,3461.1,274915,-757.0,-0.28%,游戏,电子竞技
257851644,RNG电子竞技俱乐部,https://space.bilibili.com/257851644,3520.4,1367697,-748.0,-0.05%,游戏,电子竞技
587618113,姚姚不是P30,https://space.bilibili.com/587618113,3526.3,2122073,-740.0,-0.03%,生活,搞笑
9008159,花花与三猫CatLive,https://space.bilibili.com/9008159,3536.7,3396944,-722.0,-0.02%,动物圈,喵星人
37813467,时空猎人3,https://space.bilibili.com/37813467,3505.4,994664,-718.0,-0.07%,游戏,手机游戏
2897191,阿漫啊阿漫,https://space.bilibili.com/2897191,3531.6,1674620,-718.0,-0.04%,生活,搞笑
196356191,翔翔大作战,https://space.bilibili.com/196356191,3593.5,3900029,-701.0,-0.02%,美食,美食测评
1712907935,宝石研物语_伊恩之石,https://space.bilibili.com/1712907935,3491.7,543391,-687.0,-0.13%,游戏,手机游戏
439868658,五菱汽车,https://space.bilibili.com/439868658,3513.8,1183019,-660.0,-0.06%,汽车,汽车生活
508141704,大熊苏尔,https://space.bilibili.com/508141704,3504.6,741346,-658.0,-0.09%,动物圈,野生动物
