uid,up主昵称,B站地址,番茄指数,粉丝总数,掉粉数量,掉粉率,一级分类,二级分类
32046347,黑洞king,https://space.bilibili.com/32046347,3465.8,654228,-6260.0,-0.96%,游戏,电子竞技
383670040,小郑菜菜Csgo,https://space.bilibili.com/383670040,3422.2,249909,-5503.0,-2.20%,游戏,电子竞技
50329118,哔哩哔哩英雄联盟赛事,https://space.bilibili.com/50329118,3522.3,12633468,-4228.0,-0.03%,游戏,电子竞技
611214594,上汽大众,https://space.bilibili.com/611214594,3484.4,2191824,-3819.0,-0.17%,汽车,汽车生活
275338136,肯德基,https://space.bilibili.com/275338136,3487,2243805,-3335.0,-0.15%,生活,日常
578227337,华为,https://space.bilibili.com/578227337,3486.2,2392488,-3335.0,-0.14%,科技,数码
66777747,不知名男枪丶,https://space.bilibili.com/66777747,3423.6,252297,-2926.0,-1.16%,游戏,电子竞技
2920960,大祥哥来了,https://space.bilibili.com/2920960,3564.6,4821348,-1903.0,-0.04%,美食,美食测评
433865481,爱玛电动车官方账号,https://space.bilibili.com/433865481,3286.3,70197,-1797.0,-2.56%,汽车,摩托车
31220044,小贝饿了,https://space.bilibili.com/31220044,3500.2,2772909,-1713.0,-0.06%,美食,美食侦探
8739477,老实憨厚的笑笑,https://space.bilibili.com/8739477,3487.7,2583883,-1598.0,-0.06%,游戏,电子竞技
246251134,厄风琉斯,https://space.bilibili.com/246251134,3430.4,291347,-1506.0,-0.52%,游戏,电子竞技
673520112,TCL,https://space.bilibili.com/673520112,3450.3,459144,-1457.0,-0.32%,科技,数码
470716767,爱睡大觉的奈小柰zzz,https://space.bilibili.com/470716767,3412,212417,-1415.0,-0.67%,生活,日常
23383532,bzzb521,https://space.bilibili.com/23383532,3453.4,439766,-1323.0,-0.30%,游戏,电子竞技
11100920,飞社长,https://space.bilibili.com/11100920,3502.2,2164829,-1247.0,-0.06%,生活,搞笑
17561219,直播小喇叭,https://space.bilibili.com/17561219,3486.4,2942182,-1079.0,-0.04%,游戏,电子竞技
338748561,喵喵折App,https://space.bilibili.com/338748561,3514.1,1651645,-1042.0,-0.06%,科技,数码
18149131,Overidea_China,https://space.bilibili.com/18149131,3506.5,879234,-1001.0,-0.11%,动画,综合
466272,bili_466272,https://space.bilibili.com/466272,3564.2,4387690,-962.0,-0.02%,生活,日常
75547577,心灵侦探明柏辰,https://space.bilibili.com/75547577,3494,1358368,-948.0,-0.07%,生活,搞笑
1837336632,代号-跃迁旅人,https://space.bilibili.com/1837336632,3465,786348,-940.0,-0.12%,游戏,手机游戏
485092296,张三的传奇一生,https://space.bilibili.com/485092296,3502.7,1994609,-929.0,-0.05%,知识,社科·法律·心理
315111461,IceCreamRolls,https://space.bilibili.com/315111461,3471.8,662894,-905.0,-0.14%,美食,美食制作
50333369,哔哩哔哩守望先锋赛事,https://space.bilibili.com/50333369,3475.4,888401,-826.0,-0.09%,游戏,电子竞技
1017081142,Rookie,https://space.bilibili.com/1017081142,3480.9,1450474,-820.0,-0.06%,游戏,电子竞技
31536760,EDG电子竞技俱乐部,https://space.bilibili.com/31536760,3491.2,2111841,-803.0,-0.04%,游戏,电子竞技
489412051,哔哩哔哩晚会,https://space.bilibili.com/489412051,3610,6242771,-802.0,-0.01%,娱乐,综艺
