uid,up主昵称,B站地址,番茄指数,粉丝总数,掉粉数量,掉粉率,一级分类,二级分类
122879,敖厂长,https://space.bilibili.com/122879,3603.8,6799688,-9171.0,-0.13%,游戏,单机游戏
50329118,哔哩哔哩英雄联盟赛事,https://space.bilibili.com/50329118,3580.9,12569361,-3531.0,-0.03%,游戏,电子竞技
31220044,小贝饿了,https://space.bilibili.com/31220044,3558.7,2736819,-1758.0,-0.06%,美食,美食侦探
8739477,老实憨厚的笑笑,https://space.bilibili.com/8739477,3546,2554314,-1684.0,-0.07%,游戏,电子竞技
88389962,韩美娟Amir,https://space.bilibili.com/88389962,3532.8,798845,-1619.0,-0.20%,生活,搞笑
578227337,华为,https://space.bilibili.com/578227337,3544.6,2344447,-1599.0,-0.07%,科技,数码
14110780,凉风Kaze,https://space.bilibili.com/14110780,3668.4,8108537,-1492.0,-0.02%,生活,搞笑
275338136,肯德基,https://space.bilibili.com/275338136,3545.3,2210973,-1369.0,-0.06%,生活,日常
3985676,扶桑大红花丶,https://space.bilibili.com/3985676,3551.4,1244941,-1209.0,-0.10%,动画,短片·手书·配音
489412051,哔哩哔哩晚会,https://space.bilibili.com/489412051,3668.6,6228425,-1182.0,-0.02%,娱乐,综艺
18149131,Overidea_China,https://space.bilibili.com/18149131,3564.2,859365,-1158.0,-0.13%,动画,综合
531236984,上汽集团MG名爵,https://space.bilibili.com/531236984,3496.5,350614,-1099.0,-0.31%,汽车,汽车生活
390461123,徐大sao,https://space.bilibili.com/390461123,3633.5,3724788,-1072.0,-0.03%,美食,美食制作
466272,bili_466272,https://space.bilibili.com/466272,3622.3,4371629,-1055.0,-0.02%,生活,日常
257851644,RNG电子竞技俱乐部,https://space.bilibili.com/257851644,3544.4,1363095,-1022.0,-0.07%,游戏,电子竞技
50333369,哔哩哔哩守望先锋赛事,https://space.bilibili.com/50333369,3533.3,875311,-959.0,-0.11%,游戏,电子竞技
485092296,张三的传奇一生,https://space.bilibili.com/485092296,3561.1,1979819,-929.0,-0.05%,知识,社科·法律·心理
337294714,极速拍档-Berlin,https://space.bilibili.com/337294714,3510.7,427596,-926.0,-0.22%,汽车,摩托车
31659234,节操卓卓卓,https://space.bilibili.com/31659234,3451.8,168657,-923.0,-0.55%,汽车,汽车生活
18154819,极速拍档-小乔,https://space.bilibili.com/18154819,3517.4,549879,-909.0,-0.17%,汽车,汽车生活
673520112,TCL,https://space.bilibili.com/673520112,3507,442793,-798.0,-0.18%,科技,数码
643873396,平安小财娘,https://space.bilibili.com/643873396,3539.4,1197361,-795.0,-0.07%,生活,搞笑
35365327,bilibiliGoods,https://space.bilibili.com/35365327,3542.5,1353836,-790.0,-0.06%,生活,日常
176037767,我是郭杰瑞,https://space.bilibili.com/176037767,3590.8,7017262,-745.0,-0.01%,生活,日常
777536,LexBurner,https://space.bilibili.com/777536,3620.4,6174850,-718.0,-0.01%,游戏,手机游戏
6574487,纳豆奶奶,https://space.bilibili.com/6574487,3593,4172836,-704.0,-0.02%,生活,日常
439868658,五菱汽车,https://space.bilibili.com/439868658,3537.7,1178783,-704.0,-0.06%,汽车,汽车生活
17561219,直播小喇叭,https://space.bilibili.com/17561219,3544.7,2927147,-698.0,-0.02%,游戏,电子竞技
10330740,观察者网,https://space.bilibili.com/10330740,3675.4,7625521,-679.0,-0.01%,资讯,环球
96153951,BR店长,https://space.bilibili.com/96153951,3462.8,199300,-654.0,-0.33%,科技,数码
11870568,拉宏桑,https://space.bilibili.com/11870568,3565.1,3270605,-640.0,-0.02%,生活,日常
591856754,卢正义的雕刻时光,https://space.bilibili.com/591856754,3570.4,2171642,-633.0,-0.03%,生活,手工
258150656,回形针PaperClip,https://space.bilibili.com/258150656,3573.3,2400587,-625.0,-0.03%,知识,科学科普
517027781,猫之城手游,https://space.bilibili.com/517027781,3533.3,1047752,-617.0,-0.06%,游戏,手机游戏
2026561407,吃花椒的喵酱,https://space.bilibili.com/2026561407,3587.6,4899344,-617.0,-0.01%,生活,日常
437316738,朱一旦的枯燥生活,https://space.bilibili.com/437316738,3591.8,3724191,-606.0,-0.02%,生活,搞笑
8047632,哔哩哔哩弹幕网,https://space.bilibili.com/8047632,3742.8,3472829,-606.0,-0.02%,音乐,音乐综合
31536760,EDG电子竞技俱乐部,https://space.bilibili.com/31536760,3549.6,2097638,-602.0,-0.03%,游戏,电子竞技
6131739,南京锦成数码,https://space.bilibili.com/6131739,3256,46860,-593.0,-1.27%,科技,数码
38351330,阿幕降临,https://space.bilibili.com/38351330,3557.7,1715340,-586.0,-0.03%,动画,综合
11100920,飞社长,https://space.bilibili.com/11100920,3560.7,2154419,-560.0,-0.03%,生活,搞笑
390601281,V5电子竞技俱乐部官方,https://space.bilibili.com/390601281,3507.8,413083,-556.0,-0.13%,游戏,电子竞技
17409016,爱做饭的芋头SAMA,https://space.bilibili.com/17409016,3584.9,3173102,-548.0,-0.02%,美食,美食制作
2920960,大祥哥来了,https://space.bilibili.com/2920960,3622.9,4811024,-546.0,-0.01%,美食,美食测评
43222001,卡特亚,https://space.bilibili.com/43222001,3562.6,2550071,-546.0,-0.02%,游戏,手机游戏
394609671,终极小腾,https://space.bilibili.com/394609671,3546.8,2200529,-531.0,-0.02%,汽车,汽车生活
443237317,野生11,https://space.bilibili.com/443237317,3445.1,164309,-517.0,-0.31%,汽车,汽车生活
383578614,超Carry的柴西,https://space.bilibili.com/383578614,3541,834934,-502.0,-0.06%,生活,日常
196356191,翔翔大作战,https://space.bilibili.com/196356191,3617.4,3896531,-489.0,-0.01%,美食,美食测评
508141704,大熊苏尔,https://space.bilibili.com/508141704,3528.4,737919,-470.0,-0.06%,动物圈,野生动物
1429723107,索尼中国,https://space.bilibili.com/1429723107,3537.1,1096593,-463.0,-0.04%,科技,数码
251850212,考研英语刘晓艳,https://space.bilibili.com/251850212,3550.3,1589336,-463.0,-0.03%,知识,校园学习
28278842,仲尼Johnny777,https://space.bilibili.com/28278842,3547.7,1169907,-458.0,-0.04%,生活,日常
156619610,JDG京东电子竞技俱乐部,https://space.bilibili.com/156619610,3528.3,717420,-445.0,-0.06%,游戏,电子竞技
178690106,搞机所,https://space.bilibili.com/178690106,3541.6,1287937,-434.0,-0.03%,科技,数码
594534726,LPL战术小黑板,https://space.bilibili.com/594534726,3540.6,1147332,-434.0,-0.04%,游戏,电子竞技
436494933,青野大魔王,https://space.bilibili.com/436494933,3476.4,228911,-420.0,-0.18%,游戏,电子竞技
334561994,在下李灿,https://space.bilibili.com/334561994,3542.2,705415,-412.0,-0.06%,美食,美食测评
648733888,我是阿尔乔姆,https://space.bilibili.com/648733888,3521.8,513782,-406.0,-0.08%,生活,搞笑
326783347,NMNP陈璟,https://space.bilibili.com/326783347,3487.3,259366,-389.0,-0.15%,汽车,汽车生活
50621949,OldBa1,https://space.bilibili.com/50621949,3552.4,1472482,-384.0,-0.03%,游戏,手机游戏
66556492,赵俊日,https://space.bilibili.com/66556492,3531.5,885278,-375.0,-0.04%,游戏,电子竞技
2069605488,張忠興,https://space.bilibili.com/2069605488,3535.9,735123,-373.0,-0.05%,生活,搞笑
8578857,谷阿莫,https://space.bilibili.com/8578857,3570,2392460,-366.0,-0.02%,影视,影视杂谈
7655977,十二礼,https://space.bilibili.com/7655977,3541.5,1182608,-364.0,-0.03%,生活,日常
67991584,知电晓春哥,https://space.bilibili.com/67991584,3515,492891,-362.0,-0.07%,科技,数码
34646754,沉默寡言白河愁,https://space.bilibili.com/34646754,3543.4,1730017,-361.0,-0.02%,游戏,单机游戏
118754720,雨街F,https://space.bilibili.com/118754720,3445.3,159606,-355.0,-0.22%,动画,综合
3998398,秋呗叔岳,https://space.bilibili.com/3998398,3529.2,472747,-349.0,-0.07%,生活,手工
808171,吃素的狮子,https://space.bilibili.com/808171,3591.1,2839247,-349.0,-0.01%,生活,日常
30643878,野食小哥,https://space.bilibili.com/30643878,3563.7,1820261,-348.0,-0.02%,美食,田园美食
350456040,虎牙龙斯基,https://space.bilibili.com/350456040,3531.6,873346,-347.0,-0.04%,游戏,电子竞技
52871322,-嘴嘴儿,https://space.bilibili.com/52871322,3478.3,242933,-347.0,-0.14%,美食,美食侦探
7817472,某声悠,https://space.bilibili.com/7817472,3546.1,1450920,-343.0,-0.02%,游戏,手机游戏
37946996,守护茶茶,https://space.bilibili.com/37946996,3556.5,1839548,-341.0,-0.02%,游戏,电子竞技
315111461,IceCreamRolls,https://space.bilibili.com/315111461,3529.7,656596,-338.0,-0.05%,美食,美食制作
7129848,王者荣耀直播姬,https://space.bilibili.com/7129848,3532.8,981019,-335.0,-0.03%,游戏,电子竞技
19577966,李子柒,https://space.bilibili.com/19577966,3601.6,7666569,-328.0,0.00%,美食,田园美食
9008159,花花与三猫CatLive,https://space.bilibili.com/9008159,3560.7,3395379,-327.0,-0.01%,动物圈,喵星人
490290164,Freezia宋智雅,https://space.bilibili.com/490290164,3532.4,904447,-323.0,-0.04%,时尚,美妆
595448675,狩猎时刻手游官方,https://space.bilibili.com/595448675,3496.5,342160,-310.0,-0.09%,游戏,手机游戏
662670880,刀剑神域黑衣剑士王牌,https://space.bilibili.com/662670880,3529.7,952678,-305.0,-0.03%,游戏,手机游戏
605544858,矮油王老六,https://space.bilibili.com/605544858,3545.5,1192586,-299.0,-0.03%,生活,搞笑
596324576,音乐制作人Kurt,https://space.bilibili.com/596324576,3604.9,1916573,-298.0,-0.02%,音乐,翻唱
1654298561,召唤与合成2,https://space.bilibili.com/1654298561,3494.2,325748,-297.0,-0.09%,游戏,手机游戏
381363592,陕西老乔吃货,https://space.bilibili.com/381363592,3527.8,609789,-293.0,-0.05%,美食,美食制作
55723103,辣目洋子,https://space.bilibili.com/55723103,3533.3,980939,-288.0,-0.03%,生活,搞笑
17561885,哔哩哔哩刀塔2赛事,https://space.bilibili.com/17561885,3528.4,870541,-285.0,-0.03%,游戏,电子竞技
677063300,T1-Faker,https://space.bilibili.com/677063300,3537.3,1026037,-282.0,-0.03%,游戏,电子竞技
429392011,天天鉴宝,https://space.bilibili.com/429392011,3544,1462157,-282.0,-0.02%,生活,日常
14946689,涼子同学,https://space.bilibili.com/14946689,3550,1555282,-280.0,-0.02%,生活,日常
64137054,解说七老爷,https://space.bilibili.com/64137054,3538.4,923142,-279.0,-0.03%,游戏,手机游戏
4474705,孤独的美食基,https://space.bilibili.com/4474705,3577.7,3616079,-278.0,-0.01%,美食,美食侦探
3040178,凌识啊,https://space.bilibili.com/3040178,3556,1088663,-277.0,-0.03%,游戏,单机游戏
351085345,普普通通Tony大叔,https://space.bilibili.com/351085345,3519,500631,-276.0,-0.06%,科技,数码
335390960,德云Televison,https://space.bilibili.com/335390960,3529.3,799443,-274.0,-0.03%,生活,搞笑
53386126,女神进化论HiBetterMe,https://space.bilibili.com/53386126,3545,1019307,-269.0,-0.03%,时尚,美妆
11097284,康哟喂,https://space.bilibili.com/11097284,3528.4,594095,-267.0,-0.04%,生活,日常
25875501,妄图改变世界,https://space.bilibili.com/25875501,3415,125116,-266.0,-0.21%,游戏,手机游戏
41253583,小雀斑lookbook,https://space.bilibili.com/41253583,3505,346238,-263.0,-0.08%,时尚,服饰
38048878,乌合麒麟,https://space.bilibili.com/38048878,3546.2,1547818,-263.0,-0.02%,生活,绘画
234256,逗川kshadow,https://space.bilibili.com/234256,3553,1642891,-255.0,-0.02%,游戏,单机游戏
3682229,小见见Zz,https://space.bilibili.com/3682229,3560,1937968,-255.0,-0.01%,游戏,电子竞技
22141287,波桑吃遍世界,https://space.bilibili.com/22141287,3559.4,1617571,-254.0,-0.02%,生活,日常
50329485,哔哩哔哩绝地求生赛事,https://space.bilibili.com/50329485,3530.1,892473,-254.0,-0.03%,游戏,电子竞技
167514661,圆润YUANRUN,https://space.bilibili.com/167514661,3346.1,69699,-253.0,-0.36%,娱乐,明星
279991456,靠谱电竞,https://space.bilibili.com/279991456,3576.2,2056550,-253.0,-0.01%,游戏,电子竞技
602951267,一切1234,https://space.bilibili.com/602951267,3503.4,333516,-252.0,-0.08%,生活,日常
20990353,游戏动力VGN,https://space.bilibili.com/20990353,3546.6,1839501,-249.0,-0.01%,游戏,单机游戏
647163400,星之彼端Starside,https://space.bilibili.com/647163400,3516.5,571623,-249.0,-0.04%,游戏,手机游戏
87721937,元气骑士,https://space.bilibili.com/87721937,3534.5,1120688,-248.0,-0.02%,游戏,手机游戏
580759104,伊甸园的骄傲,https://space.bilibili.com/580759104,3512,481316,-246.0,-0.05%,游戏,手机游戏
69112541,聒噪的山海君,https://space.bilibili.com/69112541,3538.2,1057084,-245.0,-0.02%,游戏,电子竞技
536408778,滴滴,https://space.bilibili.com/536408778,3527.1,639285,-244.0,-0.04%,生活,搞笑
476720460,凯迪拉克官方,https://space.bilibili.com/476720460,3432.3,138974,-243.0,-0.17%,汽车,汽车生活
2350559,菌烨tako,https://space.bilibili.com/2350559,3540.2,1232780,-243.0,-0.02%,生活,其他
133901828,二斤啦啦啦啦,https://space.bilibili.com/133901828,3538.5,935384,-240.0,-0.03%,科技,数码
50426155,王大境泽,https://space.bilibili.com/50426155,3538,1270530,-238.0,-0.02%,生活,日常
16187912,老王dota2,https://space.bilibili.com/16187912,3432.3,129155,-237.0,-0.18%,游戏,电子竞技
97177641,混乱博物馆,https://space.bilibili.com/97177641,3544.3,1424360,-235.0,-0.02%,知识,科学科普
326088478,好看不火的梦想家ALI,https://space.bilibili.com/326088478,3535.9,650042,-232.0,-0.04%,生活,汽车生活
350611270,生日快乐是个呆瓜,https://space.bilibili.com/350611270,3489.8,265599,-227.0,-0.09%,游戏,音游
279583114,老坛胡说,https://space.bilibili.com/279583114,3567.2,2360667,-227.0,-0.01%,生活,日常
