uid,up主昵称,B站地址,番茄指数,粉丝总数,掉粉数量,掉粉率,一级分类,二级分类
611214594,上汽大众,https://space.bilibili.com/611214594,3431.7,1727632,-17533.0,-1.01%,汽车,汽车生活
9321359,FUN科技,https://space.bilibili.com/9321359,3437.8,1304541,-6548.0,-0.50%,科技,数码
275338136,肯德基,https://space.bilibili.com/275338136,3435.3,2104820,-4885.0,-0.23%,生活,日常
578227337,华为,https://space.bilibili.com/578227337,3433.2,1829677,-4742.0,-0.26%,科技,数码
1017081142,Rookie,https://space.bilibili.com/1017081142,3429,1372725,-3561.0,-0.26%,游戏,电子竞技
50329118,哔哩哔哩英雄联盟赛事,https://space.bilibili.com/50329118,3470.8,12350467,-3098.0,-0.03%,游戏,电子竞技
123938419,嘻咦啊看,https://space.bilibili.com/123938419,3455.2,1895091,-3027.0,-0.16%,影视,短片
8739477,老实憨厚的笑笑,https://space.bilibili.com/8739477,3436.1,2464707,-2414.0,-0.10%,游戏,电子竞技
390461123,徐大sao,https://space.bilibili.com/390461123,3524.1,3739499,-1985.0,-0.05%,美食,美食制作
394609671,终极小腾,https://space.bilibili.com/394609671,3437.1,2196595,-1928.0,-0.09%,汽车,汽车生活
475961,翼王,https://space.bilibili.com/475961,3422.7,650755,-1879.0,-0.29%,科技,数码
1837336632,代号-跃迁旅人,https://space.bilibili.com/1837336632,3414.3,800798,-1678.0,-0.21%,游戏,手机游戏
383670040,小郑菜菜Csgo,https://space.bilibili.com/383670040,3374.6,265904,-1605.0,-0.60%,游戏,电子竞技
17561885,哔哩哔哩刀塔2赛事,https://space.bilibili.com/17561885,3419.5,892047,-1547.0,-0.17%,游戏,电子竞技
18149131,Overidea_China,https://space.bilibili.com/18149131,3456,906234,-1543.0,-0.17%,动画,综合
279991456,靠谱电竞,https://space.bilibili.com/279991456,3466.7,2060627,-1531.0,-0.07%,游戏,电子竞技
1388514638,longdd黄翔,https://space.bilibili.com/1388514638,3409.3,617954,-1343.0,-0.22%,游戏,电子竞技
432832670,没煮熟的大鹅,https://space.bilibili.com/432832670,3426.2,982025,-1264.0,-0.13%,美食,美食记录
4059920,靖菌命,https://space.bilibili.com/4059920,3450.5,2193615,-1228.0,-0.06%,游戏,单机游戏
50329220,哔哩哔哩LOL赛事直播,https://space.bilibili.com/50329220,3438.7,4150438,-1172.0,-0.03%,游戏,电子竞技
439868658,五菱汽车,https://space.bilibili.com/439868658,3428.3,1199184,-1057.0,-0.09%,汽车,汽车生活
74422212,菓奈今天很可爱,https://space.bilibili.com/74422212,2728.5,13512,-1008.0,-7.46%,生活,日常
551534193,韩国吃播-Boki,https://space.bilibili.com/551534193,3409.9,603542,-1007.0,-0.17%,美食,美食记录
404987905,ACG外观研究社,https://space.bilibili.com/404987905,3419,588349,-1000.0,-0.17%,科技,数码
531236984,上汽集团MG名爵,https://space.bilibili.com/531236984,3371,259478,-988.0,-0.38%,汽车,汽车生活
489412051,哔哩哔哩晚会,https://space.bilibili.com/489412051,3558.5,6256815,-977.0,-0.02%,娱乐,综艺
485092296,张三的传奇一生,https://space.bilibili.com/485092296,3451.4,2008939,-939.0,-0.05%,知识,社科·法律·心理
466272,bili_466272,https://space.bilibili.com/466272,3513,4402561,-936.0,-0.02%,生活,日常
17561219,直播小喇叭,https://space.bilibili.com/17561219,3435.1,2961610,-907.0,-0.03%,游戏,电子竞技
473940554,英雄联盟手游,https://space.bilibili.com/473940554,3438.6,2517151,-898.0,-0.04%,游戏,手机游戏
900672,偷心バカバカ,https://space.bilibili.com/900672,3190.2,54361,-885.0,-1.63%,游戏,网络游戏
257851644,RNG电子竞技俱乐部,https://space.bilibili.com/257851644,3434.9,1385828,-881.0,-0.06%,游戏,电子竞技
35365327,bilibiliGoods,https://space.bilibili.com/35365327,3433,1375227,-865.0,-0.06%,生活,日常
643873396,平安小财娘,https://space.bilibili.com/643873396,3430,1218372,-856.0,-0.07%,生活,搞笑
2026561407,吃花椒的喵酱,https://space.bilibili.com/2026561407,3477.9,4909970,-851.0,-0.02%,生活,日常
481888304,Boki的搬运工,https://space.bilibili.com/481888304,3423.7,921198,-846.0,-0.09%,美食,美食记录
476861585,-小李胖胖-,https://space.bilibili.com/476861585,3283.5,97491,-828.0,-0.85%,音乐,音乐综合
647409444,无期迷途,https://space.bilibili.com/647409444,3423,1163493,-820.0,-0.07%,游戏,手机游戏
587618113,姚姚不是P30,https://space.bilibili.com/587618113,3440.5,2123522,-791.0,-0.04%,生活,搞笑
674539396,妙妙子Official,https://space.bilibili.com/674539396,3385.5,320017,-783.0,-0.24%,游戏,电子竞技
398877923,哈利波特魔法觉醒,https://space.bilibili.com/398877923,3428.8,1478462,-775.0,-0.05%,游戏,手机游戏
10330740,观察者网,https://space.bilibili.com/10330740,3565.6,7630031,-756.0,-0.01%,资讯,环球
435164143,TEENSINTIMES_肆月,https://space.bilibili.com/435164143,2929.7,20617,-743.0,-3.60%,娱乐,明星
156619610,JDG京东电子竞技俱乐部,https://space.bilibili.com/156619610,3419.6,736147,-736.0,-0.10%,游戏,电子竞技
456826026,魈绡redmole,https://space.bilibili.com/456826026,2782.7,15317,-727.0,-4.75%,影视,影视剪辑
